key,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level
US_IA_19063,Q110482,geoId/19063,US,United States of America,IA,Iowa,19063,Emmet County,US,USA,2
US_IA_19065,Q486184,geoId/19065,US,United States of America,IA,Iowa,19065,Fayette County,US,USA,2
US_IA_19067,Q486143,geoId/19067,US,United States of America,IA,Iowa,19067,Floyd County,US,USA,2
US_IA_19069,Q486174,geoId/19069,US,United States of America,IA,Iowa,19069,Franklin County,US,USA,2
US_IA_19071,Q486123,geoId/19071,US,United States of America,IA,Iowa,19071,Fremont County,US,USA,2
US_IA_19073,Q488566,geoId/19073,US,United States of America,IA,Iowa,19073,Greene County,US,USA,2
US_IA_19075,Q486139,geoId/19075,US,United States of America,IA,Iowa,19075,Grundy County,US,USA,2
US_IA_19077,Q486352,geoId/19077,US,United States of America,IA,Iowa,19077,Guthrie County,US,USA,2
US_IA_19079,Q486160,geoId/19079,US,United States of America,IA,Iowa,19079,Hamilton County,US,USA,2
US_IA_19081,Q485448,geoId/19081,US,United States of America,IA,Iowa,19081,Hancock County,US,USA,2
US_IA_19083,Q485484,geoId/19083,US,United States of America,IA,Iowa,19083,Hardin County,US,USA,2
US_IA_19085,Q485729,geoId/19085,US,United States of America,IA,Iowa,19085,Harrison County,US,USA,2
US_IA_19087,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2
US_IA_19089,Q156647,geoId/19089,US,United States of America,IA,Iowa,19089,Howard County,US,USA,2
US_IA_19091,Q485455,geoId/19091,US,United States of America,IA,Iowa,19091,Humboldt County,US,USA,2
US_IA_19093,Q156642,geoId/19093,US,United States of America,IA,Iowa,19093,Ida County,US,USA,2
US_IA_19095,Q486000,geoId/19095,US,United States of America,IA,Iowa,19095,Iowa County,US,USA,2
US_IA_19097,Q485780,geoId/19097,US,United States of America,IA,Iowa,19097,Jackson County,US,USA,2
US_IA_19099,Q485736,geoId/19099,US,United States of America,IA,Iowa,19099,Jasper County,US,USA,2
US_IA_19101,Q183135,geoId/19101,US,United States of America,IA,Iowa,19101,Jefferson County,US,USA,2
US_IA_19103,Q485746,geoId/19103,US,United States of America,IA,Iowa,19103,Johnson County,US,USA,2
US_IA_19105,Q485974,geoId/19105,US,United States of America,IA,Iowa,19105,Jones County,US,USA,2
US_IA_19107,Q485926,geoId/19107,US,United States of America,IA,Iowa,19107,Keokuk County,US,USA,2
US_IA_19109,Q113201,geoId/19109,US,United States of America,IA,Iowa,19109,Kossuth County,US,USA,2
US_IA_19111,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2
US_IA_19113,Q485741,geoId/19113,US,United States of America,IA,Iowa,19113,Linn County,US,USA,2
US_IA_19115,Q486011,geoId/19115,US,United States of America,IA,Iowa,19115,Louisa County,US,USA,2
US_IA_19117,Q485804,geoId/19117,US,United States of America,IA,Iowa,19117,Lucas County,US,USA,2
US_IA_19119,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2
US_IA_19121,Q115404,geoId/19121,US,United States of America,IA,Iowa,19121,Madison County,US,USA,2
US_IA_19123,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2
US_IA_19125,Q485452,geoId/19125,US,United States of America,IA,Iowa,19125,Marion County,US,USA,2
US_IA_19127,Q485980,geoId/19127,US,United States of America,IA,Iowa,19127,Marshall County,US,USA,2
US_IA_19129,Q485720,geoId/19129,US,United States of America,IA,Iowa,19129,Mills County,US,USA,2
US_IA_19131,Q485715,geoId/19131,US,United States of America,IA,Iowa,19131,Mitchell County,US,USA,2
US_IA_19133,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2
US_IA_19135,Q485984,geoId/19135,US,United States of America,IA,Iowa,19135,Monroe County,US,USA,2
US_IA_19137,Q485969,geoId/19137,US,United States of America,IA,Iowa,19137,Montgomery County,US,USA,2
US_IA_19139,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2
US_IA_19141,Q491436,geoId/19141,US,United States of America,IA,Iowa,19141,O'Brien County,US,USA,2
US_IA_19143,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2
US_IA_19145,Q240621,geoId/19145,US,United States of America,IA,Iowa,19145,Page County,US,USA,2
US_IA_19147,Q485799,geoId/19147,US,United States of America,IA,Iowa,19147,Palo Alto County,US,USA,2
US_IA_19149,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2
US_IA_19151,Q485950,geoId/19151,US,United States of America,IA,Iowa,19151,Pocahontas County,US,USA,2
US_IA_19153,Q485808,geoId/19153,US,United States of America,IA,Iowa,19153,Polk County,US,USA,2
US_IA_19155,Q487677,geoId/19155,US,United States of America,IA,Iowa,19155,Pottawattamie County,US,USA,2
US_IA_19157,Q485470,geoId/19157,US,United States of America,IA,Iowa,19157,Poweshiek County,US,USA,2
US_IA_19159,Q485752,geoId/19159,US,United States of America,IA,Iowa,19159,Ringgold County,US,USA,2
US_IA_19161,Q156639,geoId/19161,US,United States of America,IA,Iowa,19161,Sac County,US,USA,2
US_IA_19163,Q485474,geoId/19163,US,United States of America,IA,Iowa,19163,Scott County,US,USA,2
US_IA_19165,Q485491,geoId/19165,US,United States of America,IA,Iowa,19165,Shelby County,US,USA,2
US_IA_19167,Q486118,geoId/19167,US,United States of America,IA,Iowa,19167,Sioux County,US,USA,2
US_IA_19169,Q485364,geoId/19169,US,United States of America,IA,Iowa,19169,Story County,US,USA,2
US_IA_19171,Q119372,geoId/19171,US,United States of America,IA,Iowa,19171,Tama County,US,USA,2
US_IA_19173,Q176068,geoId/19173,US,United States of America,IA,Iowa,19173,Taylor County,US,USA,2
US_IA_19175,Q485944,geoId/19175,US,United States of America,IA,Iowa,19175,Union County,US,USA,2
US_IA_19177,Q182644,geoId/19177,US,United States of America,IA,Iowa,19177,Van Buren County,US,USA,2
US_IA_19179,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2
US_IA_19181,Q112737,geoId/19181,US,United States of America,IA,Iowa,19181,Warren County,US,USA,2
US_IA_19183,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2
US_IA_19185,Q485460,geoId/19185,US,United States of America,IA,Iowa,19185,Wayne County,US,USA,2
US_IA_19187,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2
US_IA_19189,Q249638,geoId/19189,US,United States of America,IA,Iowa,19189,Winnebago County,US,USA,2
US_IA_19191,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2
US_IA_19193,Q486006,geoId/19193,US,United States of America,IA,Iowa,19193,Woodbury County,US,USA,2
US_IA_19195,Q485463,geoId/19195,US,United States of America,IA,Iowa,19195,Worth County,US,USA,2
US_IA_19197,Q491452,geoId/19197,US,United States of America,IA,Iowa,19197,Wright County,US,USA,2
US_ID,Q1221,geoId/16,US,United States of America,ID,Idaho,,,US,USA,1
US_ID_16001,Q109820,geoId/16001,US,United States of America,ID,Idaho,16001,Ada County,US,USA,2
US_ID_16003,Q109815,geoId/16003,US,United States of America,ID,Idaho,16003,Adams County,US,USA,2
US_ID_16005,Q113017,geoId/16005,US,United States of America,ID,Idaho,16005,Bannock County,US,USA,2
US_ID_16007,Q486372,geoId/16007,US,United States of America,ID,Idaho,16007,Bear Lake County,US,USA,2
US_ID_16009,Q486376,geoId/16009,US,United States of America,ID,Idaho,16009,Benewah County,US,USA,2
US_ID_16011,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2
US_ID_16013,Q488582,geoId/16013,US,United States of America,ID,Idaho,16013,Blaine County,US,USA,2
US_ID_16015,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2
US_ID_16017,Q483932,geoId/16017,US,United States of America,ID,Idaho,16017,Bonner County,US,USA,2
US_ID_16019,Q486380,geoId/16019,US,United States of America,ID,Idaho,16019,Bonneville County,US,USA,2
US_ID_16021,Q486366,geoId/16021,US,United States of America,ID,Idaho,16021,Boundary County,US,USA,2
US_ID_16023,Q111298,geoId/16023,US,United States of America,ID,Idaho,16023,Butte County,US,USA,2
US_ID_16025,Q486054,geoId/16025,US,United States of America,ID,Idaho,16025,Camas County,US,USA,2
US_ID_16027,Q486078,geoId/16027,US,United States of America,ID,Idaho,16027,Canyon County,US,USA,2
US_ID_16029,Q488481,geoId/16029,US,United States of America,ID,Idaho,16029,Caribou County,US,USA,2
US_ID_16031,Q483947,geoId/16031,US,United States of America,ID,Idaho,16031,Cassia County,US,USA,2
US_ID_16033,Q156448,geoId/16033,US,United States of America,ID,Idaho,16033,Clark County,US,USA,2
US_ID_16035,Q175799,geoId/16035,US,United States of America,ID,Idaho,16035,Clearwater County,US,USA,2
US_ID_16037,Q488512,geoId/16037,US,United States of America,ID,Idaho,16037,Custer County,US,USA,2
US_ID_16039,Q486336,geoId/16039,US,United States of America,ID,Idaho,16039,Elmore County,US,USA,2
US_ID_16041,Q494494,geoId/16041,US,United States of America,ID,Idaho,16041,Franklin County,US,USA,2
US_ID_16043,Q494508,geoId/16043,US,United States of America,ID,Idaho,16043,Fremont County,US,USA,2
US_ID_16045,Q494514,geoId/16045,US,United States of America,ID,Idaho,16045,Gem County,US,USA,2
US_ID_16047,Q494575,geoId/16047,US,United States of America,ID,Idaho,16047,Gooding County,US,USA,2
US_ID_16049,Q494480,geoId/16049,US,United States of America,ID,Idaho,16049,Idaho County,US,USA,2
US_ID_16051,Q494526,geoId/16051,US,United States of America,ID,Idaho,16051,Jefferson County,US,USA,2
US_ID_16053,Q494536,geoId/16053,US,United States of America,ID,Idaho,16053,Jerome County,US,USA,2
US_ID_16055,Q494460,geoId/16055,US,United States of America,ID,Idaho,16055,Kootenai County,US,USA,2
US_ID_16057,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2
US_ID_16059,Q487415,geoId/16059,US,United States of America,ID,Idaho,16059,Lemhi County,US,USA,2
US_ID_16061,Q491073,geoId/16061,US,United States of America,ID,Idaho,16061,Lewis County,US,USA,2
US_ID_16063,Q486994,geoId/16063,US,United States of America,ID,Idaho,16063,Lincoln County,US,USA,2
US_ID_16065,Q491456,geoId/16065,US,United States of America,ID,Idaho,16065,Madison County,US,USA,2
US_ID_16067,Q491052,geoId/16067,US,United States of America,ID,Idaho,16067,Minidoka County,US,USA,2
US_ID_16069,Q494569,geoId/16069,US,United States of America,ID,Idaho,16069,Nez Perce County,US,USA,2
US_ID_16071,Q491331,geoId/16071,US,United States of America,ID,Idaho,16071,Oneida County,US,USA,2
US_ID_16073,Q491316,geoId/16073,US,United States of America,ID,Idaho,16073,Owyhee County,US,USA,2
US_ID_16075,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2
US_ID_16077,Q491311,geoId/16077,US,United States of America,ID,Idaho,16077,Power County,US,USA,2
US_ID_16079,Q494518,geoId/16079,US,United States of America,ID,Idaho,16079,Shoshone County,US,USA,2
US_ID_16081,Q491068,geoId/16081,US,United States of America,ID,Idaho,16081,Teton County,US,USA,2
US_ID_16083,Q491339,geoId/16083,US,United States of America,ID,Idaho,16083,Twin Falls County,US,USA,2
US_ID_16085,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2
US_ID_16087,Q486040,geoId/16087,US,United States of America,ID,Idaho,16087,Washington County,US,USA,2
US_IL,Q1204,geoId/17,US,United States of America,IL,Illinois,,,US,USA,1
US_IL_17001,Q108798,geoId/17001,US,United States of America,IL,Illinois,17001,Adams County,US,USA,2
US_IL_17003,Q108851,geoId/17003,US,United States of America,IL,Illinois,17003,Alexander County,US,USA,2
US_IL_17005,Q109526,geoId/17005,US,United States of America,IL,Illinois,17005,Bond County,US,USA,2
US_IL_17007,Q109756,geoId/17007,US,United States of America,IL,Illinois,17007,Boone County,US,USA,2
US_IL_17009,Q109761,geoId/17009,US,United States of America,IL,Illinois,17009,Brown County,US,USA,2
US_IL_17011,Q109518,geoId/17011,US,United States of America,IL,Illinois,17011,Bureau County,US,USA,2
US_IL_17013,Q111633,geoId/17013,US,United States of America,IL,Illinois,17013,Calhoun County,US,USA,2
US_IL_17015,Q488553,geoId/17015,US,United States of America,IL,Illinois,17015,Carroll County,US,USA,2
US_IL_17017,Q110516,geoId/17017,US,United States of America,IL,Illinois,17017,Cass County,US,USA,2
US_IL_17019,Q110187,geoId/17019,US,United States of America,IL,Illinois,17019,Champaign County,US,USA,2
US_IL_17021,Q111686,geoId/17021,US,United States of America,IL,Illinois,17021,Christian County,US,USA,2
US_IL_17023,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2
US_IL_17025,Q110417,geoId/17025,US,United States of America,IL,Illinois,17025,Clay County,US,USA,2
US_IL_17027,Q110555,geoId/17027,US,United States of America,IL,Illinois,17027,Clinton County,US,USA,2
US_IL_17029,Q112137,geoId/17029,US,United States of America,IL,Illinois,17029,Coles County,US,USA,2
US_IL_17031,Q108418,geoId/17031,US,United States of America,IL,Illinois,17031,Cook County,US,USA,2
US_IL_17033,Q110510,geoId/17033,US,United States of America,IL,Illinois,17033,Crawford County,US,USA,2
US_IL_17035,Q110539,geoId/17035,US,United States of America,IL,Illinois,17035,Cumberland County,US,USA,2
US_IL_17037,Q111613,geoId/17037,US,United States of America,IL,Illinois,17037,DeKalb County,US,USA,2
US_IL_17039,Q111672,geoId/17039,US,United States of America,IL,Illinois,17039,De Witt County,US,USA,2
US_IL_17041,Q110325,geoId/17041,US,United States of America,IL,Illinois,17041,Douglas County,US,USA,2
US_IL_17043,Q109626,geoId/17043,US,United States of America,IL,Illinois,17043,DuPage County,US,USA,2
US_IL_17045,Q484124,geoId/17045,US,United States of America,IL,Illinois,17045,Edgar County,US,USA,2
US_IL_17047,Q112488,geoId/17047,US,United States of America,IL,Illinois,17047,Edwards County,US,USA,2
US_IL_17049,Q110561,geoId/17049,US,United States of America,IL,Illinois,17049,Effingham County,US,USA,2
US_IL_17051,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2
US_IL_17053,Q486874,geoId/17053,US,United States of America,IL,Illinois,17053,Ford County,US,USA,2
US_IL_17055,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2
US_IL_17057,Q490999,geoId/17057,US,United States of America,IL,Illinois,17057,Fulton County,US,USA,2
US_IL_17059,Q115332,geoId/17059,US,United States of America,IL,Illinois,17059,Gallatin County,US,USA,2
US_IL_17061,Q377023,geoId/17061,US,United States of America,IL,Illinois,17061,Greene County,US,USA,2
US_IL_17063,Q261380,geoId/17063,US,United States of America,IL,Illinois,17063,Grundy County,US,USA,2
US_IL_17065,Q115337,geoId/17065,US,United States of America,IL,Illinois,17065,Hamilton County,US,USA,2
US_IL_17067,Q265079,geoId/17067,US,United States of America,IL,Illinois,17067,Hancock County,US,USA,2
US_IL_17069,Q486495,geoId/17069,US,United States of America,IL,Illinois,17069,Hardin County,US,USA,2
US_IL_17071,Q486444,geoId/17071,US,United States of America,IL,Illinois,17071,Henderson County,US,USA,2
US_IL_17073,Q486328,geoId/17073,US,United States of America,IL,Illinois,17073,Henry County,US,USA,2
US_IL_17075,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2
US_IL_17077,Q486471,geoId/17077,US,United States of America,IL,Illinois,17077,Jackson County,US,USA,2
US_IL_17079,Q486431,geoId/17079,US,United States of America,IL,Illinois,17079,Jasper County,US,USA,2
US_IL_17081,Q486440,geoId/17081,US,United States of America,IL,Illinois,17081,Jefferson County,US,USA,2
US_IL_17083,Q490986,geoId/17083,US,United States of America,IL,Illinois,17083,Jersey County,US,USA,2
US_IL_17085,Q486530,geoId/17085,US,United States of America,IL,Illinois,17085,Jo Daviess County,US,USA,2
US_IL_17087,Q389783,geoId/17087,US,United States of America,IL,Illinois,17087,Johnson County,US,USA,2
US_IL_17089,Q486112,geoId/17089,US,United States of America,IL,Illinois,17089,Kane County,US,USA,2
US_IL_17091,Q494485,geoId/17091,US,United States of America,IL,Illinois,17091,Kankakee County,US,USA,2
US_IL_17093,Q112512,geoId/17093,US,United States of America,IL,Illinois,17093,Kendall County,US,USA,2
US_IL_17095,Q494552,geoId/17095,US,United States of America,IL,Illinois,17095,Knox County,US,USA,2
US_IL_17097,Q484263,geoId/17097,US,United States of America,IL,Illinois,17097,Lake County,US,USA,2
US_IL_17099,Q487003,geoId/17099,US,United States of America,IL,Illinois,17099,LaSalle County,US,USA,2
US_IL_17101,Q491470,geoId/17101,US,United States of America,IL,Illinois,17101,Lawrence County,US,USA,2
US_IL_17103,Q491035,geoId/17103,US,United States of America,IL,Illinois,17103,Lee County,US,USA,2
US_IL_17105,Q429814,geoId/17105,US,United States of America,IL,Illinois,17105,Livingston County,US,USA,2
US_IL_17107,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2
US_IL_17109,Q500758,geoId/17109,US,United States of America,IL,Illinois,17109,McDonough County,US,USA,2
US_IL_17111,Q487403,geoId/17111,US,United States of America,IL,Illinois,17111,McHenry County,US,USA,2
US_IL_17113,Q111400,geoId/17113,US,United States of America,IL,Illinois,17113,McLean County,US,USA,2
US_IL_17115,Q115324,geoId/17115,US,United States of America,IL,Illinois,17115,Macon County,US,USA,2
US_IL_17117,Q491447,geoId/17117,US,United States of America,IL,Illinois,17117,Macoupin County,US,USA,2
US_IL_17119,Q486448,geoId/17119,US,United States of America,IL,Illinois,17119,Madison County,US,USA,2
US_IL_17121,Q378438,geoId/17121,US,United States of America,IL,Illinois,17121,Marion County,US,USA,2
US_IL_17123,Q491463,geoId/17123,US,United States of America,IL,Illinois,17123,Marshall County,US,USA,2
US_IL_17125,Q491343,geoId/17125,US,United States of America,IL,Illinois,17125,Mason County,US,USA,2
US_IL_17127,Q486476,geoId/17127,US,United States of America,IL,Illinois,17127,Massac County,US,USA,2
US_IL_17129,Q486503,geoId/17129,US,United States of America,IL,Illinois,17129,Menard County,US,USA,2
US_IL_17131,Q491427,geoId/17131,US,United States of America,IL,Illinois,17131,Mercer County,US,USA,2
US_IL_17133,Q488522,geoId/17133,US,United States of America,IL,Illinois,17133,Monroe County,US,USA,2
US_IL_17135,Q488492,geoId/17135,US,United States of America,IL,Illinois,17135,Montgomery County,US,USA,2
US_IL_17137,Q490989,geoId/17137,US,United States of America,IL,Illinois,17137,Morgan County,US,USA,2
US_IL_17139,Q491321,geoId/17139,US,United States of America,IL,Illinois,17139,Moultrie County,US,USA,2
US_IL_17141,Q488560,geoId/17141,US,United States of America,IL,Illinois,17141,Ogle County,US,USA,2
US_IL_17143,Q113079,geoId/17143,US,United States of America,IL,Illinois,17143,Peoria County,US,USA,2
US_IL_17145,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2
US_IL_17147,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2
US_IL_17149,Q491017,geoId/17149,US,United States of America,IL,Illinois,17149,Pike County,US,USA,2
US_IL_17151,Q112869,geoId/17151,US,United States of America,IL,Illinois,17151,Pope County,US,USA,2
US_IL_17153,Q488475,geoId/17153,US,United States of America,IL,Illinois,17153,Pulaski County,US,USA,2
US_IL_17155,Q494579,geoId/17155,US,United States of America,IL,Illinois,17155,Putnam County,US,USA,2
US_IL_17157,Q486499,geoId/17157,US,United States of America,IL,Illinois,17157,Randolph County,US,USA,2
US_IL_17159,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2
US_IL_17161,Q491004,geoId/17161,US,United States of America,IL,Illinois,17161,Rock Island County,US,USA,2
US_IL_17163,Q486507,geoId/17163,US,United States of America,IL,Illinois,17163,St. Clair County,US,USA,2
US_IL_17165,Q484224,geoId/17165,US,United States of America,IL,Illinois,17165,Saline County,US,USA,2
US_IL_17167,Q490994,geoId/17167,US,United States of America,IL,Illinois,17167,Sangamon County,US,USA,2
US_IL_17169,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2
US_IL_17171,Q513010,geoId/17171,US,United States of America,IL,Illinois,17171,Scott County,US,USA,2
US_IL_17173,Q373953,geoId/17173,US,United States of America,IL,Illinois,17173,Shelby County,US,USA,2
US_IL_17175,Q500645,geoId/17175,US,United States of America,IL,Illinois,17175,Stark County,US,USA,2
US_IL_17177,Q491032,geoId/17177,US,United States of America,IL,Illinois,17177,Stephenson County,US,USA,2
US_IL_17179,Q494560,geoId/17179,US,United States of America,IL,Illinois,17179,Tazewell County,US,USA,2
US_IL_17181,Q486458,geoId/17181,US,United States of America,IL,Illinois,17181,Union County,US,USA,2
US_IL_17183,Q484273,geoId/17183,US,United States of America,IL,Illinois,17183,Vermilion County,US,USA,2
US_IL_17185,Q486535,geoId/17185,US,United States of America,IL,Illinois,17185,Wabash County,US,USA,2
US_IL_17187,Q491021,geoId/17187,US,United States of America,IL,Illinois,17187,Warren County,US,USA,2
US_IL_17189,Q486486,geoId/17189,US,United States of America,IL,Illinois,17189,Washington County,US,USA,2
US_IL_17191,Q113793,geoId/17191,US,United States of America,IL,Illinois,17191,Wayne County,US,USA,2
US_IL_17193,Q488505,geoId/17193,US,United States of America,IL,Illinois,17193,White County,US,USA,2
US_IL_17195,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2
US_IL_17197,Q483942,geoId/17197,US,United States of America,IL,Illinois,17197,Will County,US,USA,2
US_IL_17199,Q486453,geoId/17199,US,United States of America,IL,Illinois,17199,Williamson County,US,USA,2
US_IL_17201,Q110606,geoId/17201,US,United States of America,IL,Illinois,17201,Winnebago County,US,USA,2
US_IL_17203,Q156437,geoId/17203,US,United States of America,IL,Illinois,17203,Woodford County,US,USA,2
US_IN,Q1415,geoId/18,US,United States of America,IN,Indiana,,,US,USA,1
US_IN_18001,Q351808,geoId/18001,US,United States of America,IN,Indiana,18001,Adams County,US,USA,2
US_IN_18003,Q493443,geoId/18003,US,United States of America,IN,Indiana,18003,Allen County,US,USA,2
US_IN_18005,Q504385,geoId/18005,US,United States of America,IN,Indiana,18005,Bartholomew County,US,USA,2
US_IN_18007,Q504445,geoId/18007,US,United States of America,IN,Indiana,18007,Benton County,US,USA,2
US_IN_18009,Q505272,geoId/18009,US,United States of America,IN,Indiana,18009,Blackford County,US,USA,2
US_IN_18011,Q499547,geoId/18011,US,United States of America,IN,Indiana,18011,Boone County,US,USA,2
US_IN_18013,Q499551,geoId/18013,US,United States of America,IN,Indiana,18013,Brown County,US,USA,2
US_IN_18015,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2
US_IN_18017,Q505276,geoId/18017,US,United States of America,IN,Indiana,18017,Cass County,US,USA,2
US_IN_18019,Q504441,geoId/18019,US,United States of America,IN,Indiana,18019,Clark County,US,USA,2
US_IN_18021,Q499542,geoId/18021,US,United States of America,IN,Indiana,18021,Clay County,US,USA,2
US_IN_18023,Q509861,geoId/18023,US,United States of America,IN,Indiana,18023,Clinton County,US,USA,2
US_IN_18025,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2
US_IN_18027,Q220005,geoId/18027,US,United States of America,IN,Indiana,18027,Daviess County,US,USA,2
US_IN_18029,Q509757,geoId/18029,US,United States of America,IN,Indiana,18029,Dearborn County,US,USA,2
US_IN_18031,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2
US_IN_18033,Q498613,geoId/18033,US,United States of America,IN,Indiana,18033,DeKalb County,US,USA,2
US_IN_18035,Q509798,geoId/18035,US,United States of America,IN,Indiana,18035,Delaware County,US,USA,2
US_IN_18037,Q509848,geoId/18037,US,United States of America,IN,Indiana,18037,Dubois County,US,USA,2
US_IN_18039,Q24645,geoId/18039,US,United States of America,IN,Indiana,18039,Elkhart County,US,USA,2
US_IN_18041,Q506506,geoId/18041,US,United States of America,IN,Indiana,18041,Fayette County,US,USA,2
US_IN_18043,Q164603,geoId/18043,US,United States of America,IN,Indiana,18043,Floyd County,US,USA,2
US_IN_18045,Q505354,geoId/18045,US,United States of America,IN,Indiana,18045,Fountain County,US,USA,2
US_IN_18047,Q506779,geoId/18047,US,United States of America,IN,Indiana,18047,Franklin County,US,USA,2
US_IN_18049,Q506157,geoId/18049,US,United States of America,IN,Indiana,18049,Fulton County,US,USA,2
US_IN_18051,Q506168,geoId/18051,US,United States of America,IN,Indiana,18051,Gibson County,US,USA,2
US_IN_18053,Q506722,geoId/18053,US,United States of America,IN,Indiana,18053,Grant County,US,USA,2
US_IN_18055,Q506181,geoId/18055,US,United States of America,IN,Indiana,18055,Greene County,US,USA,2
US_IN_18057,Q506151,geoId/18057,US,United States of America,IN,Indiana,18057,Hamilton County,US,USA,2
US_IN_18059,Q506172,geoId/18059,US,United States of America,IN,Indiana,18059,Hancock County,US,USA,2
US_IN_18061,Q506498,geoId/18061,US,United States of America,IN,Indiana,18061,Harrison County,US,USA,2
US_IN_18063,Q506489,geoId/18063,US,United States of America,IN,Indiana,18063,Hendricks County,US,USA,2
US_IN_18065,Q506145,geoId/18065,US,United States of America,IN,Indiana,18065,Henry County,US,USA,2
US_IN_18067,Q507353,geoId/18067,US,United States of America,IN,Indiana,18067,Howard County,US,USA,2
US_IN_18069,Q507472,geoId/18069,US,United States of America,IN,Indiana,18069,Huntington County,US,USA,2
US_IN_18071,Q506772,geoId/18071,US,United States of America,IN,Indiana,18071,Jackson County,US,USA,2
US_IN_18073,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2
US_IN_18075,Q506574,geoId/18075,US,United States of America,IN,Indiana,18075,Jay County,US,USA,2
US_IN_18077,Q1139839,geoId/18077,US,United States of America,IN,Indiana,18077,Jefferson County,US,USA,2
US_IN_18079,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2
US_IN_18081,Q506563,geoId/18081,US,United States of America,IN,Indiana,18081,Johnson County,US,USA,2
US_IN_18083,Q512746,geoId/18083,US,United States of America,IN,Indiana,18083,Knox County,US,USA,2
US_IN_18085,Q506376,geoId/18085,US,United States of America,IN,Indiana,18085,Kosciusko County,US,USA,2
US_IN_18087,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2
US_IN_18089,Q512951,geoId/18089,US,United States of America,IN,Indiana,18089,Lake County,US,USA,2
US_IN_18091,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2
US_IN_18093,Q512732,geoId/18093,US,United States of America,IN,Indiana,18093,Lawrence County,US,USA,2
US_IN_18095,Q506557,geoId/18095,US,United States of America,IN,Indiana,18095,Madison County,US,USA,2
US_IN_18097,Q506230,geoId/18097,US,United States of America,IN,Indiana,18097,Marion County,US,USA,2
US_IN_18099,Q540907,geoId/18099,US,United States of America,IN,Indiana,18099,Marshall County,US,USA,2
US_IN_18101,Q506479,geoId/18101,US,United States of America,IN,Indiana,18101,Martin County,US,USA,2
US_IN_18103,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2
US_IN_18105,Q512699,geoId/18105,US,United States of America,IN,Indiana,18105,Monroe County,US,USA,2
US_IN_18107,Q512686,geoId/18107,US,United States of America,IN,Indiana,18107,Montgomery County,US,USA,2
US_IN_18109,Q512259,geoId/18109,US,United States of America,IN,Indiana,18109,Morgan County,US,USA,2
US_IN_18111,Q367632,geoId/18111,US,United States of America,IN,Indiana,18111,Newton County,US,USA,2
US_IN_18113,Q506525,geoId/18113,US,United States of America,IN,Indiana,18113,Noble County,US,USA,2
