Date,Country,Region,Confirmed,Deaths,Recovered
2020-02-17,China,Shaanxi,240,0,79
2020-02-17,China,Shandong,541,2,191
2020-02-17,China,Shanghai,333,1,161
2020-02-17,China,Shanxi,130,0,53
2020-02-17,China,Sichuan,495,3,156
2020-02-17,China,Tianjin,125,3,46
2020-02-17,China,Tibet,1,0,1
2020-02-17,China,Xinjiang,75,1,12
2020-02-17,China,Yunnan,171,0,47
2020-02-17,China,Zhejiang,1171,0,507
2020-02-17,Colombia,,0,0,0
2020-02-17,Costa Rica,,0,0,0
2020-02-17,Cuba,,0,0,0
2020-02-17,Cyprus,,0,0,0
2020-02-17,Czechia,,0,0,0
2020-02-17,Germany,,16,0,1
2020-02-17,Denmark,Denmark,0,0,0
2020-02-17,Denmark,Faroe Islands,0,0,0
2020-02-17,Dominican Republic,,0,0,0
2020-02-17,Algeria,,0,0,0
2020-02-17,Ecuador,,0,0,0
2020-02-17,Estonia,,0,0,0
2020-02-17,Egypt,,1,0,0
2020-02-17,Spain,,2,0,2
2020-02-17,Ethiopia,,0,0,0
2020-02-17,Finland,,1,0,1
2020-02-17,France,France,12,1,4
2020-02-17,France,French Polynesia,0,0,0
2020-02-17,France,Saint Barthelemy,0,0,0
2020-02-17,France,St Martin,0,0,0
2020-02-17,Georgia,,0,0,0
2020-02-17,French Guiana,,0,0,0
2020-02-17,Guinea,,0,0,0
2020-02-17,Guadeloupe,,0,0,0
2020-02-17,Greece,,0,0,0
2020-02-17,Guyana,,0,0,0
2020-02-17,Honduras,,0,0,0
2020-02-17,Croatia,,0,0,0
2020-02-17,Hungary,,0,0,0
2020-02-17,Indonesia,,0,0,0
2020-02-17,Ireland,,0,0,0
2020-02-17,Israel,,0,0,0
2020-02-17,India,,3,0,3
2020-02-17,Iraq,,0,0,0
2020-02-17,Iran,,0,0,0
2020-02-17,Iceland,,0,0,0
2020-02-17,Italy,,3,0,0
2020-02-17,Jamaica,,0,0,0
2020-02-17,Jordan,,0,0,0
2020-02-17,Japan,,66,1,12
2020-02-17,Kenya,,0,0,0
2020-02-17,Cambodia,,1,0,1
2020-02-17,Korea,,30,0,10
2020-02-17,Kuwait,,0,0,0
2020-02-17,Cayman Islands,,0,0,0
2020-02-17,Kazakhstan,,0,0,0
2020-02-17,Lebanon,,0,0,0
2020-02-17,Liechtenstein,,0,0,0
2020-02-17,Sri Lanka,,1,0,1
2020-02-17,Lithuania,,0,0,0
2020-02-17,Luxembourg,,0,0,0
2020-02-17,Latvia,,0,0,0
2020-02-17,Morocco,,0,0,0
2020-02-17,Monaco,,0,0,0
2020-02-17,Moldova,,0,0,0
2020-02-17,North Macedonia,,0,0,0
2020-02-17,Mongolia,,0,0,0
2020-02-17,Martinique,,0,0,0
2020-02-17,Malta,,0,0,0
2020-02-17,Maldives,,0,0,0
2020-02-17,Mexico,,0,0,0
2020-02-17,Malaysia,,22,0,7
2020-02-17,Nigeria,,0,0,0
2020-02-17,Netherlands,,0,0,0
2020-02-17,Norway,,0,0,0
2020-02-17,Nepal,,1,0,1
2020-02-17,New Zealand,,0,0,0
2020-02-17,Oman,,0,0,0
2020-02-17,Panama,,0,0,0
2020-02-17,Peru,,0,0,0
2020-02-17,Philippines,,3,1,1
2020-02-17,Pakistan,,0,0,0
2020-02-17,Poland,,0,0,0
2020-02-17,Portugal,,0,0,0
2020-02-17,Paraguay,,0,0,0
2020-02-17,Qatar,,0,0,0
2020-02-17,Réunion,,0,0,0
2020-02-17,Romania,,0,0,0
2020-02-17,Serbia,,0,0,0
2020-02-17,Russian Federation,,2,0,2
2020-02-17,Saudi Arabia,,0,0,0
2020-02-17,Sudan,,0,0,0
2020-02-17,Sweden,,1,0,0
2020-02-17,Singapore,,77,0,24
2020-02-17,Slovenia,,0,0,0
2020-02-17,Slovakia,,0,0,0
2020-02-17,San Marino,,0,0,0
2020-02-17,Senegal,,0,0,0
2020-02-17,Togo,,0,0,0
2020-02-17,Thailand,,35,0,15
2020-02-17,Tunisia,,0,0,0
2020-02-17,Turkey,,0,0,0
2020-02-17,Taiwan,,22,1,2
2020-02-17,Ukraine,,0,0,0
2020-02-17,UK,Channel Islands,0,0,0
2020-02-17,UK,Gibraltar,0,0,0
2020-02-17,UK,United Kingdom,9,0,8
2020-02-17,United States of America,Alaska,0,0,0
2020-02-17,United States of America,Alabama,0,0,0
2020-02-17,United States of America,Arkansas,0,0,0
2020-02-17,United States of America,Arizona,1,0,0
2020-02-17,United States of America,California,8,0,0
2020-02-17,United States of America,Colorado,0,0,0
2020-02-17,United States of America,Connecticut,0,0,0
2020-02-17,United States of America,District of Columbia,0,0,0
2020-02-17,United States of America,Delaware,0,0,0
2020-02-17,United States of America,Diamond Princess,0,0,0
2020-02-17,United States of America,Florida,0,0,0
2020-02-17,United States of America,Georgia,0,0,0
2020-02-17,United States of America,Grand Princess,0,0,0
2020-02-17,United States of America,Hawaii,0,0,0
2020-02-17,United States of America,Iowa,0,0,0
2020-02-17,United States of America,Idaho,0,0,0
2020-02-17,United States of America,Illinois,2,0,2
2020-02-17,United States of America,Indiana,0,0,0
2020-02-17,United States of America,Kansas,0,0,0
2020-02-17,United States of America,Kentucky,0,0,0
2020-02-17,United States of America,Louisiana,0,0,0
2020-02-17,United States of America,Massachusetts,1,0,0
2020-02-17,United States of America,Maryland,0,0,0
2020-02-17,United States of America,Maine,0,0,0
2020-02-17,United States of America,Michigan,0,0,0
2020-02-17,United States of America,Minnesota,0,0,0
2020-02-17,United States of America,Missouri,0,0,0
2020-02-17,United States of America,Mississippi,0,0,0
2020-02-17,United States of America,Montana,0,0,0
2020-02-17,United States of America,North Carolina,0,0,0
2020-02-17,United States of America,North Dakota,0,0,0
2020-02-17,United States of America,Nebraska,0,0,0
2020-02-17,United States of America,New Hampshire,0,0,0
2020-02-17,United States of America,New Jersey,0,0,0
2020-02-17,United States of America,New Mexico,0,0,0
2020-02-17,United States of America,Nevada,0,0,0
2020-02-17,United States of America,New York,0,0,0
2020-02-17,United States of America,Ohio,0,0,0
2020-02-17,United States of America,Oklahoma,0,0,0
2020-02-17,United States of America,Oregon,0,0,0
2020-02-17,United States of America,OR ,0,0,0
2020-02-17,United States of America,Pennsylvania,0,0,0
2020-02-17,United States of America,Rhode Island,0,0,0
2020-02-17,United States of America,South Carolina,0,0,0
2020-02-17,United States of America,South Dakota,0,0,0
2020-02-17,United States of America,Tennessee,0,0,0
2020-02-17,United States of America,Texas,0,0,0
2020-02-17,United States of America,Utah,0,0,0
2020-02-17,United States of America,Virginia,0,0,0
2020-02-17,United States of America,Vermont,0,0,0
2020-02-17,United States of America,Washington,1,0,1
2020-02-17,United States of America,Wisconsin,0,0,0
2020-02-17,United States of America,West Virginia,0,0,0
2020-02-17,United States of America,Wyoming,0,0,0
2020-02-17,Holy See,,0,0,0
2020-02-17,Vietnam,,16,0,7
2020-02-17,South Africa,,0,0,0
2020-02-18,??,Diamond Princess,542,0,0
2020-02-18,Andorra,,0,0,0
2020-02-18,United Arab Emirates,,9,0,4
2020-02-18,Afghanistan,,0,0,0
2020-02-18,Antigua and Barbuda,,0,0,0
2020-02-18,Albania,,0,0,0
2020-02-18,Armenia,,0,0,0
2020-02-18,Argentina,,0,0,0
2020-02-18,Austria,,0,0,0
2020-02-18,Australia,Australian Capital Territory,0,0,0
2020-02-18,Australia,From Diamond Princess,0,0,0
2020-02-18,Australia,New South Wales,4,0,4
2020-02-18,Australia,Northern Territory,0,0,0
2020-02-18,Australia,Queensland,5,0,0
2020-02-18,Australia,South Australia,2,0,2
2020-02-18,Australia,Tasmania,0,0,0
2020-02-18,Australia,Victoria,4,0,4
2020-02-18,Australia,Western Australia,0,0,0
2020-02-18,Aruba,,0,0,0
2020-02-18,Azerbaijan,,0,0,0
2020-02-18,Bosnia and Herzegovina,,0,0,0
2020-02-18,Bangladesh,,0,0,0
2020-02-18,Belgium,,1,0,1
2020-02-18,Burkina Faso,,0,0,0
2020-02-18,Bulgaria,,0,0,0
2020-02-18,Bahrain,,0,0,0
2020-02-18,Brunei Darussalam,,0,0,0
2020-02-18,Bolivia,,0,0,0
2020-02-18,Brazil,,0,0,0
2020-02-18,Bhutan,,0,0,0
2020-02-18,Belarus,,0,0,0
2020-02-18,Canada,Alberta,0,0,0
2020-02-18,Canada,British Columbia,5,0,0
2020-02-18,Canada,Grand Princess,0,0,0
2020-02-18,Canada,Manitoba,0,0,0
2020-02-18,Canada,New Brunswick,0,0,0
2020-02-18,Canada,Ontario,3,0,1
2020-02-18,Canada,Quebec,0,0,0
2020-02-18,Canada,Saskatchewan,0,0,0
2020-02-18,Congo,,0,0,0
2020-02-18,Switzerland,,0,0,0
2020-02-18,Côte d'Ivoire,,0,0,0
2020-02-18,Chile,,0,0,0
2020-02-18,Cameroon,,0,0,0
2020-02-18,China,Anhui,982,6,361
2020-02-18,China,Beijing,387,4,122
2020-02-18,China,Chongqing,555,5,254
2020-02-18,China,Fujian,292,0,93
2020-02-18,China,Gansu,91,2,62
2020-02-18,China,Guangdong,1328,4,565
2020-02-18,China,Guangxi,242,2,69
2020-02-18,China,Guizhou,146,2,66
2020-02-18,China,Hainan,163,4,79
2020-02-18,China,Hebei,306,4,136
2020-02-18,China,Heilongjiang,464,11,111
2020-02-18,China,Henan,1257,19,522
2020-02-18,China,Hong Kong,62,1,2
2020-02-18,China,Hubei,61682,1921,9128
2020-02-18,China,Hunan,1007,4,527
2020-02-18,China,Inner Mongolia,73,0,8
2020-02-18,China,Jiangsu,629,0,280
2020-02-18,China,Jiangxi,933,1,310
2020-02-18,China,Jilin,89,1,36
2020-02-18,China,Liaoning,121,1,53
2020-02-18,China,Macau,10,0,5
2020-02-18,China,Ningxia,70,0,42
2020-02-18,China,Qinghai,18,0,15
2020-02-18,China,Shaanxi,240,0,89
2020-02-18,China,Shandong,543,3,211
2020-02-18,China,Shanghai,333,1,177
2020-02-18,China,Shanxi,131,0,61
2020-02-18,China,Sichuan,508,3,169
2020-02-18,China,Tianjin,128,3,48
2020-02-18,China,Tibet,1,0,1
2020-02-18,China,Xinjiang,76,1,12
2020-02-18,China,Yunnan,172,0,57
2020-02-18,China,Zhejiang,1172,0,535
2020-02-18,Colombia,,0,0,0
2020-02-18,Costa Rica,,0,0,0
2020-02-18,Cuba,,0,0,0
2020-02-18,Cyprus,,0,0,0
2020-02-18,Czechia,,0,0,0
2020-02-18,Germany,,16,0,12
2020-02-18,Denmark,Denmark,0,0,0
2020-02-18,Denmark,Faroe Islands,0,0,0
2020-02-18,Dominican Republic,,0,0,0
2020-02-18,Algeria,,0,0,0
2020-02-18,Ecuador,,0,0,0
2020-02-18,Estonia,,0,0,0
2020-02-18,Egypt,,1,0,0
2020-02-18,Spain,,2,0,2
2020-02-18,Ethiopia,,0,0,0
2020-02-18,Finland,,1,0,1
2020-02-18,France,France,12,1,4
2020-02-18,France,French Polynesia,0,0,0
2020-02-18,France,Saint Barthelemy,0,0,0
2020-02-18,France,St Martin,0,0,0
2020-02-18,Georgia,,0,0,0
2020-02-18,French Guiana,,0,0,0
2020-02-18,Guinea,,0,0,0
2020-02-18,Guadeloupe,,0,0,0
2020-02-18,Greece,,0,0,0
2020-02-18,Guyana,,0,0,0
2020-02-18,Honduras,,0,0,0
2020-02-18,Croatia,,0,0,0
2020-02-18,Hungary,,0,0,0
2020-02-18,Indonesia,,0,0,0
2020-02-18,Ireland,,0,0,0
2020-02-18,Israel,,0,0,0
2020-02-18,India,,3,0,3
2020-02-18,Iraq,,0,0,0
2020-02-18,Iran,,0,0,0
2020-02-18,Iceland,,0,0,0
2020-02-18,Italy,,3,0,0
2020-02-18,Jamaica,,0,0,0
2020-02-18,Jordan,,0,0,0
2020-02-18,Japan,,74,1,13
2020-02-18,Kenya,,0,0,0
2020-02-18,Cambodia,,1,0,1
2020-02-18,Korea,,31,0,12
2020-02-18,Kuwait,,0,0,0
2020-02-18,Cayman Islands,,0,0,0
2020-02-18,Kazakhstan,,0,0,0
2020-02-18,Lebanon,,0,0,0
2020-02-18,Liechtenstein,,0,0,0
2020-02-18,Sri Lanka,,1,0,1
2020-02-18,Lithuania,,0,0,0
2020-02-18,Luxembourg,,0,0,0
2020-02-18,Latvia,,0,0,0
2020-02-18,Morocco,,0,0,0
2020-02-18,Monaco,,0,0,0
2020-02-18,Moldova,,0,0,0
2020-02-18,North Macedonia,,0,0,0
2020-02-18,Mongolia,,0,0,0
2020-02-18,Martinique,,0,0,0
2020-02-18,Malta,,0,0,0
2020-02-18,Maldives,,0,0,0
2020-02-18,Mexico,,0,0,0
2020-02-18,Malaysia,,22,0,13
2020-02-18,Nigeria,,0,0,0
2020-02-18,Netherlands,,0,0,0
2020-02-18,Norway,,0,0,0
2020-02-18,Nepal,,1,0,1
2020-02-18,New Zealand,,0,0,0
2020-02-18,Oman,,0,0,0
2020-02-18,Panama,,0,0,0
2020-02-18,Peru,,0,0,0
2020-02-18,Philippines,,3,1,1
2020-02-18,Pakistan,,0,0,0
2020-02-18,Poland,,0,0,0
2020-02-18,Portugal,,0,0,0
2020-02-18,Paraguay,,0,0,0
2020-02-18,Qatar,,0,0,0
2020-02-18,Réunion,,0,0,0
2020-02-18,Romania,,0,0,0
2020-02-18,Serbia,,0,0,0
2020-02-18,Russian Federation,,2,0,2
2020-02-18,Saudi Arabia,,0,0,0
2020-02-18,Sudan,,0,0,0
2020-02-18,Sweden,,1,0,0
2020-02-18,Singapore,,81,0,29
2020-02-18,Slovenia,,0,0,0
2020-02-18,Slovakia,,0,0,0
2020-02-18,San Marino,,0,0,0
2020-02-18,Senegal,,0,0,0
2020-02-18,Togo,,0,0,0
2020-02-18,Thailand,,35,0,15
2020-02-18,Tunisia,,0,0,0
2020-02-18,Turkey,,0,0,0
2020-02-18,Taiwan,,22,1,2
2020-02-18,Ukraine,,0,0,0
2020-02-18,UK,Channel Islands,0,0,0
2020-02-18,UK,Gibraltar,0,0,0
2020-02-18,UK,United Kingdom,9,0,8
2020-02-18,United States of America,Alaska,0,0,0
2020-02-18,United States of America,Alabama,0,0,0
2020-02-18,United States of America,Arkansas,0,0,0
2020-02-18,United States of America,Arizona,1,0,0
2020-02-18,United States of America,California,8,0,0
2020-02-18,United States of America,Colorado,0,0,0
2020-02-18,United States of America,Connecticut,0,0,0
2020-02-18,United States of America,District of Columbia,0,0,0
2020-02-18,United States of America,Delaware,0,0,0
2020-02-18,United States of America,Diamond Princess,0,0,0
2020-02-18,United States of America,Florida,0,0,0
2020-02-18,United States of America,Georgia,0,0,0
2020-02-18,United States of America,Grand Princess,0,0,0
2020-02-18,United States of America,Hawaii,0,0,0
2020-02-18,United States of America,Iowa,0,0,0
2020-02-18,United States of America,Idaho,0,0,0
2020-02-18,United States of America,Illinois,2,0,2
2020-02-18,United States of America,Indiana,0,0,0
2020-02-18,United States of America,Kansas,0,0,0
2020-02-18,United States of America,Kentucky,0,0,0
2020-02-18,United States of America,Louisiana,0,0,0
2020-02-18,United States of America,Massachusetts,1,0,0
2020-02-18,United States of America,Maryland,0,0,0
2020-02-18,United States of America,Maine,0,0,0
2020-02-18,United States of America,Michigan,0,0,0
2020-02-18,United States of America,Minnesota,0,0,0
2020-02-18,United States of America,Missouri,0,0,0
2020-02-18,United States of America,Mississippi,0,0,0
2020-02-18,United States of America,Montana,0,0,0
2020-02-18,United States of America,North Carolina,0,0,0
2020-02-18,United States of America,North Dakota,0,0,0
2020-02-18,United States of America,Nebraska,0,0,0
2020-02-18,United States of America,New Hampshire,0,0,0
2020-02-18,United States of America,New Jersey,0,0,0
2020-02-18,United States of America,New Mexico,0,0,0
2020-02-18,United States of America,Nevada,0,0,0
2020-02-18,United States of America,New York,0,0,0
2020-02-18,United States of America,Ohio,0,0,0
2020-02-18,United States of America,Oklahoma,0,0,0
2020-02-18,United States of America,Oregon,0,0,0
2020-02-18,United States of America,OR ,0,0,0
2020-02-18,United States of America,Pennsylvania,0,0,0
2020-02-18,United States of America,Rhode Island,0,0,0
2020-02-18,United States of America,South Carolina,0,0,0
2020-02-18,United States of America,South Dakota,0,0,0
2020-02-18,United States of America,Tennessee,0,0,0
2020-02-18,United States of America,Texas,0,0,0
2020-02-18,United States of America,Utah,0,0,0
2020-02-18,United States of America,Virginia,0,0,0
2020-02-18,United States of America,Vermont,0,0,0
2020-02-18,United States of America,Washington,1,0,1
2020-02-18,United States of America,Wisconsin,0,0,0
2020-02-18,United States of America,West Virginia,0,0,0
2020-02-18,United States of America,Wyoming,0,0,0
2020-02-18,Holy See,,0,0,0
2020-02-18,Vietnam,,16,0,7
2020-02-18,South Africa,,0,0,0
2020-02-19,??,Diamond Princess,621,0,1
2020-02-19,Andorra,,0,0,0
2020-02-19,United Arab Emirates,,9,0,4
2020-02-19,Afghanistan,,0,0,0
2020-02-19,Antigua and Barbuda,,0,0,0
2020-02-19,Albania,,0,0,0
2020-02-19,Armenia,,0,0,0
2020-02-19,Argentina,,0,0,0
2020-02-19,Austria,,0,0,0
2020-02-19,Australia,Australian Capital Territory,0,0,0
2020-02-19,Australia,From Diamond Princess,0,0,0
2020-02-19,Australia,New South Wales,4,0,4
2020-02-19,Australia,Northern Territory,0,0,0
2020-02-19,Australia,Queensland,5,0,0
2020-02-19,Australia,South Australia,2,0,2
2020-02-19,Australia,Tasmania,0,0,0
2020-02-19,Australia,Victoria,4,0,4
2020-02-19,Australia,Western Australia,0,0,0
2020-02-19,Aruba,,0,0,0
2020-02-19,Azerbaijan,,0,0,0
2020-02-19,Bosnia and Herzegovina,,0,0,0
2020-02-19,Bangladesh,,0,0,0
2020-02-19,Belgium,,1,0,1
2020-02-19,Burkina Faso,,0,0,0
2020-02-19,Bulgaria,,0,0,0
2020-02-19,Bahrain,,0,0,0
2020-02-19,Brunei Darussalam,,0,0,0
2020-02-19,Bolivia,,0,0,0
2020-02-19,Brazil,,0,0,0
2020-02-19,Bhutan,,0,0,0
2020-02-19,Belarus,,0,0,0
2020-02-19,Canada,Alberta,0,0,0
2020-02-19,Canada,British Columbia,5,0,0
2020-02-19,Canada,Grand Princess,0,0,0
2020-02-19,Canada,Manitoba,0,0,0
2020-02-19,Canada,New Brunswick,0,0,0
2020-02-19,Canada,Ontario,3,0,1
2020-02-19,Canada,Quebec,0,0,0
2020-02-19,Canada,Saskatchewan,0,0,0
2020-02-19,Congo,,0,0,0
2020-02-19,Switzerland,,0,0,0
2020-02-19,Côte d'Ivoire,,0,0,0
2020-02-19,Chile,,0,0,0
2020-02-19,Cameroon,,0,0,0
2020-02-19,China,Anhui,986,6,413
2020-02-19,China,Beijing,393,4,145
2020-02-19,China,Chongqing,560,5,274
2020-02-19,China,Fujian,293,0,112
2020-02-19,China,Gansu,91,2,65
2020-02-19,China,Guangdong,1331,5,606
2020-02-19,China,Guangxi,244,2,86
2020-02-19,China,Guizhou,146,2,70
2020-02-19,China,Hainan,168,4,84
2020-02-19,China,Hebei,306,4,152
2020-02-19,China,Heilongjiang,470,12,120
2020-02-19,China,Henan,1262,19,573
2020-02-19,China,Hong Kong,63,2,5
2020-02-19,China,Hubei,62031,2029,10337
2020-02-19,China,Hunan,1008,4,561
2020-02-19,China,Inner Mongolia,75,0,10
2020-02-19,China,Jiangsu,631,0,318
2020-02-19,China,Jiangxi,934,1,362
2020-02-19,China,Jilin,90,1,37
2020-02-19,China,Liaoning,121,1,55
2020-02-19,China,Macau,10,0,5
2020-02-19,China,Ningxia,71,0,42
2020-02-19,China,Qinghai,18,0,16
2020-02-19,China,Shaanxi,242,0,102
2020-02-19,China,Shandong,544,3,231
2020-02-19,China,Shanghai,333,2,186
2020-02-19,China,Shanxi,131,0,68
2020-02-19,China,Sichuan,514,3,188
2020-02-19,China,Tianjin,130,3,54
2020-02-19,China,Tibet,1,0,1
2020-02-19,China,Xinjiang,76,1,20
2020-02-19,China,Yunnan,172,1,60
2020-02-19,China,Zhejiang,1174,0,604
2020-02-19,Colombia,,0,0,0
2020-02-19,Costa Rica,,0,0,0
2020-02-19,Cuba,,0,0,0
2020-02-19,Cyprus,,0,0,0
2020-02-19,Czechia,,0,0,0
2020-02-19,Germany,,16,0,12
2020-02-19,Denmark,Denmark,0,0,0
2020-02-19,Denmark,Faroe Islands,0,0,0
2020-02-19,Dominican Republic,,0,0,0
2020-02-19,Algeria,,0,0,0
2020-02-19,Ecuador,,0,0,0
2020-02-19,Estonia,,0,0,0
2020-02-19,Egypt,,1,0,0
2020-02-19,Spain,,2,0,2
2020-02-19,Ethiopia,,0,0,0
2020-02-19,Finland,,1,0,1
2020-02-19,France,France,12,1,4
2020-02-19,France,French Polynesia,0,0,0
2020-02-19,France,Saint Barthelemy,0,0,0
2020-02-19,France,St Martin,0,0,0
2020-02-19,Georgia,,0,0,0
2020-02-19,French Guiana,,0,0,0
2020-02-19,Guinea,,0,0,0
2020-02-19,Guadeloupe,,0,0,0
2020-02-19,Greece,,0,0,0
2020-02-19,Guyana,,0,0,0
2020-02-19,Honduras,,0,0,0
2020-02-19,Croatia,,0,0,0
2020-02-19,Hungary,,0,0,0
2020-02-19,Indonesia,,0,0,0
2020-02-19,Ireland,,0,0,0
2020-02-19,Israel,,0,0,0
2020-02-19,India,,3,0,3
2020-02-19,Iraq,,0,0,0
2020-02-19,Iran,,2,2,0
2020-02-19,Iceland,,0,0,0
2020-02-19,Italy,,3,0,0
2020-02-19,Jamaica,,0,0,0
2020-02-19,Jordan,,0,0,0
2020-02-19,Japan,,84,1,18
2020-02-19,Kenya,,0,0,0
2020-02-19,Cambodia,,1,0,1
2020-02-19,Korea,,31,0,12
2020-02-19,Kuwait,,0,0,0
2020-02-19,Cayman Islands,,0,0,0
2020-02-19,Kazakhstan,,0,0,0
2020-02-19,Lebanon,,0,0,0
2020-02-19,Liechtenstein,,0,0,0
2020-02-19,Sri Lanka,,1,0,1
2020-02-19,Lithuania,,0,0,0
2020-02-19,Luxembourg,,0,0,0
2020-02-19,Latvia,,0,0,0
2020-02-19,Morocco,,0,0,0
2020-02-19,Monaco,,0,0,0
2020-02-19,Moldova,,0,0,0
2020-02-19,North Macedonia,,0,0,0
2020-02-19,Mongolia,,0,0,0
2020-02-19,Martinique,,0,0,0
2020-02-19,Malta,,0,0,0
2020-02-19,Maldives,,0,0,0
2020-02-19,Mexico,,0,0,0
2020-02-19,Malaysia,,22,0,15
2020-02-19,Nigeria,,0,0,0
2020-02-19,Netherlands,,0,0,0
2020-02-19,Norway,,0,0,0
2020-02-19,Nepal,,1,0,1
2020-02-19,New Zealand,,0,0,0
2020-02-19,Oman,,0,0,0
2020-02-19,Panama,,0,0,0
2020-02-19,Peru,,0,0,0
2020-02-19,Philippines,,3,1,1
2020-02-19,Pakistan,,0,0,0
2020-02-19,Poland,,0,0,0
2020-02-19,Portugal,,0,0,0
2020-02-19,Paraguay,,0,0,0
2020-02-19,Qatar,,0,0,0
2020-02-19,Réunion,,0,0,0
2020-02-19,Romania,,0,0,0
2020-02-19,Serbia,,0,0,0
2020-02-19,Russian Federation,,2,0,2
2020-02-19,Saudi Arabia,,0,0,0
2020-02-19,Sudan,,0,0,0
2020-02-19,Sweden,,1,0,0
2020-02-19,Singapore,,84,0,34
2020-02-19,Slovenia,,0,0,0
2020-02-19,Slovakia,,0,0,0
2020-02-19,San Marino,,0,0,0
2020-02-19,Senegal,,0,0,0
2020-02-19,Togo,,0,0,0
2020-02-19,Thailand,,35,0,15
2020-02-19,Tunisia,,0,0,0
2020-02-19,Turkey,,0,0,0
2020-02-19,Taiwan,,23,1,2
2020-02-19,Ukraine,,0,0,0
2020-02-19,UK,Channel Islands,0,0,0
2020-02-19,UK,Gibraltar,0,0,0
2020-02-19,UK,United Kingdom,9,0,8
2020-02-19,United States of America,Alaska,0,0,0
2020-02-19,United States of America,Alabama,0,0,0
2020-02-19,United States of America,Arkansas,0,0,0
2020-02-19,United States of America,Arizona,1,0,0
2020-02-19,United States of America,California,8,0,0
2020-02-19,United States of America,Colorado,0,0,0
2020-02-19,United States of America,Connecticut,0,0,0
2020-02-19,United States of America,District of Columbia,0,0,0
2020-02-19,United States of America,Delaware,0,0,0
2020-02-19,United States of America,Diamond Princess,0,0,0
2020-02-19,United States of America,Florida,0,0,0
2020-02-19,United States of America,Georgia,0,0,0
2020-02-19,United States of America,Grand Princess,0,0,0
2020-02-19,United States of America,Hawaii,0,0,0
2020-02-19,United States of America,Iowa,0,0,0
2020-02-19,United States of America,Idaho,0,0,0
2020-02-19,United States of America,Illinois,2,0,2
2020-02-19,United States of America,Indiana,0,0,0
2020-02-19,United States of America,Kansas,0,0,0
2020-02-19,United States of America,Kentucky,0,0,0
2020-02-19,United States of America,Louisiana,0,0,0
2020-02-19,United States of America,Massachusetts,1,0,0
2020-02-19,United States of America,Maryland,0,0,0
2020-02-19,United States of America,Maine,0,0,0
2020-02-19,United States of America,Michigan,0,0,0
2020-02-19,United States of America,Minnesota,0,0,0
2020-02-19,United States of America,Missouri,0,0,0
2020-02-19,United States of America,Mississippi,0,0,0
2020-02-19,United States of America,Montana,0,0,0
2020-02-19,United States of America,North Carolina,0,0,0
2020-02-19,United States of America,North Dakota,0,0,0
2020-02-19,United States of America,Nebraska,0,0,0
2020-02-19,United States of America,New Hampshire,0,0,0
2020-02-19,United States of America,New Jersey,0,0,0
2020-02-19,United States of America,New Mexico,0,0,0
2020-02-19,United States of America,Nevada,0,0,0
2020-02-19,United States of America,New York,0,0,0
2020-02-19,United States of America,Ohio,0,0,0
2020-02-19,United States of America,Oklahoma,0,0,0
2020-02-19,United States of America,Oregon,0,0,0
2020-02-19,United States of America,OR ,0,0,0
2020-02-19,United States of America,Pennsylvania,0,0,0
2020-02-19,United States of America,Rhode Island,0,0,0
2020-02-19,United States of America,South Carolina,0,0,0
2020-02-19,United States of America,South Dakota,0,0,0
2020-02-19,United States of America,Tennessee,0,0,0
2020-02-19,United States of America,Texas,0,0,0
2020-02-19,United States of America,Utah,0,0,0
2020-02-19,United States of America,Virginia,0,0,0
2020-02-19,United States of America,Vermont,0,0,0
2020-02-19,United States of America,Washington,1,0,1
2020-02-19,United States of America,Wisconsin,0,0,0
2020-02-19,United States of America,West Virginia,0,0,0
2020-02-19,United States of America,Wyoming,0,0,0
2020-02-19,Holy See,,0,0,0
2020-02-19,Vietnam,,16,0,7
2020-02-19,South Africa,,0,0,0
2020-02-20,??,Diamond Princess,634,2,1
2020-02-20,Andorra,,0,0,0
2020-02-20,United Arab Emirates,,9,0,4
2020-02-20,Afghanistan,,0,0,0
2020-02-20,Antigua and Barbuda,,0,0,0
2020-02-20,Albania,,0,0,0
2020-02-20,Armenia,,0,0,0
2020-02-20,Argentina,,0,0,0
2020-02-20,Austria,,0,0,0
2020-02-20,Australia,Australian Capital Territory,0,0,0
2020-02-20,Australia,From Diamond Princess,0,0,0
2020-02-20,Australia,New South Wales,4,0,4
2020-02-20,Australia,Northern Territory,0,0,0
2020-02-20,Australia,Queensland,5,0,0
2020-02-20,Australia,South Australia,2,0,2
2020-02-20,Australia,Tasmania,0,0,0
2020-02-20,Australia,Victoria,4,0,4
2020-02-20,Australia,Western Australia,0,0,0
2020-02-20,Aruba,,0,0,0
2020-02-20,Azerbaijan,,0,0,0
2020-02-20,Bosnia and Herzegovina,,0,0,0
2020-02-20,Bangladesh,,0,0,0
2020-02-20,Belgium,,1,0,1
2020-02-20,Burkina Faso,,0,0,0
2020-02-20,Bulgaria,,0,0,0
2020-02-20,Bahrain,,0,0,0
2020-02-20,Brunei Darussalam,,0,0,0
2020-02-20,Bolivia,,0,0,0
2020-02-20,Brazil,,0,0,0
2020-02-20,Bhutan,,0,0,0
2020-02-20,Belarus,,0,0,0
2020-02-20,Canada,Alberta,0,0,0
2020-02-20,Canada,British Columbia,5,0,0
2020-02-20,Canada,Grand Princess,0,0,0
2020-02-20,Canada,Manitoba,0,0,0
