date,new_confirmed,new_deceased,total_confirmed,total_deceased,key
2020-06-06,38,2,17141,916,JP
2020-06-07,33,0,17174,916,JP
2020-06-08,36,0,17210,916,JP
2020-06-09,41,3,17251,919,JP
2020-06-10,41,1,17292,920,JP
2020-06-11,40,2,17332,922,JP
2020-06-12,50,2,17382,924,JP
2020-06-13,47,1,17429,925,JP
2020-06-14,73,0,17502,925,JP
2020-06-15,85,2,17587,927,JP
2020-06-16,41,4,17628,931,JP
2020-06-17,40,4,17668,935,JP
2020-06-18,72,0,17740,935,JP
2020-06-19,59,17,17799,952,JP
2020-06-20,0,0,17799,952,JP
2020-06-21,117,1,17916,953,JP
2020-06-22,52,2,17968,955,JP
2020-06-23,59,8,18027,963,JP
2020-06-24,83,5,18110,968,JP
2020-06-25,87,1,18197,969,JP
2020-06-26,100,2,18297,971,JP
2020-03-13,1,0,1,0,KE
2020-03-14,0,0,1,0,KE
2020-03-15,2,0,3,0,KE
2020-03-16,0,0,3,0,KE
2020-03-17,1,0,4,0,KE
2020-03-18,3,0,7,0,KE
2020-03-19,0,0,7,0,KE
2020-03-20,0,0,7,0,KE
2020-03-21,0,0,7,0,KE
2020-03-22,8,0,15,0,KE
2020-03-23,1,0,16,0,KE
2020-03-24,9,0,25,0,KE
2020-03-25,0,0,25,0,KE
2020-03-26,6,1,31,1,KE
2020-03-27,0,0,31,1,KE
2020-03-28,7,0,38,1,KE
2020-03-29,4,0,42,1,KE
2020-03-30,8,0,50,1,KE
2020-03-31,9,0,59,1,KE
2020-04-01,22,0,81,1,KE
2020-04-02,29,2,110,3,KE
2020-04-03,12,1,122,4,KE
2020-04-04,4,0,126,4,KE
2020-04-05,16,0,142,4,KE
2020-04-06,16,0,158,4,KE
2020-04-07,14,2,172,6,KE
2020-04-08,7,0,179,6,KE
2020-04-09,5,1,184,7,KE
2020-04-10,5,0,189,7,KE
2020-04-11,2,0,191,7,KE
2020-04-12,6,1,197,8,KE
2020-04-13,11,1,208,9,KE
2020-04-14,8,0,216,9,KE
2020-04-15,9,1,225,10,KE
2020-04-16,9,1,234,11,KE
2020-04-17,12,0,246,11,KE
2020-04-18,16,1,262,12,KE
2020-04-19,8,2,270,14,KE
2020-04-20,11,0,281,14,KE
2020-04-21,0,0,281,14,KE
2020-04-22,22,0,303,14,KE
2020-04-23,17,0,320,14,KE
2020-04-24,16,0,336,14,KE
2020-04-25,7,0,343,14,KE
2020-04-26,12,0,355,14,KE
2020-04-27,8,0,363,14,KE
2020-04-28,11,0,374,14,KE
2020-04-29,10,1,384,15,KE
2020-04-30,12,2,396,17,KE
2020-05-01,15,4,411,21,KE
2020-05-02,24,1,435,22,KE
2020-05-03,30,2,465,24,KE
2020-05-04,25,0,490,24,KE
2020-05-05,45,0,535,24,KE
2020-05-06,47,2,582,26,KE
2020-05-07,25,3,607,29,KE
2020-05-08,14,0,621,29,KE
2020-05-09,28,1,649,30,KE
2020-05-10,23,2,672,32,KE
2020-05-11,28,1,700,33,KE
2020-05-12,15,3,715,36,KE
2020-05-13,22,4,737,40,KE
2020-05-14,21,2,758,42,KE
2020-05-15,23,3,781,45,KE
2020-05-16,49,5,830,50,KE
2020-05-17,57,0,887,50,KE
2020-05-18,25,0,912,50,KE
2020-05-19,51,0,963,50,KE
2020-05-20,66,0,1029,50,KE
2020-05-21,80,0,1109,50,KE
2020-05-22,52,0,1161,50,KE
2020-05-23,31,0,1192,50,KE
2020-05-24,22,1,1214,51,KE
2020-05-25,72,1,1286,52,KE
2020-05-26,62,0,1348,52,KE
2020-05-27,123,3,1471,55,KE
2020-05-28,147,3,1618,58,KE
2020-05-29,127,4,1745,62,KE
2020-05-30,143,1,1888,63,KE
2020-05-31,74,1,1962,64,KE
2020-06-01,59,5,2021,69,KE
2020-06-02,72,2,2093,71,KE
2020-06-03,123,3,2216,74,KE
2020-06-04,124,4,2340,78,KE
2020-06-05,134,1,2474,79,KE
2020-06-06,126,4,2600,83,KE
2020-06-07,167,1,2767,84,KE
2020-06-08,95,1,2862,85,KE
2020-06-09,127,3,2989,88,KE
2020-06-10,105,1,3094,89,KE
2020-06-11,121,3,3215,92,KE
2020-06-12,90,4,3305,96,KE
2020-06-13,152,4,3457,100,KE
2020-06-14,137,3,3594,103,KE
2020-06-15,133,1,3727,104,KE
2020-06-16,133,1,3860,105,KE
2020-06-17,184,2,4044,107,KE
2020-06-18,213,10,4257,117,KE
2020-06-19,117,2,4374,119,KE
2020-06-20,104,2,4478,121,KE
2020-06-21,260,2,4738,123,KE
2020-06-22,59,2,4797,125,KE
2020-06-23,155,3,4952,128,KE
2020-06-24,254,2,5206,130,KE
2020-06-25,178,2,5384,132,KE
2020-06-26,149,5,5533,137,KE
2020-03-18,3,0,3,0,KG
2020-03-19,3,0,6,0,KG
2020-03-20,0,0,6,0,KG
2020-03-21,8,0,14,0,KG
2020-03-22,0,0,14,0,KG
2020-03-23,2,0,16,0,KG
2020-03-24,26,0,42,0,KG
2020-03-25,2,0,44,0,KG
2020-03-26,0,0,44,0,KG
2020-03-27,14,0,58,0,KG
2020-03-28,26,0,84,0,KG
2020-03-29,0,0,84,0,KG
2020-03-30,0,0,84,0,KG
2020-03-31,23,0,107,0,KG
2020-04-01,5,1,112,1,KG
2020-04-02,13,0,125,1,KG
2020-04-03,19,0,144,1,KG
2020-04-04,0,0,144,1,KG
2020-04-05,72,3,216,4,KG
2020-04-06,12,0,228,4,KG
2020-04-07,42,0,270,4,KG
2020-04-08,10,0,280,4,KG
2020-04-09,18,1,298,5,KG
2020-04-10,41,0,339,5,KG
2020-04-11,38,0,377,5,KG
2020-04-12,42,0,419,5,KG
2020-04-13,11,0,430,5,KG
2020-04-14,19,0,449,5,KG
2020-04-15,17,0,466,5,KG
2020-04-16,23,0,489,5,KG
2020-04-17,17,0,506,5,KG
2020-04-18,48,0,554,5,KG
2020-04-19,14,2,568,7,KG
2020-04-20,22,0,590,7,KG
2020-04-21,22,0,612,7,KG
2020-04-22,19,1,631,8,KG
2020-04-23,25,0,656,8,KG
2020-04-24,9,0,665,8,KG
2020-04-25,17,0,682,8,KG
2020-04-26,13,0,695,8,KG
2020-04-27,13,0,708,8,KG
2020-04-28,21,0,729,8,KG
2020-04-29,17,0,746,8,KG
2020-04-30,0,0,746,8,KG
2020-05-01,23,0,769,8,KG
2020-05-02,26,2,795,10,KG
2020-05-03,35,0,830,10,KG
2020-05-04,13,1,843,11,KG
2020-05-05,28,1,871,12,KG
2020-05-06,24,0,895,12,KG
2020-05-07,11,0,906,12,KG
2020-05-08,25,0,931,12,KG
2020-05-09,71,0,1002,12,KG
2020-05-10,14,0,1016,12,KG
2020-05-11,21,0,1037,12,KG
2020-05-12,7,0,1044,12,KG
2020-05-13,38,0,1082,12,KG
2020-05-14,29,2,1111,14,KG
2020-05-15,6,0,1117,14,KG
2020-05-16,21,0,1138,14,KG
2020-05-17,78,0,1216,14,KG
2020-05-18,27,0,1243,14,KG
2020-05-19,27,0,1270,14,KG
2020-05-20,43,0,1313,14,KG
2020-05-21,37,0,1350,14,KG
2020-05-22,14,0,1364,14,KG
2020-05-23,39,0,1403,14,KG
2020-05-24,30,2,1433,16,KG
2020-05-25,35,0,1468,16,KG
2020-05-26,52,0,1520,16,KG
2020-05-27,74,0,1594,16,KG
2020-05-28,68,0,1662,16,KG
2020-05-29,60,0,1722,16,KG
2020-05-30,26,0,1748,16,KG
2020-05-31,69,0,1817,16,KG
2020-06-01,28,1,1845,17,KG
2020-06-02,26,3,1871,20,KG
2020-06-03,28,0,1899,20,KG
2020-06-04,37,2,1936,22,KG
2020-06-05,38,0,1974,22,KG
2020-06-06,33,0,2007,22,KG
2020-06-07,25,1,2032,23,KG
2020-06-08,23,1,2055,24,KG
2020-06-09,38,2,2093,26,KG
2020-06-10,36,0,2129,26,KG
2020-06-11,37,0,2166,26,KG
2020-06-12,41,1,2207,27,KG
2020-06-13,78,0,2285,27,KG
2020-06-14,87,0,2372,27,KG
2020-06-15,100,1,2472,28,KG
2020-06-16,90,2,2562,30,KG
2020-06-17,95,1,2657,31,KG
2020-06-18,132,1,2789,32,KG
2020-06-19,192,3,2981,35,KG
2020-06-20,170,2,3151,37,KG
2020-06-21,205,3,3356,40,KG
2020-06-22,163,1,3519,41,KG
2020-06-23,207,1,3726,42,KG
2020-06-24,228,1,3954,43,KG
2020-06-25,250,0,4204,43,KG
2020-06-26,309,3,4513,46,KG
2019-12-30,0,0,0,0,KH
2019-12-31,0,0,0,0,KH
2020-01-01,0,0,0,0,KH
2020-01-02,0,0,0,0,KH
2020-01-03,0,0,0,0,KH
2020-01-04,0,0,0,0,KH
2020-01-05,0,0,0,0,KH
2020-01-06,0,0,0,0,KH
2020-01-07,0,0,0,0,KH
2020-01-08,0,0,0,0,KH
2020-01-09,0,0,0,0,KH
2020-01-10,0,0,0,0,KH
2020-01-11,0,0,0,0,KH
2020-01-12,0,0,0,0,KH
2020-01-13,0,0,0,0,KH
2020-01-14,0,0,0,0,KH
2020-01-15,0,0,0,0,KH
2020-01-16,0,0,0,0,KH
2020-01-17,0,0,0,0,KH
2020-01-18,0,0,0,0,KH
2020-01-19,0,0,0,0,KH
2020-01-20,0,0,0,0,KH
2020-01-21,0,0,0,0,KH
2020-01-22,0,0,0,0,KH
2020-01-23,0,0,0,0,KH
2020-01-24,0,0,0,0,KH
2020-01-25,0,0,0,0,KH
2020-01-26,0,0,0,0,KH
2020-01-27,1,0,1,0,KH
2020-01-28,0,0,1,0,KH
2020-01-29,0,0,1,0,KH
2020-01-30,0,0,1,0,KH
2020-01-31,0,0,1,0,KH
2020-02-01,0,0,1,0,KH
2020-02-02,0,0,1,0,KH
2020-02-03,0,0,1,0,KH
2020-02-04,0,0,1,0,KH
2020-02-05,0,0,1,0,KH
2020-02-06,0,0,1,0,KH
2020-02-07,0,0,1,0,KH
2020-02-08,0,0,1,0,KH
2020-02-09,0,0,1,0,KH
2020-02-10,0,0,1,0,KH
2020-02-11,0,0,1,0,KH
2020-02-12,0,0,1,0,KH
2020-02-13,0,0,1,0,KH
2020-02-14,0,0,1,0,KH
2020-02-15,0,0,1,0,KH
2020-02-16,0,0,1,0,KH
2020-02-17,0,0,1,0,KH
2020-02-18,0,0,1,0,KH
2020-02-19,0,0,1,0,KH
2020-02-20,0,0,1,0,KH
2020-02-21,0,0,1,0,KH
2020-02-22,0,0,1,0,KH
2020-02-23,0,0,1,0,KH
2020-02-24,0,0,1,0,KH
2020-02-25,0,0,1,0,KH
2020-02-26,0,0,1,0,KH
2020-02-27,0,0,1,0,KH
2020-02-28,0,0,1,0,KH
2020-02-29,0,0,1,0,KH
2020-03-01,0,0,1,0,KH
2020-03-07,1,0,2,0,KH
2020-03-11,1,0,3,0,KH
2020-03-12,2,0,5,0,KH
2020-03-14,2,0,7,0,KH
2020-03-15,5,0,12,0,KH
2020-03-16,12,0,24,0,KH
2020-03-17,0,0,24,0,KH
2020-03-18,0,0,24,0,KH
2020-03-19,0,0,24,0,KH
2020-03-20,23,0,47,0,KH
2020-03-21,4,0,51,0,KH
2020-03-22,35,0,86,0,KH
2020-03-23,1,0,87,0,KH
2020-03-24,4,0,91,0,KH
2020-03-25,5,0,96,0,KH
2020-03-26,2,0,98,0,KH
2020-03-27,4,0,102,0,KH
2020-03-28,1,0,103,0,KH
2020-03-29,4,0,107,0,KH
2020-03-30,2,0,109,0,KH
2020-03-31,0,0,109,0,KH
2020-04-01,1,0,110,0,KH
2020-04-02,4,0,114,0,KH
2020-04-03,0,0,114,0,KH
2020-04-04,0,0,114,0,KH
2020-04-05,0,0,114,0,KH
2020-04-06,1,0,115,0,KH
2020-04-07,2,0,117,0,KH
2020-04-08,1,0,118,0,KH
2020-04-09,1,0,119,0,KH
2020-04-10,1,0,120,0,KH
2020-04-11,2,0,122,0,KH
2020-04-12,0,0,122,0,KH
2020-04-13,0,0,122,0,KH
2020-04-14,0,0,122,0,KH
2020-04-15,0,0,122,0,KH
2020-04-16,0,0,122,0,KH
2020-04-17,0,0,122,0,KH
2020-04-18,0,0,122,0,KH
2020-04-19,0,0,122,0,KH
2020-04-20,0,0,122,0,KH
2020-04-21,0,0,122,0,KH
2020-04-22,0,0,122,0,KH
2020-04-23,0,0,122,0,KH
2020-04-24,0,0,122,0,KH
2020-04-25,0,0,122,0,KH
2020-04-26,0,0,122,0,KH
2020-04-27,0,0,122,0,KH
2020-04-28,0,0,122,0,KH
2020-04-29,0,0,122,0,KH
2020-04-30,0,0,122,0,KH
2020-05-01,0,0,122,0,KH
2020-05-02,0,0,122,0,KH
2020-05-03,0,0,122,0,KH
2020-05-04,0,0,122,0,KH
2020-05-05,0,0,122,0,KH
2020-05-06,0,0,122,0,KH
2020-05-07,0,0,122,0,KH
2020-05-08,0,0,122,0,KH
2020-05-09,0,0,122,0,KH
2020-05-10,0,0,122,0,KH
2020-05-11,0,0,122,0,KH
2020-05-12,0,0,122,0,KH
2020-05-13,0,0,122,0,KH
2020-05-14,0,0,122,0,KH
2020-05-15,0,0,122,0,KH
2020-05-16,0,0,122,0,KH
2020-05-17,0,0,122,0,KH
2020-05-18,0,0,122,0,KH
2020-05-19,0,0,122,0,KH
2020-05-20,0,0,122,0,KH
2020-05-21,1,0,123,0,KH
2020-05-22,1,0,124,0,KH
2020-05-23,0,0,124,0,KH
2020-05-24,0,0,124,0,KH
2020-05-25,0,0,124,0,KH
2020-05-26,0,0,124,0,KH
2020-05-27,0,0,124,0,KH
2020-05-28,0,0,124,0,KH
2020-05-29,1,0,125,0,KH
2020-05-30,0,0,125,0,KH
2020-05-31,0,0,125,0,KH
2020-06-01,0,0,125,0,KH
2020-06-02,0,0,125,0,KH
2020-06-03,0,0,125,0,KH
2020-06-04,0,0,125,0,KH
2020-06-05,0,0,125,0,KH
2020-06-06,0,0,125,0,KH
2020-06-07,1,0,126,0,KH
2020-06-08,0,0,126,0,KH
2020-06-09,0,0,126,0,KH
2020-06-10,0,0,126,0,KH
2020-06-11,0,0,126,0,KH
2020-06-12,0,0,126,0,KH
2020-06-13,2,0,128,0,KH
2020-06-14,0,0,128,0,KH
2020-06-15,0,0,128,0,KH
2020-06-16,0,0,128,0,KH
2020-06-17,1,0,129,0,KH
2020-06-18,0,0,129,0,KH
2020-06-19,0,0,129,0,KH
2020-06-20,0,0,129,0,KH
2020-06-21,0,0,129,0,KH
2020-06-22,1,0,130,0,KH
2020-06-23,0,0,130,0,KH
2020-06-24,0,0,130,0,KH
2020-06-25,0,0,130,0,KH
2020-06-26,9,0,139,0,KH
2020-05-01,1,0,1,0,KM
2020-05-02,0,0,1,0,KM
2020-05-03,2,0,3,0,KM
2020-05-04,1,1,4,1,KM
2020-05-05,0,0,4,1,KM
2020-05-06,4,0,8,1,KM
2020-05-07,0,0,8,1,KM
2020-05-08,0,0,8,1,KM
2020-05-09,3,0,11,1,KM
2020-05-10,0,0,11,1,KM
2020-05-11,0,0,11,1,KM
2020-05-12,0,0,11,1,KM
2020-05-13,0,0,11,1,KM
2020-05-14,0,0,11,1,KM
2020-05-15,0,0,11,1,KM
2020-05-16,0,0,11,1,KM
2020-05-17,0,0,11,1,KM
2020-05-18,0,0,11,1,KM
2020-05-19,23,0,34,1,KM
2020-05-20,0,0,34,1,KM
2020-05-21,0,0,34,1,KM
2020-05-22,44,0,78,1,KM
2020-05-23,0,0,78,1,KM
2020-05-24,9,0,87,1,KM
2020-05-25,0,0,87,1,KM
2020-05-26,0,0,87,1,KM
2020-05-27,0,1,87,2,KM
2020-05-28,0,0,87,2,KM
2020-05-29,0,0,87,2,KM
2020-05-30,19,0,106,2,KM
2020-05-31,0,0,106,2,KM
2020-06-01,0,0,106,2,KM
2020-06-02,26,0,132,2,KM
2020-06-03,0,0,132,2,KM
2020-06-04,0,0,132,2,KM
2020-06-05,0,0,132,2,KM
2020-06-06,9,0,141,2,KM
2020-06-07,0,0,141,2,KM
2020-06-08,0,0,141,2,KM
2020-06-09,21,0,162,2,KM
2020-06-10,0,0,162,2,KM
2020-06-11,0,0,162,2,KM
2020-06-12,0,0,162,2,KM
2020-06-13,14,0,176,2,KM
2020-06-14,0,0,176,2,KM
2020-06-15,0,0,176,2,KM
2020-06-16,21,1,197,3,KM
2020-06-17,0,0,197,3,KM
2020-06-18,13,2,210,5,KM
2020-06-19,0,0,210,5,KM
2020-06-20,37,0,247,5,KM
2020-06-21,0,0,247,5,KM
2020-06-22,0,0,247,5,KM
2020-06-23,0,2,247,7,KM
2020-06-24,0,0,247,7,KM
2020-06-25,0,0,247,7,KM
2020-06-26,0,0,247,7,KM
2020-03-25,2,0,2,0,KN
2020-03-26,0,0,2,0,KN
2020-03-27,0,0,2,0,KN
2020-03-28,0,0,2,0,KN
2020-03-29,5,0,7,0,KN
2020-03-30,0,0,7,0,KN
2020-03-31,1,0,8,0,KN
2020-04-01,0,0,8,0,KN
2020-04-02,0,0,8,0,KN
2020-04-03,1,0,9,0,KN
2020-04-04,1,0,10,0,KN
2020-04-05,0,0,10,0,KN
2020-04-06,1,0,11,0,KN
2020-04-07,0,0,11,0,KN
2020-04-08,0,0,11,0,KN
2020-04-09,0,0,11,0,KN
2020-04-10,1,0,12,0,KN
2020-04-11,0,0,12,0,KN
2020-04-12,0,0,12,0,KN
2020-04-13,0,0,12,0,KN
2020-04-14,2,0,14,0,KN
2020-04-15,0,0,14,0,KN
2020-04-16,0,0,14,0,KN
2020-04-17,0,0,14,0,KN
2020-04-18,0,0,14,0,KN
2020-04-19,1,0,15,0,KN
2020-04-20,0,0,15,0,KN
2020-04-21,0,0,15,0,KN
2020-04-22,0,0,15,0,KN
2020-04-23,0,0,15,0,KN
2020-04-24,0,0,15,0,KN
2020-04-25,0,0,15,0,KN
2020-04-26,0,0,15,0,KN
2020-04-27,0,0,15,0,KN
2020-04-28,0,0,15,0,KN
2020-04-29,0,0,15,0,KN
2020-04-30,0,0,15,0,KN
2020-05-01,0,0,15,0,KN
2020-05-02,0,0,15,0,KN
2020-05-03,0,0,15,0,KN
2020-05-04,0,0,15,0,KN
2020-05-05,0,0,15,0,KN
2020-05-06,0,0,15,0,KN
2020-05-07,0,0,15,0,KN
2020-05-08,0,0,15,0,KN
2020-05-09,0,0,15,0,KN
2020-05-10,0,0,15,0,KN
2020-05-11,0,0,15,0,KN
2020-05-12,0,0,15,0,KN
2020-05-13,0,0,15,0,KN
2020-05-14,0,0,15,0,KN
2020-05-15,0,0,15,0,KN
2020-05-16,0,0,15,0,KN
2020-05-17,0,0,15,0,KN
2020-05-18,0,0,15,0,KN
2020-05-19,0,0,15,0,KN
2020-05-20,0,0,15,0,KN
2020-05-21,0,0,15,0,KN
2020-05-22,0,0,15,0,KN
2020-05-23,0,0,15,0,KN
2020-05-24,0,0,15,0,KN
2020-05-25,0,0,15,0,KN
2020-05-26,0,0,15,0,KN
2020-05-27,0,0,15,0,KN
2020-05-28,0,0,15,0,KN
2020-05-29,0,0,15,0,KN
2020-05-30,0,0,15,0,KN
2020-05-31,0,0,15,0,KN
2020-06-01,0,0,15,0,KN
2020-06-02,0,0,15,0,KN
2020-06-03,0,0,15,0,KN
2020-06-04,0,0,15,0,KN
2020-06-05,0,0,15,0,KN
2020-06-06,0,0,15,0,KN
2020-06-07,0,0,15,0,KN
2020-06-08,0,0,15,0,KN
2020-06-09,0,0,15,0,KN
2020-06-10,0,0,15,0,KN
2020-06-11,0,0,15,0,KN
2020-06-12,0,0,15,0,KN
2020-06-13,0,0,15,0,KN
2020-06-14,0,0,15,0,KN
2020-06-15,0,0,15,0,KN
2020-06-16,0,0,15,0,KN
2020-06-17,0,0,15,0,KN
2020-06-18,0,0,15,0,KN
2020-06-19,0,0,15,0,KN
2020-06-20,0,0,15,0,KN
2020-06-21,0,0,15,0,KN
2020-06-22,0,0,15,0,KN
2020-06-23,0,0,15,0,KN
2020-06-24,0,0,15,0,KN
2020-06-25,0,0,15,0,KN
2020-06-26,0,0,15,0,KN
2019-12-30,0,0,0,0,KR
2019-12-31,0,0,0,0,KR
2020-01-01,0,0,0,0,KR
2020-01-02,0,0,0,0,KR
2020-01-03,0,0,0,0,KR
2020-01-04,0,0,0,0,KR
2020-01-05,0,0,0,0,KR
2020-01-06,0,0,0,0,KR
2020-01-07,0,0,0,0,KR
2020-01-08,0,0,0,0,KR
2020-01-09,0,0,0,0,KR
2020-01-10,0,0,0,0,KR
2020-01-11,0,0,0,0,KR
2020-01-12,0,0,0,0,KR
2020-01-13,0,0,0,0,KR
2020-01-14,0,0,0,0,KR
2020-01-15,0,0,0,0,KR
2020-01-16,0,0,0,0,KR
2020-01-17,0,0,0,0,KR
2020-01-18,0,0,0,0,KR
2020-01-19,1,0,1,0,KR
2020-01-20,0,0,1,0,KR
2020-01-21,0,0,1,0,KR
2020-01-22,0,0,1,0,KR
2020-01-23,1,0,2,0,KR
2020-01-24,0,0,2,0,KR
2020-01-25,1,0,3,0,KR
2020-01-26,1,0,4,0,KR
2020-01-27,0,0,4,0,KR
2020-01-28,0,0,4,0,KR
2020-01-29,0,0,4,0,KR
2020-01-30,3,0,7,0,KR
2020-01-31,5,0,12,0,KR
2020-02-01,3,0,15,0,KR
2020-02-02,0,0,15,0,KR
2020-02-03,1,0,16,0,KR
2020-02-04,2,0,18,0,KR
2020-02-05,5,0,23,0,KR
2020-02-06,1,0,24,0,KR
2020-02-07,0,0,24,0,KR
2020-02-08,1,0,25,0,KR
2020-02-09,2,0,27,0,KR
2020-02-10,1,0,28,0,KR
2020-02-11,0,0,28,0,KR
2020-02-12,0,0,28,0,KR
2020-02-13,0,0,28,0,KR
2020-02-14,0,0,28,0,KR
2020-02-15,1,0,29,0,KR
2020-02-16,1,0,30,0,KR
2020-02-17,1,0,31,0,KR
2020-02-18,15,0,46,0,KR
2020-02-19,34,0,80,0,KR
2020-02-20,75,1,155,1,KR
2020-02-21,190,1,345,2,KR
2020-02-22,256,3,601,5,KR
2020-02-23,161,2,762,7,KR
2020-02-24,130,1,892,8,KR
2020-02-25,254,3,1146,11,KR
2020-02-26,449,1,1595,12,KR
2020-02-27,427,1,2022,13,KR
2020-02-28,909,3,2931,16,KR
2020-02-29,595,1,3526,17,KR
2020-03-01,686,5,4212,22,KR
2020-03-02,600,6,4812,28,KR
2020-03-03,516,4,5328,32,KR
2020-03-04,438,3,5766,35,KR
2020-03-05,518,7,6284,42,KR
2020-03-06,483,2,6767,44,KR
2020-03-07,367,6,7134,50,KR
2020-03-08,248,1,7382,51,KR
2020-03-09,131,3,7513,54,KR
2020-03-10,242,6,7755,60,KR
2020-03-11,114,6,7869,66,KR
2020-03-12,110,1,7979,67,KR
2020-03-13,107,5,8086,72,KR
2020-03-14,76,3,8162,75,KR
2020-03-15,74,0,8236,75,KR
2020-03-16,84,6,8320,81,KR
2020-03-17,93,5,8413,86,KR
2020-03-18,152,5,8565,91,KR
2020-03-19,87,9,8652,100,KR
2020-03-20,147,3,8799,103,KR
2020-03-21,98,1,8897,104,KR
2020-03-22,64,9,8961,113,KR
2020-03-23,76,7,9037,120,KR
2020-03-24,100,6,9137,126,KR
2020-03-25,104,5,9241,131,KR
2020-03-26,91,8,9332,139,KR
2020-03-27,146,5,9478,144,KR
2020-03-28,105,8,9583,152,KR
2020-03-29,78,6,9661,158,KR
2020-03-30,125,5,9786,163,KR
2020-03-31,0,0,9786,163,KR
2020-04-01,190,6,9976,169,KR
2020-04-02,86,5,10062,174,KR
2020-04-03,94,3,10156,177,KR
2020-04-04,81,6,10237,183,KR
2020-04-05,47,3,10284,186,KR
2020-04-06,47,6,10331,192,KR
2020-04-07,53,8,10384,200,KR
2020-04-08,39,4,10423,204,KR
2020-04-09,27,4,10450,208,KR
2020-04-10,0,0,10450,208,KR
2020-04-11,62,6,10512,214,KR
2020-04-12,25,3,10537,217,KR
2020-04-13,27,5,10564,222,KR
2020-04-14,27,3,10591,225,KR
2020-04-15,22,4,10613,229,KR
2020-04-16,22,1,10635,230,KR
2020-04-17,18,2,10653,232,KR
2020-04-18,8,2,10661,234,KR
2020-04-19,13,2,10674,236,KR
2020-04-20,9,1,10683,237,KR
2020-04-21,11,1,10694,238,KR
2020-04-22,8,2,10702,240,KR
2020-04-23,6,0,10708,240,KR
2020-04-24,10,0,10718,240,KR
2020-04-25,10,2,10728,242,KR
2020-04-26,10,1,10738,243,KR
2020-04-27,14,1,10752,244,KR
2020-04-28,9,2,10761,246,KR
2020-04-29,4,1,10765,247,KR
2020-04-30,9,1,10774,248,KR
2020-05-01,6,2,10780,250,KR
2020-05-02,13,0,10793,250,KR
2020-05-03,8,2,10801,252,KR
2020-05-04,3,2,10804,254,KR
2020-05-05,2,1,10806,255,KR
2020-05-06,4,1,10810,256,KR
2020-05-07,12,0,10822,256,KR
2020-05-08,18,0,10840,256,KR
2020-05-09,34,0,10874,256,KR
2020-05-10,35,0,10909,256,KR
2020-05-11,27,2,10936,258,KR
2020-05-12,26,1,10962,259,KR
2020-05-13,29,1,10991,260,KR
2020-05-14,27,0,11018,260,KR
2020-05-15,19,2,11037,262,KR
2020-05-16,13,0,11050,262,KR
2020-05-17,15,1,11065,263,KR
2020-05-18,13,0,11078,263,KR
2020-05-19,32,0,11110,263,KR
2020-05-20,12,1,11122,264,KR
2020-05-21,20,0,11142,264,KR
2020-05-22,23,2,11165,266,KR
2020-05-23,25,0,11190,266,KR
2020-05-24,16,1,11206,267,KR
2020-05-25,19,2,11225,269,KR
2020-05-26,40,0,11265,269,KR
2020-05-27,79,0,11344,269,KR
2020-05-28,58,0,11402,269,KR
2020-05-29,39,0,11441,269,KR
2020-05-30,27,1,11468,270,KR
2020-05-31,35,1,11503,271,KR
2020-06-01,38,1,11541,272,KR
2020-06-02,49,1,11590,273,KR
2020-06-03,39,0,11629,273,KR
2020-06-04,39,0,11668,273,KR
2020-06-05,51,0,11719,273,KR
2020-06-06,57,0,11776,273,KR
2020-06-07,38,0,11814,273,KR
2020-06-08,38,1,11852,274,KR
2020-06-09,50,2,11902,276,KR
2020-06-10,45,0,11947,276,KR
2020-06-11,56,1,12003,277,KR
2020-06-12,48,0,12051,277,KR
2020-06-13,33,0,12084,277,KR
2020-06-14,37,0,12121,277,KR
2020-06-15,34,1,12155,278,KR
2020-06-16,43,1,12198,279,KR
2020-06-17,59,1,12257,280,KR
2020-06-18,49,0,12306,280,KR
2020-06-19,67,0,12373,280,KR
2020-06-20,48,0,12421,280,KR
2020-06-21,17,0,12438,280,KR
2020-06-22,46,1,12484,281,KR
2020-06-23,51,0,12535,281,KR
2020-06-24,28,1,12563,282,KR
2020-06-25,39,0,12602,282,KR
2020-06-26,51,0,12653,282,KR
2019-12-30,0,0,0,0,KW
2019-12-31,0,0,0,0,KW
2020-01-01,0,0,0,0,KW
2020-01-02,0,0,0,0,KW
2020-01-03,0,0,0,0,KW
2020-01-04,0,0,0,0,KW
2020-01-05,0,0,0,0,KW
2020-01-06,0,0,0,0,KW
2020-01-07,0,0,0,0,KW
2020-01-08,0,0,0,0,KW
2020-01-09,0,0,0,0,KW
2020-01-10,0,0,0,0,KW
2020-01-11,0,0,0,0,KW
2020-01-12,0,0,0,0,KW
2020-01-13,0,0,0,0,KW
2020-01-14,0,0,0,0,KW
2020-01-15,0,0,0,0,KW
2020-01-16,0,0,0,0,KW
2020-01-17,0,0,0,0,KW
2020-01-18,0,0,0,0,KW
2020-01-19,0,0,0,0,KW
2020-01-20,0,0,0,0,KW
2020-01-21,0,0,0,0,KW
2020-01-22,0,0,0,0,KW
2020-01-23,0,0,0,0,KW
2020-01-24,0,0,0,0,KW
2020-01-25,0,0,0,0,KW
2020-01-26,0,0,0,0,KW
2020-01-27,0,0,0,0,KW
2020-01-28,0,0,0,0,KW
2020-01-29,0,0,0,0,KW
2020-01-30,0,0,0,0,KW
2020-01-31,0,0,0,0,KW
