date,total_confirmed,total_deceased,new_confirmed,new_deceased,key
2020-06-12,19091,881,608,13,US_MS
2020-06-13,19348,889,257,8,US_MS
2020-06-14,19516,891,168,2,US_MS
2020-06-15,19799,895,283,4,US_MS
2020-06-16,20152,915,353,20,US_MS
2020-06-17,20641,938,489,23,US_MS
2020-06-18,21022,943,381,5,US_MS
2020-06-19,21022,943,0,0,US_MS
2020-06-20,21022,943,0,0,US_MS
2020-06-21,21022,943,0,0,US_MS
2020-06-22,22287,978,1265,35,US_MS
2020-06-23,22898,989,611,11,US_MS
2020-06-24,23424,1011,526,22,US_MS
2020-06-25,24516,1016,1092,5,US_MS
2020-06-26,25066,1022,550,6,US_MS
2020-03-13,4,0,,,US_MT
2020-03-14,6,0,2,0,US_MT
2020-03-15,6,0,0,0,US_MT
2020-03-16,8,0,2,0,US_MT
2020-03-17,8,0,0,0,US_MT
2020-03-18,12,0,4,0,US_MT
2020-03-19,19,0,7,0,US_MT
2020-03-20,19,0,0,0,US_MT
2020-03-21,29,0,10,0,US_MT
2020-03-22,34,0,5,0,US_MT
2020-03-23,45,0,11,0,US_MT
2020-03-24,51,0,6,0,US_MT
2020-03-25,65,0,14,0,US_MT
2020-03-26,90,0,25,0,US_MT
2020-03-27,121,1,31,1,US_MT
2020-03-28,147,1,26,0,US_MT
2020-03-29,161,1,14,0,US_MT
2020-03-30,177,4,16,3,US_MT
2020-03-31,198,5,21,1,US_MT
2020-04-01,219,5,21,0,US_MT
2020-04-02,241,5,22,0,US_MT
2020-04-03,262,5,21,0,US_MT
2020-04-04,281,6,19,1,US_MT
2020-04-05,298,6,17,0,US_MT
2020-04-06,319,6,21,0,US_MT
2020-04-07,319,6,0,0,US_MT
2020-04-08,332,6,13,0,US_MT
2020-04-09,354,6,22,0,US_MT
2020-04-10,365,6,11,0,US_MT
2020-04-11,377,6,12,0,US_MT
2020-04-12,387,6,10,0,US_MT
2020-04-13,394,7,7,1,US_MT
2020-04-14,399,7,5,0,US_MT
2020-04-15,404,7,5,0,US_MT
2020-04-16,415,7,11,0,US_MT
2020-04-17,422,8,7,1,US_MT
2020-04-18,426,10,4,2,US_MT
2020-04-19,433,10,7,0,US_MT
2020-04-20,433,12,0,2,US_MT
2020-04-21,437,12,4,0,US_MT
2020-04-22,439,14,2,2,US_MT
2020-04-23,442,14,3,0,US_MT
2020-04-24,444,14,2,0,US_MT
2020-04-25,445,14,1,0,US_MT
2020-04-26,448,14,3,0,US_MT
2020-04-27,449,14,1,0,US_MT
2020-04-28,451,15,2,1,US_MT
2020-04-29,451,16,0,1,US_MT
2020-04-30,452,16,1,0,US_MT
2020-05-01,452,16,0,0,US_MT
2020-05-02,454,16,2,0,US_MT
2020-05-03,454,16,0,0,US_MT
2020-05-04,456,16,2,0,US_MT
2020-05-05,456,16,0,0,US_MT
2020-05-06,456,16,0,0,US_MT
2020-05-07,456,16,0,0,US_MT
2020-05-08,458,16,2,0,US_MT
2020-05-09,458,16,0,0,US_MT
2020-05-10,458,16,0,0,US_MT
2020-05-11,459,16,1,0,US_MT
2020-05-12,461,16,2,0,US_MT
2020-05-13,462,16,1,0,US_MT
2020-05-14,462,16,0,0,US_MT
2020-05-15,466,16,4,0,US_MT
2020-05-16,468,16,2,0,US_MT
2020-05-17,468,16,0,0,US_MT
2020-05-18,470,16,2,0,US_MT
2020-05-19,471,16,1,0,US_MT
2020-05-20,478,16,7,0,US_MT
2020-05-21,479,16,1,0,US_MT
2020-05-22,479,16,0,0,US_MT
2020-05-23,479,16,0,0,US_MT
2020-05-24,479,16,0,0,US_MT
2020-05-25,479,16,0,0,US_MT
2020-05-26,479,17,0,1,US_MT
2020-05-27,481,17,2,0,US_MT
2020-05-28,485,17,4,0,US_MT
2020-05-29,493,17,8,0,US_MT
2020-05-30,505,17,12,0,US_MT
2020-05-31,515,17,10,0,US_MT
2020-06-01,519,17,4,0,US_MT
2020-06-02,523,17,4,0,US_MT
2020-06-03,525,17,2,0,US_MT
2020-06-04,537,17,12,0,US_MT
2020-06-05,539,18,2,1,US_MT
2020-06-06,540,18,1,0,US_MT
2020-06-07,545,18,5,0,US_MT
2020-06-08,548,18,3,0,US_MT
2020-06-09,554,18,6,0,US_MT
2020-06-10,561,18,7,0,US_MT
2020-06-11,563,18,2,0,US_MT
2020-06-12,573,18,10,0,US_MT
2020-06-13,588,18,15,0,US_MT
2020-06-14,601,19,13,1,US_MT
2020-06-15,609,19,8,0,US_MT
2020-06-16,614,19,5,0,US_MT
2020-06-17,630,20,16,1,US_MT
2020-06-18,655,20,25,0,US_MT
2020-06-19,666,20,11,0,US_MT
2020-06-20,698,20,32,0,US_MT
2020-06-21,717,20,19,0,US_MT
2020-06-22,734,21,17,1,US_MT
2020-06-23,743,21,9,0,US_MT
2020-06-24,766,21,23,0,US_MT
2020-06-25,803,21,37,0,US_MT
2020-06-26,829,22,26,1,US_MT
2020-03-03,1,0,,,US_NC
2020-03-04,1,0,0,0,US_NC
2020-03-05,1,0,0,0,US_NC
2020-03-06,2,0,1,0,US_NC
2020-03-07,2,0,0,0,US_NC
2020-03-08,2,0,0,0,US_NC
2020-03-09,7,0,5,0,US_NC
2020-03-10,7,0,0,0,US_NC
2020-03-11,8,0,1,0,US_NC
2020-03-12,16,0,8,0,US_NC
2020-03-13,18,0,2,0,US_NC
2020-03-14,25,0,7,0,US_NC
2020-03-15,32,0,7,0,US_NC
2020-03-16,34,0,2,0,US_NC
2020-03-17,42,0,8,0,US_NC
2020-03-18,66,0,24,0,US_NC
2020-03-19,104,0,38,0,US_NC
2020-03-20,144,0,40,0,US_NC
2020-03-21,184,0,40,0,US_NC
2020-03-22,269,0,85,0,US_NC
2020-03-23,302,0,33,0,US_NC
2020-03-24,397,0,95,0,US_NC
2020-03-25,562,1,165,1,US_NC
2020-03-26,639,2,77,1,US_NC
2020-03-27,784,3,145,1,US_NC
2020-03-28,972,4,188,1,US_NC
2020-03-29,1166,6,194,2,US_NC
2020-03-30,1303,6,137,0,US_NC
2020-03-31,1527,10,224,4,US_NC
2020-04-01,1591,11,64,1,US_NC
2020-04-02,1858,17,267,6,US_NC
2020-04-03,2093,23,235,6,US_NC
2020-04-04,2402,30,309,7,US_NC
2020-04-05,2585,37,183,7,US_NC
2020-04-06,2870,42,285,5,US_NC
2020-04-07,3220,50,350,8,US_NC
2020-04-08,3423,61,203,11,US_NC
2020-04-09,3651,74,228,13,US_NC
2020-04-10,3906,78,255,4,US_NC
2020-04-11,4310,86,404,8,US_NC
2020-04-12,4520,86,210,0,US_NC
2020-04-13,4788,91,268,5,US_NC
2020-04-14,4992,116,204,25,US_NC
2020-04-15,5123,128,131,12,US_NC
2020-04-16,5463,140,340,12,US_NC
2020-04-17,5859,159,396,19,US_NC
2020-04-18,6140,175,281,16,US_NC
2020-04-19,6493,183,353,8,US_NC
2020-04-20,6764,187,271,4,US_NC
2020-04-21,6951,217,187,30,US_NC
2020-04-22,7220,242,269,25,US_NC
2020-04-23,7608,253,388,11,US_NC
2020-04-24,8052,270,444,17,US_NC
2020-04-25,8548,304,496,34,US_NC
2020-04-26,8830,309,282,5,US_NC
2020-04-27,9035,331,205,22,US_NC
2020-04-28,9568,353,533,22,US_NC
2020-04-29,9947,366,379,13,US_NC
2020-04-30,10507,385,560,19,US_NC
2020-05-01,10922,405,415,20,US_NC
2020-05-02,11514,428,592,23,US_NC
2020-05-03,11668,436,154,8,US_NC
2020-05-04,11871,454,203,18,US_NC
2020-05-05,12283,477,412,23,US_NC
2020-05-06,12783,497,500,20,US_NC
2020-05-07,13431,521,648,24,US_NC
2020-05-08,13879,537,448,16,US_NC
2020-05-09,14387,554,508,17,US_NC
2020-05-10,14783,561,396,7,US_NC
2020-05-11,15069,571,286,10,US_NC
2020-05-12,15402,597,333,26,US_NC
2020-05-13,15850,615,448,18,US_NC
2020-05-14,16593,632,743,17,US_NC
2020-05-15,17190,660,597,28,US_NC
2020-05-16,18009,671,819,11,US_NC
2020-05-17,18537,679,528,8,US_NC
2020-05-18,19121,684,584,5,US_NC
2020-05-19,19762,711,641,27,US_NC
2020-05-20,20221,721,459,10,US_NC
2020-05-21,20934,734,713,13,US_NC
2020-05-22,21661,754,727,20,US_NC
2020-05-23,22731,763,1070,9,US_NC
2020-05-24,23231,771,500,8,US_NC
2020-05-25,23997,780,766,9,US_NC
2020-05-26,24188,789,191,9,US_NC
2020-05-27,24787,827,599,38,US_NC
2020-05-28,25616,859,829,32,US_NC
2020-05-29,26735,888,1119,29,US_NC
2020-05-30,27761,903,1026,15,US_NC
2020-05-31,28686,911,925,8,US_NC
2020-06-01,29368,923,682,12,US_NC
2020-06-02,30052,950,684,27,US_NC
2020-06-03,31013,971,961,21,US_NC
2020-06-04,32276,993,1263,22,US_NC
2020-06-05,33417,1001,1141,8,US_NC
2020-06-06,34809,1020,1392,19,US_NC
2020-06-07,35663,1024,854,4,US_NC
2020-06-08,36581,1041,918,17,US_NC
2020-06-09,37393,1069,812,28,US_NC
2020-06-10,38305,1096,912,27,US_NC
2020-06-11,39735,1114,1430,18,US_NC
2020-06-12,41467,1128,1732,14,US_NC
2020-06-13,42911,1135,1444,7,US_NC
2020-06-14,44199,1139,1288,4,US_NC
2020-06-15,45257,1156,1058,17,US_NC
2020-06-16,46105,1185,848,29,US_NC
2020-06-17,47142,1198,1037,13,US_NC
2020-06-18,48426,1209,1284,11,US_NC
2020-06-19,50014,1223,1588,14,US_NC
2020-06-20,51640,1239,1626,16,US_NC
2020-06-21,52854,1245,1214,6,US_NC
2020-06-22,53840,1250,986,5,US_NC
2020-06-23,54824,1276,984,26,US_NC
2020-06-24,56261,1295,1437,19,US_NC
2020-06-25,57538,1305,1277,10,US_NC
2020-06-26,59253,1319,1715,14,US_NC
2020-03-11,1,0,,,US_ND
2020-03-12,1,0,0,0,US_ND
2020-03-13,1,0,0,0,US_ND
2020-03-14,1,0,0,0,US_ND
2020-03-15,1,0,0,0,US_ND
2020-03-16,1,0,0,0,US_ND
2020-03-17,5,0,4,0,US_ND
2020-03-18,7,0,2,0,US_ND
2020-03-19,19,0,12,0,US_ND
2020-03-20,27,0,8,0,US_ND
2020-03-21,28,0,1,0,US_ND
2020-03-22,30,0,2,0,US_ND
2020-03-23,32,0,2,0,US_ND
2020-03-24,37,0,5,0,US_ND
2020-03-25,45,0,8,0,US_ND
2020-03-26,58,0,13,0,US_ND
2020-03-27,68,1,10,1,US_ND
2020-03-28,93,1,25,0,US_ND
2020-03-29,97,1,4,0,US_ND
2020-03-30,109,3,12,2,US_ND
2020-03-31,126,3,17,0,US_ND
2020-04-01,147,3,21,0,US_ND
2020-04-02,159,3,12,0,US_ND
2020-04-03,173,3,14,0,US_ND
2020-04-04,186,3,13,0,US_ND
2020-04-05,207,3,21,0,US_ND
2020-04-06,225,3,18,0,US_ND
2020-04-07,237,4,12,1,US_ND
2020-04-08,251,4,14,0,US_ND
2020-04-09,269,5,18,1,US_ND
2020-04-10,278,7,9,2,US_ND
2020-04-11,293,7,15,0,US_ND
2020-04-12,308,8,15,1,US_ND
2020-04-13,331,9,23,1,US_ND
2020-04-14,341,9,10,0,US_ND
2020-04-15,365,9,24,0,US_ND
2020-04-16,393,9,28,0,US_ND
2020-04-17,439,9,46,0,US_ND
2020-04-18,528,9,89,0,US_ND
2020-04-19,585,10,57,1,US_ND
2020-04-20,627,13,42,3,US_ND
2020-04-21,644,13,17,0,US_ND
2020-04-22,679,14,35,1,US_ND
2020-04-23,709,15,30,1,US_ND
2020-04-24,748,15,39,0,US_ND
2020-04-25,803,16,55,1,US_ND
2020-04-26,867,17,64,1,US_ND
2020-04-27,942,19,75,2,US_ND
2020-04-28,991,19,49,0,US_ND
2020-04-29,1033,19,42,0,US_ND
2020-04-30,1067,19,34,0,US_ND
2020-05-01,1107,23,40,4,US_ND
2020-05-02,1153,24,46,1,US_ND
2020-05-03,1191,25,38,1,US_ND
2020-05-04,1225,25,34,0,US_ND
2020-05-05,1266,25,41,0,US_ND
2020-05-06,1323,31,57,6,US_ND
2020-05-07,1371,31,48,0,US_ND
2020-05-08,1425,33,54,2,US_ND
2020-05-09,1464,35,39,2,US_ND
2020-05-10,1491,35,27,0,US_ND
2020-05-11,1518,36,27,1,US_ND
2020-05-12,1571,38,53,2,US_ND
2020-05-13,1647,40,76,2,US_ND
2020-05-14,1712,40,65,0,US_ND
2020-05-15,1761,42,49,2,US_ND
2020-05-16,1848,42,87,0,US_ND
2020-05-17,1900,43,52,1,US_ND
2020-05-18,1931,44,31,1,US_ND
2020-05-19,1994,45,63,1,US_ND
2020-05-20,2095,49,101,4,US_ND
2020-05-21,2229,51,134,2,US_ND
2020-05-22,2317,52,88,1,US_ND
2020-05-23,2365,52,48,0,US_ND
2020-05-24,2418,53,53,1,US_ND
2020-05-25,2457,54,39,1,US_ND
2020-05-26,2422,54,-35,0,US_ND
2020-05-27,2442,59,20,5,US_ND
2020-05-28,2484,60,42,1,US_ND
2020-05-29,2523,62,39,2,US_ND
2020-05-30,2557,63,34,1,US_ND
2020-05-31,2580,64,23,1,US_ND
2020-06-01,2628,64,48,0,US_ND
2020-06-02,2649,68,21,4,US_ND
2020-06-03,2682,69,33,1,US_ND
2020-06-04,2709,69,27,0,US_ND
2020-06-05,2748,74,39,5,US_ND
2020-06-06,2819,75,71,1,US_ND
2020-06-07,2864,75,45,0,US_ND
2020-06-08,2883,75,19,0,US_ND
2020-06-09,2904,75,21,0,US_ND
2020-06-10,2944,76,40,1,US_ND
2020-06-11,2983,77,39,1,US_ND
2020-06-12,3019,77,36,0,US_ND
2020-06-13,3061,77,42,0,US_ND
2020-06-14,3083,77,22,0,US_ND
2020-06-15,3104,77,21,0,US_ND
2020-06-16,3127,77,23,0,US_ND
2020-06-17,3170,78,43,1,US_ND
2020-06-18,3199,81,29,3,US_ND
2020-06-19,3232,82,33,1,US_ND
2020-06-20,3257,82,25,0,US_ND
2020-06-21,3294,83,37,1,US_ND
2020-06-22,3319,83,25,0,US_ND
2020-06-23,3326,84,7,1,US_ND
2020-06-24,3370,86,44,2,US_ND
2020-06-25,3402,87,32,1,US_ND
2020-06-26,3430,87,28,0,US_ND
2020-02-17,10,0,,,US_NE
2020-02-18,10,0,0,0,US_NE
2020-02-19,10,0,0,0,US_NE
2020-02-20,11,0,1,0,US_NE
2020-02-21,11,0,0,0,US_NE
2020-02-22,11,0,0,0,US_NE
2020-02-23,11,0,0,0,US_NE
2020-02-24,12,0,1,0,US_NE
2020-02-25,13,0,1,0,US_NE
2020-02-26,13,0,0,0,US_NE
2020-02-27,13,0,0,0,US_NE
2020-02-28,13,0,0,0,US_NE
2020-02-29,13,0,0,0,US_NE
2020-03-01,13,0,0,0,US_NE
2020-03-02,13,0,0,0,US_NE
2020-03-03,13,0,0,0,US_NE
2020-03-04,13,0,0,0,US_NE
2020-03-05,13,0,0,0,US_NE
2020-03-06,14,0,1,0,US_NE
2020-03-07,14,0,0,0,US_NE
2020-03-08,16,0,2,0,US_NE
2020-03-09,16,0,0,0,US_NE
2020-03-10,17,0,1,0,US_NE
2020-03-11,23,0,6,0,US_NE
2020-03-12,24,0,1,0,US_NE
2020-03-13,27,0,3,0,US_NE
2020-03-14,29,0,2,0,US_NE
2020-03-15,31,0,2,0,US_NE
2020-03-16,33,0,2,0,US_NE
2020-03-17,36,0,3,0,US_NE
2020-03-18,43,0,7,0,US_NE
2020-03-19,47,0,4,0,US_NE
2020-03-20,53,0,6,0,US_NE
2020-03-21,61,0,8,0,US_NE
2020-03-22,62,0,1,0,US_NE
2020-03-23,73,0,11,0,US_NE
2020-03-24,77,0,4,0,US_NE
2020-03-25,84,0,7,0,US_NE
2020-03-26,91,0,7,0,US_NE
2020-03-27,102,2,11,2,US_NE
2020-03-28,122,2,20,0,US_NE
2020-03-29,138,2,16,0,US_NE
2020-03-30,185,3,47,1,US_NE
2020-03-31,199,4,14,1,US_NE
2020-04-01,249,5,50,1,US_NE
2020-04-02,273,6,24,1,US_NE
2020-04-03,297,6,24,0,US_NE
2020-04-04,339,8,42,2,US_NE
2020-04-05,377,8,38,0,US_NE
2020-04-06,438,10,61,2,US_NE
2020-04-07,491,12,53,2,US_NE
2020-04-08,538,14,47,2,US_NE
2020-04-09,594,15,56,1,US_NE
2020-04-10,678,18,84,3,US_NE
2020-04-11,718,18,40,0,US_NE
2020-04-12,805,18,87,0,US_NE
2020-04-13,870,19,65,1,US_NE
2020-04-14,930,21,60,2,US_NE
2020-04-15,994,22,64,1,US_NE
2020-04-16,1094,24,100,2,US_NE
2020-04-17,1216,24,122,0,US_NE
2020-04-18,1348,28,132,4,US_NE
2020-04-19,1473,28,125,0,US_NE
2020-04-20,1646,33,173,5,US_NE
2020-04-21,1726,38,80,5,US_NE
2020-04-22,1826,42,100,4,US_NE
2020-04-23,2190,46,364,4,US_NE
2020-04-24,2474,50,284,4,US_NE
2020-04-25,2898,52,424,2,US_NE
2020-04-26,3126,54,228,2,US_NE
2020-04-27,3487,54,361,0,US_NE
2020-04-28,3613,56,126,2,US_NE
2020-04-29,3876,67,263,11,US_NE
2020-04-30,4332,70,456,3,US_NE
2020-05-01,4838,72,506,2,US_NE
2020-05-02,5332,75,494,3,US_NE
2020-05-03,5686,77,354,2,US_NE
2020-05-04,6123,78,437,1,US_NE
2020-05-05,6442,81,319,3,US_NE
2020-05-06,6771,85,329,4,US_NE
2020-05-07,7190,91,419,6,US_NE
2020-05-08,7830,92,640,1,US_NE
2020-05-09,8233,95,403,3,US_NE
2020-05-10,8328,97,95,2,US_NE
2020-05-11,8575,99,247,2,US_NE
2020-05-12,8732,102,157,3,US_NE
2020-05-13,9072,106,340,4,US_NE
2020-05-14,9411,117,339,11,US_NE
2020-05-15,9766,122,355,5,US_NE
2020-05-16,10220,129,454,7,US_NE
2020-05-17,10348,129,128,0,US_NE
2020-05-18,10625,132,277,3,US_NE
2020-05-19,10846,136,221,4,US_NE
2020-05-20,11119,141,273,5,US_NE
2020-05-21,11424,148,305,7,US_NE
2020-05-22,11662,149,238,1,US_NE
2020-05-23,11989,150,327,1,US_NE
2020-05-24,12134,153,145,3,US_NE
2020-05-25,12355,155,221,2,US_NE
2020-05-26,12619,160,264,5,US_NE
2020-05-27,12976,168,357,8,US_NE
2020-05-28,13261,170,285,2,US_NE
2020-05-29,13654,177,393,7,US_NE
2020-05-30,13905,177,251,0,US_NE
2020-05-31,14101,178,196,1,US_NE
2020-06-01,14345,183,244,5,US_NE
2020-06-02,14611,187,266,4,US_NE
2020-06-03,14866,189,255,2,US_NE
2020-06-04,15117,193,251,4,US_NE
2020-06-05,15379,193,262,0,US_NE
2020-06-06,15543,196,164,3,US_NE
2020-06-07,15634,196,91,0,US_NE
2020-06-08,15752,196,118,0,US_NE
2020-06-09,15888,199,136,3,US_NE
2020-06-10,16025,209,137,10,US_NE
2020-06-11,16315,217,290,8,US_NE
2020-06-12,16513,221,198,4,US_NE
2020-06-13,16634,221,121,0,US_NE
2020-06-14,16735,221,101,0,US_NE
2020-06-15,16860,226,125,5,US_NE
2020-06-16,17031,236,171,10,US_NE
2020-06-17,17226,239,195,3,US_NE
2020-06-18,17415,244,189,5,US_NE
2020-06-19,17591,249,176,5,US_NE
2020-06-20,17707,249,116,0,US_NE
2020-06-21,17810,252,103,3,US_NE
2020-06-22,17957,255,147,3,US_NE
2020-06-23,18092,262,135,7,US_NE
2020-06-24,18221,263,129,1,US_NE
2020-06-25,18346,266,125,3,US_NE
2020-06-26,18524,270,178,4,US_NE
2020-03-02,1,0,,,US_NH
2020-03-03,2,0,1,0,US_NH
2020-03-04,2,0,0,0,US_NH
2020-03-05,2,0,0,0,US_NH
2020-03-06,2,0,0,0,US_NH
2020-03-07,4,0,2,0,US_NH
2020-03-08,4,0,0,0,US_NH
2020-03-09,4,0,0,0,US_NH
2020-03-10,5,0,1,0,US_NH
2020-03-11,5,0,0,0,US_NH
2020-03-12,6,0,1,0,US_NH
2020-03-13,7,0,1,0,US_NH
2020-03-14,7,0,0,0,US_NH
2020-03-15,13,0,6,0,US_NH
2020-03-16,17,0,4,0,US_NH
2020-03-17,26,0,9,0,US_NH
2020-03-18,39,0,13,0,US_NH
2020-03-19,44,0,5,0,US_NH
2020-03-20,55,0,11,0,US_NH
2020-03-21,65,0,10,0,US_NH
2020-03-22,78,0,13,0,US_NH
2020-03-23,101,1,23,1,US_NH
2020-03-24,108,1,7,0,US_NH
2020-03-25,137,1,29,0,US_NH
2020-03-26,158,1,21,0,US_NH
2020-03-27,187,2,29,1,US_NH
2020-03-28,214,2,27,0,US_NH
2020-03-29,258,3,44,1,US_NH
2020-03-30,314,3,56,0,US_NH
2020-03-31,367,3,53,0,US_NH
2020-04-01,415,4,48,1,US_NH
2020-04-02,479,5,64,1,US_NH
2020-04-03,540,7,61,2,US_NH
2020-04-04,621,9,81,2,US_NH
2020-04-05,669,9,48,0,US_NH
2020-04-06,715,9,46,0,US_NH
2020-04-07,747,13,32,4,US_NH
2020-04-08,788,18,41,5,US_NH
2020-04-09,819,21,31,3,US_NH
2020-04-10,885,22,66,1,US_NH
2020-04-11,929,23,44,1,US_NH
2020-04-12,985,23,56,0,US_NH
2020-04-13,1020,23,35,0,US_NH
2020-04-14,1091,27,71,4,US_NH
2020-04-15,1139,32,48,5,US_NH
2020-04-16,1211,34,72,2,US_NH
2020-04-17,1287,37,76,3,US_NH
2020-04-18,1342,38,55,1,US_NH
2020-04-19,1392,41,50,3,US_NH
2020-04-20,1447,42,55,1,US_NH
2020-04-21,1491,42,44,0,US_NH
2020-04-22,1588,48,97,6,US_NH
2020-04-23,1670,51,82,3,US_NH
2020-04-24,1720,53,50,2,US_NH
2020-04-25,1793,60,73,7,US_NH
2020-04-26,1864,60,71,0,US_NH
2020-04-27,1938,60,74,0,US_NH
2020-04-28,2010,60,72,0,US_NH
2020-04-29,2054,66,44,6,US_NH
2020-04-30,2146,72,92,6,US_NH
2020-05-01,2310,81,164,9,US_NH
2020-05-02,2429,84,119,3,US_NH
2020-05-03,2518,86,89,2,US_NH
2020-05-04,2588,86,70,0,US_NH
2020-05-05,2636,92,48,6,US_NH
2020-05-06,2741,111,105,19,US_NH
2020-05-07,2843,114,102,3,US_NH
2020-05-08,2947,121,104,7,US_NH
2020-05-09,3011,131,64,10,US_NH
2020-05-10,3071,133,60,2,US_NH
2020-05-11,3160,133,89,0,US_NH
2020-05-12,3239,142,79,9,US_NH
2020-05-13,3299,150,60,8,US_NH
2020-05-14,3382,151,83,1,US_NH
2020-05-15,3464,159,82,8,US_NH
2020-05-16,3556,171,92,12,US_NH
2020-05-17,3596,172,40,1,US_NH
2020-05-18,3652,172,56,0,US_NH
2020-05-19,3721,182,69,10,US_NH
2020-05-20,3868,190,147,8,US_NH
2020-05-21,3935,199,67,9,US_NH
2020-05-22,4014,204,79,5,US_NH
2020-05-23,4089,208,75,4,US_NH
2020-05-24,4149,209,60,1,US_NH
2020-05-25,4197,210,48,1,US_NH
2020-05-26,4231,214,34,4,US_NH
2020-05-27,4286,223,55,9,US_NH
2020-05-28,4389,232,103,9,US_NH
2020-05-29,4492,238,103,6,US_NH
2020-05-30,4545,242,53,4,US_NH
2020-05-31,4651,245,106,3,US_NH
2020-06-01,4685,245,34,0,US_NH
2020-06-02,4749,256,64,11,US_NH
2020-06-03,4795,265,46,9,US_NH
2020-06-04,4876,273,81,8,US_NH
2020-06-05,4953,278,77,5,US_NH
2020-06-06,5019,283,66,5,US_NH
2020-06-07,5043,286,24,3,US_NH
2020-06-08,5079,286,36,0,US_NH
2020-06-09,5132,294,53,8,US_NH
2020-06-10,5178,301,46,7,US_NH
2020-06-11,5209,308,31,7,US_NH
2020-06-12,5251,315,42,7,US_NH
2020-06-13,5299,318,48,3,US_NH
2020-06-14,5318,320,19,2,US_NH
2020-06-15,5345,320,27,0,US_NH
2020-06-16,5364,326,19,6,US_NH
2020-06-17,5436,330,72,4,US_NH
2020-06-18,5450,331,14,1,US_NH
2020-06-19,5486,337,36,6,US_NH
2020-06-20,5518,339,32,2,US_NH
2020-06-21,5544,339,26,0,US_NH
2020-06-22,5558,339,14,0,US_NH
2020-06-23,5571,343,13,4,US_NH
2020-06-24,5598,347,27,4,US_NH
2020-06-25,5638,357,40,10,US_NH
2020-06-26,5671,365,33,8,US_NH
2020-03-04,1,0,,,US_NJ
2020-03-05,2,0,1,0,US_NJ
2020-03-06,4,0,2,0,US_NJ
2020-03-07,4,0,0,0,US_NJ
2020-03-08,6,0,2,0,US_NJ
2020-03-09,11,0,5,0,US_NJ
2020-03-10,15,1,4,1,US_NJ
2020-03-11,23,1,8,0,US_NJ
2020-03-12,29,1,6,0,US_NJ
2020-03-13,50,1,21,0,US_NJ
2020-03-14,75,2,25,1,US_NJ
2020-03-15,98,2,23,0,US_NJ
2020-03-16,176,3,78,1,US_NJ
2020-03-17,268,3,92,0,US_NJ
2020-03-18,427,5,159,2,US_NJ
2020-03-19,735,9,308,4,US_NJ
2020-03-20,896,11,161,2,US_NJ
2020-03-21,1336,16,440,5,US_NJ
2020-03-22,1914,20,578,4,US_NJ
2020-03-23,2844,27,930,7,US_NJ
2020-03-24,3675,44,831,17,US_NJ
2020-03-25,4402,62,727,18,US_NJ
2020-03-26,6876,82,2474,20,US_NJ
2020-03-27,8825,108,1949,26,US_NJ
2020-03-28,11124,140,2299,32,US_NJ
2020-03-29,13386,161,2262,21,US_NJ
2020-03-30,16636,199,3250,38,US_NJ
2020-03-31,18696,267,2060,68,US_NJ
2020-04-01,22255,355,3559,88,US_NJ
2020-04-02,25590,539,3335,184,US_NJ
2020-04-03,29895,647,4305,108,US_NJ
2020-04-04,34124,847,4229,200,US_NJ
2020-04-05,37505,917,3381,70,US_NJ
2020-04-06,41090,1005,3585,88,US_NJ
2020-04-07,44416,1232,3326,227,US_NJ
2020-04-08,47437,1504,3021,272,US_NJ
2020-04-09,51027,1700,3590,196,US_NJ
2020-04-10,54588,1932,3561,232,US_NJ
2020-04-11,58151,2183,3563,251,US_NJ
2020-04-12,61850,2350,3699,167,US_NJ
2020-04-13,64584,2443,2734,93,US_NJ
2020-04-14,68824,2805,4240,362,US_NJ
2020-04-15,71030,3156,2206,351,US_NJ
2020-04-16,75317,3518,4287,362,US_NJ
2020-04-17,78467,3840,3150,322,US_NJ
2020-04-18,81420,4070,2953,230,US_NJ
2020-04-19,85301,4202,3881,132,US_NJ
2020-04-20,88806,4377,3505,175,US_NJ
2020-04-21,92387,4753,3581,376,US_NJ
2020-04-22,95865,5063,3478,310,US_NJ
2020-04-23,99989,5368,4124,305,US_NJ
2020-04-24,102196,5617,2207,249,US_NJ
2020-04-25,105523,5863,3327,246,US_NJ
2020-04-26,109038,5938,3515,75,US_NJ
2020-04-27,111188,6044,2150,106,US_NJ
2020-04-28,113856,6442,2668,398,US_NJ
2020-04-29,116264,6770,2408,328,US_NJ
2020-04-30,118652,7228,2388,458,US_NJ
2020-05-01,121190,7538,2538,310,US_NJ
2020-05-02,123717,7742,2527,204,US_NJ
2020-05-03,126744,7871,3027,129,US_NJ
2020-05-04,128269,7910,1525,39,US_NJ
2020-05-05,130593,8244,2324,334,US_NJ
2020-05-06,131890,8549,1297,305,US_NJ
2020-05-07,133635,8801,1745,252,US_NJ
2020-05-08,135454,8952,1819,151,US_NJ
2020-05-09,137085,9116,1631,164,US_NJ
2020-05-10,138532,9255,1447,139,US_NJ
2020-05-11,139945,9310,1413,55,US_NJ
2020-05-12,140743,9508,798,198,US_NJ
2020-05-13,141560,9702,817,194,US_NJ
2020-05-14,142704,9946,1144,244,US_NJ
2020-05-15,143905,10138,1201,192,US_NJ
2020-05-16,145089,10249,1184,111,US_NJ
2020-05-17,146334,10356,1245,107,US_NJ
2020-05-18,148039,10435,1705,79,US_NJ
