Date,Country,AreaCode,Area,TotalCases
2020-04-23,England,E08000005,Rochdale,535
2020-04-23,England,E08000018,Rotherham,626
2020-04-23,England,E06000017,Rutland,19
2020-04-23,England,E08000006,Salford,694
2020-04-23,England,E08000028,Sandwell,882
2020-04-23,England,E08000014,Sefton,741
2020-04-23,England,E08000019,Sheffield,1940
2020-04-23,England,E06000051,Shropshire,425
2020-04-23,England,E06000039,Slough,354
2020-04-23,England,E08000029,Solihull,533
2020-04-23,England,E10000027,Somerset,437
2020-04-23,England,E06000025,South Gloucestershire,312
2020-04-23,England,E08000023,South Tyneside,457
2020-04-23,England,E06000045,Southampton,425
2020-04-23,England,E06000033,Southend-on-Sea,280
2020-04-23,England,E09000028,Southwark,1151
2020-04-23,England,E08000013,St. Helens,580
2020-04-23,England,E10000028,Staffordshire,1542
2020-04-23,England,E08000007,Stockport,750
2020-04-23,England,E06000004,Stockton-on-Tees,328
2020-04-23,England,E06000021,Stoke-on-Trent,375
2020-04-23,England,E10000029,Suffolk,927
2020-04-23,England,E08000024,Sunderland,1054
2020-04-23,England,E10000030,Surrey,2415
2020-04-23,England,E09000029,Sutton,648
2020-04-23,England,E06000030,Swindon,333
2020-04-23,England,E08000008,Tameside,426
2020-04-23,England,E06000020,Telford and Wrekin,231
2020-04-23,England,E06000034,Thurrock,263
2020-04-23,England,E06000027,Torbay,182
2020-04-23,England,E09000030,Tower Hamlets,586
2020-04-23,England,E08000009,Trafford,557
2020-04-23,England,E08000036,Wakefield,469
2020-04-23,England,E08000030,Walsall,837
2020-04-23,England,E09000031,Waltham Forest,688
2020-04-23,England,E09000032,Wandsworth,893
2020-04-23,England,E06000007,Warrington,554
2020-04-23,England,E10000031,Warwickshire,1033
2020-04-23,England,E06000037,West Berkshire,297
2020-04-23,England,E10000032,West Sussex,1025
2020-04-23,England,E09000033,Westminster,579
2020-04-23,England,E08000010,Wigan,724
2020-04-23,England,E06000054,Wiltshire,389
2020-04-23,England,E06000040,Windsor and Maidenhead,224
2020-04-23,England,E08000015,Wirral,921
2020-04-23,England,E06000041,Wokingham,347
2020-04-23,England,E08000031,Wolverhampton,707
2020-04-23,England,E10000034,Worcestershire,1057
2020-04-23,England,E06000014,York,233
2020-04-23,Scotland,S08000015,Ayrshire and Arran,653
2020-04-23,Scotland,S08000016,Borders,248
2020-04-23,Scotland,S08000017,Dumfries and Galloway,235
2020-04-23,Scotland,S08000029,Fife,619
2020-04-23,Scotland,S08000019,Forth Valley,604
2020-04-23,Scotland,S08000020,Grampian,602
2020-04-23,Scotland,S08000031,Greater Glasgow and Clyde,2250
2020-04-23,Scotland,S08000022,Highland,214
2020-04-23,Scotland,S08000032,Lanarkshire,1155
2020-04-23,Scotland,S08000024,Lothian,1604
2020-04-23,Scotland,S08000025,Orkney,6
2020-04-23,Scotland,S08000026,Shetland,54
2020-04-23,Scotland,S08000030,Tayside,1159
2020-04-23,Scotland,S08000028,Western Isles,6
2020-04-23,Wales,W11000028,Aneurin Bevan,2004
2020-04-23,Wales,W11000023,Betsi Cadwaladr,1126
2020-04-23,Wales,W11000029,Cardiff and Vale,2066
2020-04-23,Wales,W11000030,Cwm Taf,1608
2020-04-23,Wales,W11000025,Hywel Dda,672
2020-04-23,Wales,,Outside Wales,79
2020-04-23,Wales,W11000024,Powys,159
2020-04-23,Wales,W11000031,Swansea Bay,1424
2020-04-23,Wales,,Unknown,74
2020-04-24,England,E09000002,Barking and Dagenham,444
2020-04-24,England,E09000003,Barnet,1162
2020-04-24,England,E08000016,Barnsley,584
2020-04-24,England,E06000022,Bath and North East Somerset,203
2020-04-24,England,E06000055,Bedford,427
2020-04-24,England,E09000004,Bexley,587
2020-04-24,England,E08000025,Birmingham,2712
2020-04-24,England,E06000008,Blackburn with Darwen,293
2020-04-24,England,E06000009,Blackpool,387
2020-04-24,England,E08000001,Bolton,744
2020-04-24,England,E06000058,"Bournemouth, Christchurch and Poole",394
2020-04-24,England,E06000036,Bracknell Forest,202
2020-04-24,England,E08000032,Bradford,747
2020-04-24,England,E09000005,Brent,1319
2020-04-24,England,E06000043,Brighton and Hove,350
2020-04-24,England,E06000023,"Bristol, City of",573
2020-04-24,England,E09000006,Bromley,1007
2020-04-24,England,E10000002,Buckinghamshire,762
2020-04-24,England,E08000002,Bury,535
2020-04-24,England,E08000033,Calderdale,225
2020-04-24,England,E10000003,Cambridgeshire,695
2020-04-24,England,E09000007,Camden,564
2020-04-24,England,E06000056,Central Bedfordshire,469
2020-04-24,England,E06000049,Cheshire East,776
2020-04-24,England,E06000050,Cheshire West and Chester,717
2020-04-24,England,E06000052,Cornwall and Isles of Scilly,459
2020-04-24,England,E06000047,County Durham,1235
2020-04-24,England,E08000026,Coventry,631
2020-04-24,England,E09000008,Croydon,1320
2020-04-24,England,E10000006,Cumbria,1735
2020-04-24,England,E06000005,Darlington,242
2020-04-24,England,E06000015,Derby,452
2020-04-24,England,E10000007,Derbyshire,1116
2020-04-24,England,E10000008,Devon,645
2020-04-24,England,E08000017,Doncaster,441
2020-04-24,England,E06000059,Dorset,295
2020-04-24,England,E08000027,Dudley,690
2020-04-24,England,E09000009,Ealing,1014
2020-04-24,England,E06000011,East Riding of Yorkshire,489
2020-04-24,England,E10000011,East Sussex,518
2020-04-24,England,E09000010,Enfield,803
2020-04-24,England,E10000012,Essex,2364
2020-04-24,England,E08000037,Gateshead,742
2020-04-24,England,E10000013,Gloucestershire,1126
2020-04-24,England,E09000011,Greenwich,618
2020-04-24,England,E09000012,Hackney,599
2020-04-24,England,E06000006,Halton,304
2020-04-24,England,E09000013,Hammersmith and Fulham,600
2020-04-24,England,E10000014,Hampshire,2594
2020-04-24,England,E09000014,Haringey,533
2020-04-24,England,E09000015,Harrow,869
2020-04-24,England,E06000001,Hartlepool,179
2020-04-24,England,E09000016,Havering,618
2020-04-24,England,E06000019,"Herefordshire, County of",247
2020-04-24,England,E10000015,Hertfordshire,2167
2020-04-24,England,E09000017,Hillingdon,700
2020-04-24,England,E09000018,Hounslow,625
2020-04-24,England,E06000046,Isle of Wight,102
2020-04-24,England,E09000019,Islington,410
2020-04-24,England,E10000016,Kent,3277
2020-04-24,England,E06000010,"Kingston upon Hull, City of",388
2020-04-24,England,E09000021,Kingston upon Thames,427
2020-04-24,England,E08000034,Kirklees,519
2020-04-24,England,E08000011,Knowsley,499
2020-04-24,England,E09000022,Lambeth,1112
2020-04-24,England,E10000017,Lancashire,2623
2020-04-24,England,E08000035,Leeds,1268
2020-04-24,England,E06000016,Leicester,603
2020-04-24,England,E10000018,Leicestershire,853
2020-04-24,England,E09000023,Lewisham,885
2020-04-24,England,E10000019,Lincolnshire,782
2020-04-24,England,E08000012,Liverpool,1318
2020-04-24,England,E06000032,Luton,586
2020-04-24,England,E08000003,Manchester,1090
2020-04-24,England,E06000035,Medway,597
2020-04-24,England,E09000024,Merton,632
2020-04-24,England,E06000002,Middlesbrough,488
2020-04-24,England,E06000042,Milton Keynes,434
2020-04-24,England,E08000021,Newcastle upon Tyne,832
2020-04-24,England,E09000025,Newham,926
2020-04-24,England,E10000020,Norfolk,1348
2020-04-24,England,E06000012,North East Lincolnshire,128
2020-04-24,England,E06000013,North Lincolnshire,309
2020-04-24,England,E06000024,North Somerset,207
2020-04-24,England,E08000022,North Tyneside,448
2020-04-24,England,E10000023,North Yorkshire,821
2020-04-24,England,E10000021,Northamptonshire,997
2020-04-24,England,E06000057,Northumberland,716
2020-04-24,England,E06000018,Nottingham,486
2020-04-24,England,E10000024,Nottinghamshire,1029
2020-04-24,England,E08000004,Oldham,734
2020-04-24,England,E10000025,Oxfordshire,1451
2020-04-24,England,E06000031,Peterborough,207
2020-04-24,England,E06000026,Plymouth,267
2020-04-24,England,E06000044,Portsmouth,268
2020-04-24,England,E06000038,Reading,448
2020-04-24,England,E09000026,Redbridge,653
2020-04-24,England,E06000003,Redcar and Cleveland,288
2020-04-24,England,E09000027,Richmond upon Thames,353
2020-04-24,England,E08000005,Rochdale,548
2020-04-24,England,E08000018,Rotherham,649
2020-04-24,England,E06000017,Rutland,20
2020-04-24,England,E08000006,Salford,710
2020-04-24,England,E08000028,Sandwell,913
2020-04-24,England,E08000014,Sefton,751
2020-04-24,England,E08000019,Sheffield,1982
2020-04-24,England,E06000051,Shropshire,443
2020-04-24,England,E06000039,Slough,362
2020-04-24,England,E08000029,Solihull,538
2020-04-24,England,E10000027,Somerset,450
2020-04-24,England,E06000025,South Gloucestershire,321
2020-04-24,England,E08000023,South Tyneside,486
2020-04-24,England,E06000045,Southampton,432
2020-04-24,England,E06000033,Southend-on-Sea,284
2020-04-24,England,E09000028,Southwark,1160
2020-04-24,England,E08000013,St. Helens,600
2020-04-24,England,E10000028,Staffordshire,1590
2020-04-24,England,E08000007,Stockport,769
2020-04-24,England,E06000004,Stockton-on-Tees,333
2020-04-24,England,E06000021,Stoke-on-Trent,396
2020-04-24,England,E10000029,Suffolk,973
2020-04-24,England,E08000024,Sunderland,1075
2020-04-24,England,E10000030,Surrey,2466
2020-04-24,England,E09000029,Sutton,657
2020-04-24,England,E06000030,Swindon,340
2020-04-24,England,E08000008,Tameside,436
2020-04-24,England,E06000020,Telford and Wrekin,234
2020-04-24,England,E06000034,Thurrock,265
2020-04-24,England,E09000030,Tower Hamlets,587
2020-04-24,England,E08000009,Trafford,569
2020-04-24,England,E08000036,Wakefield,477
2020-04-24,England,E08000030,Walsall,882
2020-04-24,England,E09000031,Waltham Forest,697
2020-04-24,England,E09000032,Wandsworth,898
2020-04-24,England,E06000007,Warrington,562
2020-04-24,England,E10000031,Warwickshire,1067
2020-04-24,England,E06000037,West Berkshire,300
2020-04-24,England,E10000032,West Sussex,1052
2020-04-24,England,E09000033,Westminster,584
2020-04-24,England,E08000010,Wigan,747
2020-04-24,England,E06000054,Wiltshire,396
2020-04-24,England,E06000040,Windsor and Maidenhead,229
2020-04-24,England,E08000015,Wirral,944
2020-04-24,England,E06000041,Wokingham,355
2020-04-24,England,E08000031,Wolverhampton,743
2020-04-24,England,E10000034,Worcestershire,1071
2020-04-24,England,E06000014,York,242
2020-04-24,Scotland,S08000015,Ayrshire and Arran,678
2020-04-24,Scotland,S08000016,Borders,253
2020-04-24,Scotland,S08000017,Dumfries and Galloway,235
2020-04-24,Scotland,S08000029,Fife,637
2020-04-24,Scotland,S08000019,Forth Valley,606
2020-04-24,Scotland,S08000020,Grampian,638
2020-04-24,Scotland,S08000031,Greater Glasgow and Clyde,2311
2020-04-24,Scotland,S08000022,Highland,214
2020-04-24,Scotland,S08000032,Lanarkshire,1176
2020-04-24,Scotland,S08000024,Lothian,1684
2020-04-24,Scotland,S08000025,Orkney,6
2020-04-24,Scotland,S08000026,Shetland,54
2020-04-24,Scotland,S08000030,Tayside,1199
2020-04-24,Scotland,S08000028,Western Isles,6
2020-04-24,Wales,W11000028,Aneurin Bevan,2031
2020-04-24,Wales,W11000023,Betsi Cadwaladr,1169
2020-04-24,Wales,W11000029,Cardiff and Vale,2105
2020-04-24,Wales,W11000030,Cwm Taf,1646
2020-04-24,Wales,W11000025,Hywel Dda,682
2020-04-24,Wales,,Outside Wales,82
2020-04-24,Wales,W11000024,Powys,162
2020-04-24,Wales,W11000031,Swansea Bay,1471
2020-04-24,Wales,,Unknown,77
2020-04-25,England,E09000002,Barking and Dagenham,447
2020-04-25,England,E09000003,Barnet,1169
2020-04-25,England,E08000016,Barnsley,605
2020-04-25,England,E06000055,Bedford,432
2020-04-25,England,E09000004,Bexley,596
2020-04-25,England,E08000025,Birmingham,2749
2020-04-25,England,E06000008,Blackburn with Darwen,299
2020-04-25,England,E06000009,Blackpool,398
2020-04-25,England,E08000001,Bolton,754
2020-04-25,England,E06000058,"Bournemouth, Christchurch and Poole",396
2020-04-25,England,E06000036,Bracknell Forest,203
2020-04-25,England,E08000032,Bradford,775
2020-04-25,England,E09000005,Brent,1325
2020-04-25,England,E06000043,Brighton and Hove,354
2020-04-25,England,E06000023,"Bristol, City of",578
2020-04-25,England,E09000006,Bromley,1013
2020-04-25,England,E10000002,Buckinghamshire,781
2020-04-25,England,E08000002,Bury,543
2020-04-25,England,E08000033,Calderdale,229
2020-04-25,England,E10000003,Cambridgeshire,706
2020-04-25,England,E09000007,Camden,567
2020-04-25,England,E06000056,Central Bedfordshire,484
2020-04-25,England,E06000049,Cheshire East,803
2020-04-25,England,E06000050,Cheshire West and Chester,733
2020-04-25,England,E06000052,Cornwall and Isles of Scilly,465
2020-04-25,England,E06000047,County Durham,1268
2020-04-25,England,E08000026,Coventry,646
2020-04-25,England,E09000008,Croydon,1328
2020-04-25,England,E10000006,Cumbria,1764
2020-04-25,England,E06000005,Darlington,247
2020-04-25,England,E06000015,Derby,460
2020-04-25,England,E10000007,Derbyshire,1167
2020-04-25,England,E10000008,Devon,652
2020-04-25,England,E08000017,Doncaster,447
2020-04-25,England,E06000059,Dorset,301
2020-04-25,England,E08000027,Dudley,711
2020-04-25,England,E09000009,Ealing,1022
2020-04-25,England,E06000011,East Riding of Yorkshire,511
2020-04-25,England,E10000011,East Sussex,527
2020-04-25,England,E09000010,Enfield,821
2020-04-25,England,E10000012,Essex,2440
2020-04-25,England,E08000037,Gateshead,749
2020-04-25,England,E10000013,Gloucestershire,1139
2020-04-25,England,E09000011,Greenwich,620
2020-04-25,England,E09000012,Hackney,600
2020-04-25,England,E06000006,Halton,305
2020-04-25,England,E09000013,Hammersmith and Fulham,602
2020-04-25,England,E10000014,Hampshire,2634
2020-04-25,England,E09000014,Haringey,539
2020-04-25,England,E09000015,Harrow,879
2020-04-25,England,E06000001,Hartlepool,182
2020-04-25,England,E09000016,Havering,623
2020-04-25,England,E06000019,"Herefordshire, County of",250
2020-04-25,England,E10000015,Hertfordshire,2192
2020-04-25,England,E09000017,Hillingdon,702
2020-04-25,England,E09000018,Hounslow,632
2020-04-25,England,E06000046,Isle of Wight,103
2020-04-25,England,E09000019,Islington,411
2020-04-25,England,E09000020,Kensington and Chelsea,452
2020-04-25,England,E10000016,Kent,3354
2020-04-25,England,E06000010,"Kingston upon Hull, City of",405
2020-04-25,England,E09000021,Kingston upon Thames,431
2020-04-25,England,E08000034,Kirklees,526
2020-04-25,England,E08000011,Knowsley,507
2020-04-25,England,E09000022,Lambeth,1116
2020-04-25,England,E10000017,Lancashire,2663
2020-04-25,England,E08000035,Leeds,1293
2020-04-25,England,E06000016,Leicester,616
2020-04-25,England,E10000018,Leicestershire,871
2020-04-25,England,E09000023,Lewisham,890
2020-04-25,England,E10000019,Lincolnshire,795
2020-04-25,England,E08000012,Liverpool,1341
2020-04-25,England,E06000032,Luton,605
2020-04-25,England,E08000003,Manchester,1104
2020-04-25,England,E06000035,Medway,602
2020-04-25,England,E09000024,Merton,637
2020-04-25,England,E06000002,Middlesbrough,501
2020-04-25,England,E06000042,Milton Keynes,438
2020-04-25,England,E08000021,Newcastle upon Tyne,843
2020-04-25,England,E09000025,Newham,932
2020-04-25,England,E10000020,Norfolk,1379
2020-04-25,England,E06000012,North East Lincolnshire,130
2020-04-25,England,E06000013,North Lincolnshire,314
2020-04-25,England,E06000024,North Somerset,210
2020-04-25,England,E08000022,North Tyneside,450
2020-04-25,England,E10000023,North Yorkshire,839
2020-04-25,England,E10000021,Northamptonshire,998
2020-04-25,England,E06000057,Northumberland,729
2020-04-25,England,E06000018,Nottingham,487
2020-04-25,England,E10000024,Nottinghamshire,1035
2020-04-25,England,E08000004,Oldham,742
2020-04-25,England,E10000025,Oxfordshire,1475
2020-04-25,England,E06000031,Peterborough,212
2020-04-25,England,E06000026,Plymouth,270
2020-04-25,England,E06000044,Portsmouth,270
2020-04-25,England,E06000038,Reading,457
2020-04-25,England,E09000026,Redbridge,658
2020-04-25,England,E06000003,Redcar and Cleveland,293
2020-04-25,England,E09000027,Richmond upon Thames,355
2020-04-25,England,E08000005,Rochdale,552
2020-04-25,England,E08000018,Rotherham,662
2020-04-25,England,E08000006,Salford,721
2020-04-25,England,E08000028,Sandwell,925
2020-04-25,England,E08000014,Sefton,763
2020-04-25,England,E08000019,Sheffield,2036
2020-04-25,England,E06000051,Shropshire,454
2020-04-25,England,E06000039,Slough,366
2020-04-25,England,E08000029,Solihull,541
2020-04-25,England,E10000027,Somerset,459
2020-04-25,England,E06000025,South Gloucestershire,332
2020-04-25,England,E08000023,South Tyneside,498
2020-04-25,England,E06000045,Southampton,436
2020-04-25,England,E06000033,Southend-on-Sea,288
2020-04-25,England,E09000028,Southwark,1161
2020-04-25,England,E08000013,St. Helens,610
2020-04-25,England,E10000028,Staffordshire,1617
2020-04-25,England,E08000007,Stockport,784
2020-04-25,England,E06000004,Stockton-on-Tees,336
2020-04-25,England,E06000021,Stoke-on-Trent,408
2020-04-25,England,E10000029,Suffolk,1006
2020-04-25,England,E08000024,Sunderland,1091
2020-04-25,England,E10000030,Surrey,2494
2020-04-25,England,E09000029,Sutton,659
2020-04-25,England,E06000030,Swindon,344
2020-04-25,England,E08000008,Tameside,441
2020-04-25,England,E06000020,Telford and Wrekin,242
2020-04-25,England,E06000034,Thurrock,267
2020-04-25,England,E06000027,Torbay,199
2020-04-25,England,E09000030,Tower Hamlets,591
2020-04-25,England,E08000009,Trafford,577
2020-04-25,England,E08000036,Wakefield,483
2020-04-25,England,E08000030,Walsall,904
2020-04-25,England,E09000031,Waltham Forest,704
2020-04-25,England,E09000032,Wandsworth,904
2020-04-25,England,E06000007,Warrington,572
2020-04-25,England,E10000031,Warwickshire,1097
2020-04-25,England,E06000037,West Berkshire,307
2020-04-25,England,E10000032,West Sussex,1070
2020-04-25,England,E09000033,Westminster,586
2020-04-25,England,E08000010,Wigan,759
2020-04-25,England,E06000054,Wiltshire,399
2020-04-25,England,E06000040,Windsor and Maidenhead,233
2020-04-25,England,E08000015,Wirral,956
2020-04-25,England,E06000041,Wokingham,363
2020-04-25,England,E08000031,Wolverhampton,761
2020-04-25,England,E10000034,Worcestershire,1084
2020-04-25,England,E06000014,York,250
2020-04-25,Scotland,S08000015,Ayrshire and Arran,692
2020-04-25,Scotland,S08000016,Borders,258
2020-04-25,Scotland,S08000017,Dumfries and Galloway,237
2020-04-25,Scotland,S08000029,Fife,653
2020-04-25,Scotland,S08000019,Forth Valley,655
2020-04-25,Scotland,S08000020,Grampian,700
2020-04-25,Scotland,S08000031,Greater Glasgow and Clyde,2428
2020-04-25,Scotland,S08000022,Highland,220
2020-04-25,Scotland,S08000032,Lanarkshire,1187
2020-04-25,Scotland,S08000024,Lothian,1730
2020-04-25,Scotland,S08000025,Orkney,7
2020-04-25,Scotland,S08000026,Shetland,54
2020-04-25,Scotland,S08000030,Tayside,1224
2020-04-25,Scotland,S08000028,Western Isles,6
2020-04-25,Wales,W11000028,Aneurin Bevan,2052
2020-04-25,Wales,W11000023,Betsi Cadwaladr,1189
2020-04-25,Wales,W11000029,Cardiff and Vale,2139
2020-04-25,Wales,W11000030,Cwm Taf,1673
2020-04-25,Wales,W11000025,Hywel Dda,691
2020-04-25,Wales,,Outside Wales,83
2020-04-25,Wales,W11000024,Powys,164
2020-04-25,Wales,W11000031,Swansea Bay,1493
2020-04-25,Wales,,Unknown,77
2020-04-26,England,E09000002,Barking and Dagenham,448
2020-04-26,England,E09000003,Barnet,1174
2020-04-26,England,E08000016,Barnsley,619
2020-04-26,England,E06000022,Bath and North East Somerset,206
2020-04-26,England,E06000055,Bedford,437
2020-04-26,England,E09000004,Bexley,599
2020-04-26,England,E08000025,Birmingham,2781
2020-04-26,England,E06000008,Blackburn with Darwen,302
2020-04-26,England,E06000009,Blackpool,410
2020-04-26,England,E08000001,Bolton,761
2020-04-26,England,E06000058,"Bournemouth, Christchurch and Poole",401
2020-04-26,England,E06000036,Bracknell Forest,207
2020-04-26,England,E08000032,Bradford,793
2020-04-26,England,E09000005,Brent,1329
2020-04-26,England,E06000043,Brighton and Hove,358
2020-04-26,England,E06000023,"Bristol, City of",582
2020-04-26,England,E09000006,Bromley,1018
2020-04-26,England,E10000002,Buckinghamshire,789
2020-04-26,England,E08000002,Bury,548
2020-04-26,England,E08000033,Calderdale,233
2020-04-26,England,E10000003,Cambridgeshire,722
2020-04-26,England,E09000007,Camden,568
2020-04-26,England,E06000056,Central Bedfordshire,487
2020-04-26,England,E06000049,Cheshire East,815
2020-04-26,England,E06000050,Cheshire West and Chester,741
2020-04-26,England,E06000052,Cornwall and Isles of Scilly,473
2020-04-26,England,E06000047,County Durham,1285
2020-04-26,England,E08000026,Coventry,648
2020-04-26,England,E09000008,Croydon,1337
2020-04-26,England,E10000006,Cumbria,1778
2020-04-26,England,E06000005,Darlington,249
2020-04-26,England,E06000015,Derby,482
2020-04-26,England,E10000007,Derbyshire,1229
2020-04-26,England,E10000008,Devon,659
2020-04-26,England,E08000017,Doncaster,465
2020-04-26,England,E06000059,Dorset,303
2020-04-26,England,E08000027,Dudley,718
2020-04-26,England,E09000009,Ealing,1027
2020-04-26,England,E06000011,East Riding of Yorkshire,531
2020-04-26,England,E10000011,East Sussex,543
2020-04-26,England,E09000010,Enfield,824
2020-04-26,England,E10000012,Essex,2488
2020-04-26,England,E08000037,Gateshead,752
2020-04-26,England,E10000013,Gloucestershire,1146
2020-04-26,England,E09000011,Greenwich,622
2020-04-26,England,E09000012,Hackney,603
2020-04-26,England,E10000014,Hampshire,2661
2020-04-26,England,E09000014,Haringey,541
2020-04-26,England,E09000015,Harrow,884
2020-04-26,England,E06000001,Hartlepool,189
2020-04-26,England,E09000016,Havering,624
2020-04-26,England,E06000019,"Herefordshire, County of",265
2020-04-26,England,E10000015,Hertfordshire,2210
2020-04-26,England,E09000017,Hillingdon,706
2020-04-26,England,E09000019,Islington,414
2020-04-26,England,E09000020,Kensington and Chelsea,453
2020-04-26,England,E10000016,Kent,3408
2020-04-26,England,E06000010,"Kingston upon Hull, City of",413
2020-04-26,England,E09000021,Kingston upon Thames,434
2020-04-26,England,E08000034,Kirklees,529
2020-04-26,England,E08000011,Knowsley,512
2020-04-26,England,E09000022,Lambeth,1118
2020-04-26,England,E10000017,Lancashire,2704
2020-04-26,England,E08000035,Leeds,1314
2020-04-26,England,E06000016,Leicester,617
2020-04-26,England,E10000018,Leicestershire,875
2020-04-26,England,E09000023,Lewisham,894
2020-04-26,England,E10000019,Lincolnshire,808
2020-04-26,England,E08000012,Liverpool,1355
2020-04-26,England,E08000003,Manchester,1121
2020-04-26,England,E06000035,Medway,609
2020-04-26,England,E09000024,Merton,638
2020-04-26,England,E06000002,Middlesbrough,506
2020-04-26,England,E06000042,Milton Keynes,442
2020-04-26,England,E08000021,Newcastle upon Tyne,854
2020-04-26,England,E09000025,Newham,934
2020-04-26,England,E10000020,Norfolk,1400
2020-04-26,England,E06000013,North Lincolnshire,331
2020-04-26,England,E06000024,North Somerset,211
2020-04-26,England,E08000022,North Tyneside,452
2020-04-26,England,E10000023,North Yorkshire,869
2020-04-26,England,E10000021,Northamptonshire,1008
2020-04-26,England,E06000057,Northumberland,732
2020-04-26,England,E10000024,Nottinghamshire,1041
2020-04-26,England,E08000004,Oldham,750
2020-04-26,England,E10000025,Oxfordshire,1498
2020-04-26,England,E06000031,Peterborough,224
2020-04-26,England,E06000026,Plymouth,273
2020-04-26,England,E06000044,Portsmouth,275
2020-04-26,England,E06000038,Reading,460
2020-04-26,England,E09000026,Redbridge,659
2020-04-26,England,E06000003,Redcar and Cleveland,295
2020-04-26,England,E08000005,Rochdale,556
2020-04-26,England,E08000018,Rotherham,671
2020-04-26,England,E08000006,Salford,734
2020-04-26,England,E08000028,Sandwell,936
2020-04-26,England,E08000014,Sefton,772
2020-04-26,England,E08000019,Sheffield,2074
2020-04-26,England,E06000051,Shropshire,465
2020-04-26,England,E06000039,Slough,372
2020-04-26,England,E08000029,Solihull,550
2020-04-26,England,E10000027,Somerset,462
2020-04-26,England,E06000025,South Gloucestershire,334
2020-04-26,England,E08000023,South Tyneside,504
2020-04-26,England,E06000045,Southampton,439
2020-04-26,England,E06000033,Southend-on-Sea,292
2020-04-26,England,E09000028,Southwark,1165
2020-04-26,England,E08000013,St. Helens,612
2020-04-26,England,E10000028,Staffordshire,1641
2020-04-26,England,E08000007,Stockport,796
2020-04-26,England,E06000004,Stockton-on-Tees,345
2020-04-26,England,E06000021,Stoke-on-Trent,416
2020-04-26,England,E10000029,Suffolk,1031
2020-04-26,England,E08000024,Sunderland,1098
2020-04-26,England,E10000030,Surrey,2510
2020-04-26,England,E09000029,Sutton,663
2020-04-26,England,E06000030,Swindon,347
2020-04-26,England,E08000008,Tameside,452
2020-04-26,England,E06000020,Telford and Wrekin,248
2020-04-26,England,E06000034,Thurrock,270
2020-04-26,England,E09000030,Tower Hamlets,595
2020-04-26,England,E08000009,Trafford,585
2020-04-26,England,E08000036,Wakefield,494
2020-04-26,England,E08000030,Walsall,921
2020-04-26,England,E09000031,Waltham Forest,707
2020-04-26,England,E09000032,Wandsworth,908
2020-04-26,England,E06000007,Warrington,579
2020-04-26,England,E10000031,Warwickshire,1113
2020-04-26,England,E06000037,West Berkshire,310
2020-04-26,England,E10000032,West Sussex,1084
2020-04-26,England,E09000033,Westminster,587
2020-04-26,England,E08000010,Wigan,779
2020-04-26,England,E06000054,Wiltshire,409
2020-04-26,England,E06000040,Windsor and Maidenhead,242
2020-04-26,England,E08000015,Wirral,968
2020-04-26,England,E06000041,Wokingham,368
2020-04-26,England,E08000031,Wolverhampton,775
2020-04-26,England,E10000034,Worcestershire,1104
2020-04-26,England,E06000014,York,257
2020-04-26,Scotland,S08000015,Ayrshire and Arran,705
2020-04-26,Scotland,S08000016,Borders,259
2020-04-26,Scotland,S08000017,Dumfries and Galloway,240
2020-04-26,Scotland,S08000029,Fife,672
2020-04-26,Scotland,S08000019,Forth Valley,662
2020-04-26,Scotland,S08000020,Grampian,748
2020-04-26,Scotland,S08000031,Greater Glasgow and Clyde,2479
2020-04-26,Scotland,S08000022,Highland,225
2020-04-26,Scotland,S08000032,Lanarkshire,1231
2020-04-26,Scotland,S08000024,Lothian,1785
2020-04-26,Scotland,S08000025,Orkney,7
2020-04-26,Scotland,S08000026,Shetland,54
2020-04-26,Scotland,S08000030,Tayside,1251
2020-04-26,Scotland,S08000028,Western Isles,6
2020-04-26,Wales,W11000028,Aneurin Bevan,2065
2020-04-26,Wales,W11000023,Betsi Cadwaladr,1217
2020-04-26,Wales,W11000029,Cardiff and Vale,2160
2020-04-26,Wales,W11000030,Cwm Taf,1697
2020-04-26,Wales,W11000025,Hywel Dda,702
2020-04-26,Wales,,Outside Wales,83
2020-04-26,Wales,W11000024,Powys,165
2020-04-26,Wales,W11000031,Swansea Bay,1514
2020-04-26,Wales,,Unknown,78
2020-04-27,England,E09000002,Barking and Dagenham,452
2020-04-27,England,E09000003,Barnet,1181
2020-04-27,England,E08000016,Barnsley,636
2020-04-27,England,E06000022,Bath and North East Somerset,208
2020-04-27,England,E06000055,Bedford,447
2020-04-27,England,E09000004,Bexley,606
2020-04-27,England,E08000025,Birmingham,2801
2020-04-27,England,E06000008,Blackburn with Darwen,307
2020-04-27,England,E06000009,Blackpool,427
2020-04-27,England,E08000001,Bolton,769
2020-04-27,England,E06000058,"Bournemouth, Christchurch and Poole",403
2020-04-27,England,E06000036,Bracknell Forest,212
2020-04-27,England,E08000032,Bradford,825
2020-04-27,England,E09000005,Brent,1334
2020-04-27,England,E06000043,Brighton and Hove,359
2020-04-27,England,E06000023,"Bristol, City of",592
2020-04-27,England,E09000006,Bromley,1030
2020-04-27,England,E10000002,Buckinghamshire,804
2020-04-27,England,E08000002,Bury,564
2020-04-27,England,E08000033,Calderdale,236
2020-04-27,England,E10000003,Cambridgeshire,737
2020-04-27,England,E09000007,Camden,569
2020-04-27,England,E06000056,Central Bedfordshire,503
2020-04-27,England,E06000049,Cheshire East,839
