pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,deathstoday,percentdeath,testedtoday,recoveredtoday,percentactive
47,Saskatchewan,Saskatchewan,04-04-2020,231,0,3,231,12244,,,10425,11,5.00,19.67,0.255,0,1.30,524,,98.70
46,Manitoba,Manitoba,04-04-2020,172,22,2,194,12191,,,8902,12,6.59,14.17,0.146,0,1.03,541,,98.97
35,Ontario,Ontario,04-04-2020,3630,0,94,3630,72674,,,4989,375,11.52,24.92,0.645,27,2.59,4676,,97.41
24,Quebec,Québec,04-04-2020,6997,0,75,6997,90227,,,10634,896,14.69,82.46,0.884,14,1.07,6657,,98.93
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-04-2020,195,0,1,195,3345,,,6414,12,6.56,37.39,0.192,0,0.51,209,,99.49
13,New Brunswick,Nouveau-Brunswick,04-04-2020,98,0,0,98,5297,,,6819,3,3.16,12.62,0.000,0,0.00,261,,100.00
12,Nova Scotia,Nouvelle-Écosse,04-04-2020,236,0,0,236,9722,,,10008,29,14.01,24.29,0.000,0,0.00,923,,100.00
11,Prince Edward Island,Île-du-Prince-Édouard,04-04-2020,22,0,0,22,839,,,5346,0,0.00,14.02,0.000,0,0.00,186,,100.00
60,Yukon,Yukon,04-04-2020,6,0,0,6,765,,,18725,0,0.00,14.69,0.000,0,0.00,12,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,04-04-2020,4,0,0,4,1169,,,26079,0,0.00,8.92,0.000,0,0.00,60,,100.00
62,Nunavut,Nunavut,04-04-2020,0,0,0,0,207,,,5338,0,0.00,0.00,0.000,0,,0,,
99,Repatriated travellers,Voyageurs rapatriés,04-04-2020,13,0,0,13,76,,,,0,0.00,,,0,0.00,0,,100.00
1,Canada,Canada,04-04-2020,13882,22,231,13904,311971,,,8299,1367,10.90,36.99,0.615,44,1.66,16906,,98.34
59,British Columbia,Colombie-Britannique,05-04-2020,1203,0,38,1203,41556,704,58.52,8194,0,0.00,23.72,0.749,0,3.16,785,-1,38.32
48,Alberta,Alberta,05-04-2020,1250,0,23,1250,63315,240,19.20,14484,175,16.28,28.60,0.526,5,1.84,795,240,78.96
47,Saskatchewan,Saskatchewan,05-04-2020,249,0,3,249,13055,55,22.09,11116,18,7.79,21.20,0.255,0,1.20,811,55,76.71
46,Manitoba,Manitoba,05-04-2020,187,16,2,203,12771,17,8.37,9326,9,4.64,14.82,0.146,0,0.99,580,17,90.64
35,Ontario,Ontario,05-04-2020,4038,0,119,4038,76027,1219,30.19,5219,408,11.24,27.72,0.817,25,2.95,3353,1219,66.86
24,Quebec,Québec,05-04-2020,7944,0,94,7944,95955,0,0.00,11309,947,13.53,93.62,1.108,19,1.18,5728,0,98.82
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-04-2020,217,0,1,217,3556,11,5.07,6818,22,11.28,41.61,0.192,0,0.46,211,11,94.47
13,New Brunswick,Nouveau-Brunswick,05-04-2020,101,0,0,101,5421,28,27.72,6978,3,3.06,13.00,0.000,0,0.00,124,28,72.28
12,Nova Scotia,Nouvelle-Écosse,05-04-2020,262,0,0,262,10084,50,19.08,10381,26,11.02,26.97,0.000,0,0.00,362,50,80.92
11,Prince Edward Island,Île-du-Prince-Édouard,05-04-2020,22,0,0,22,839,6,27.27,5346,0,0.00,14.02,0.000,0,0.00,0,6,72.73
60,Yukon,Yukon,05-04-2020,6,0,0,6,770,4,66.67,18848,0,0.00,14.69,0.000,0,0.00,5,4,33.33
61,Northwest Territories,Territoires du Nord-Ouest,05-04-2020,4,0,0,4,1215,1,25.00,27105,0,0.00,8.92,0.000,0,0.00,46,1,75.00
62,Nunavut,Nunavut,05-04-2020,0,0,0,0,227,0,N/A,5854,0,0.00,0.00,0.000,0,,20,0,
99,Repatriated travellers,Voyageurs rapatriés,05-04-2020,13,0,0,13,76,12,92.31,,0,0.00,,,0,0.00,0,12,7.69
1,Canada,Canada,05-04-2020,15496,16,280,15512,324791,2335,15.05,8641,1608,11.57,41.27,0.745,49,1.81,12820,2335,83.14
59,British Columbia,Colombie-Britannique,06-04-2020,1266,0,39,1266,42665,783,61.85,8413,63,5.24,24.96,0.769,1,3.08,1109,79,35.07
48,Alberta,Alberta,06-04-2020,1348,0,24,1348,64183,361,26.78,14683,98,7.84,30.84,0.549,1,1.78,868,121,71.44
47,Saskatchewan,Saskatchewan,06-04-2020,253,0,3,253,13680,81,32.02,11648,4,1.61,21.54,0.255,0,1.19,625,26,66.80
46,Manitoba,Manitoba,06-04-2020,190,14,2,204,13788,17,8.33,10068,1,0.49,14.90,0.146,0,0.98,1017,0,90.69
35,Ontario,Ontario,06-04-2020,4347,0,132,4347,79125,1624,37.36,5432,309,7.65,29.84,0.906,13,3.04,3098,405,59.60
24,Quebec,Québec,06-04-2020,8580,0,121,8580,100113,611,7.12,11799,636,8.01,101.12,1.426,27,1.41,4158,611,91.47
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,06-04-2020,226,0,2,226,3776,32,14.16,7240,9,4.15,43.33,0.383,1,0.88,220,21,84.96
13,New Brunswick,Nouveau-Brunswick,06-04-2020,103,0,0,103,5678,30,29.13,7309,2,1.98,13.26,0.000,0,0.00,257,2,70.87
12,Nova Scotia,Nouvelle-Écosse,06-04-2020,293,0,0,293,10738,64,21.84,11054,31,11.83,30.16,0.000,0,0.00,654,14,78.16
11,Prince Edward Island,Île-du-Prince-Édouard,06-04-2020,22,0,0,22,839,8,36.36,5346,0,0.00,14.02,0.000,0,0.00,0,2,63.64
60,Yukon,Yukon,06-04-2020,7,0,0,7,775,4,57.14,18970,1,16.67,17.13,0.000,0,0.00,5,0,42.86
61,Northwest Territories,Territoires du Nord-Ouest,06-04-2020,5,0,0,5,1217,1,20.00,27149,1,25.00,11.15,0.000,0,0.00,2,0,80.00
62,Nunavut,Nunavut,06-04-2020,0,0,0,0,229,0,N/A,5905,0,0.00,0.00,0.000,0,,2,0,
99,Repatriated travellers,Voyageurs rapatriés,06-04-2020,13,0,0,13,76,12,92.31,,0,0.00,,,0,0.00,0,0,7.69
1,Canada,Canada,06-04-2020,16653,14,323,16667,336806,3616,21.70,8960,1155,7.45,44.34,0.859,43,1.94,12015,1281,76.37
59,British Columbia,Colombie-Britannique,07-04-2020,1291,0,43,1291,43257,783,60.65,8530,25,1.97,25.46,0.848,4,3.33,592,0,36.02
48,Alberta,Alberta,07-04-2020,1373,0,26,1373,65265,,,14930,25,1.85,31.41,0.595,2,1.89,1082,,98.11
47,Saskatchewan,Saskatchewan,07-04-2020,260,0,3,260,14203,,,12093,7,2.77,22.14,0.255,0,1.15,523,,98.85
46,Manitoba,Manitoba,07-04-2020,203,14,3,217,13990,,,10216,13,6.37,15.85,0.219,1,1.38,202,,98.62
35,Ontario,Ontario,07-04-2020,4726,0,153,4726,82055,,,5633,379,8.72,32.44,1.050,21,3.24,2930,,96.76
24,Quebec,Québec,07-04-2020,9340,0,150,9340,104526,,,12319,760,8.86,110.08,1.768,29,1.61,4413,,98.39
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,07-04-2020,228,0,2,228,3958,,,7589,2,0.88,43.72,0.383,0,0.88,182,,99.12
13,New Brunswick,Nouveau-Brunswick,07-04-2020,105,0,0,105,6102,,,7855,2,1.94,13.52,0.000,0,0.00,424,,100.00
12,Nova Scotia,Nouvelle-Écosse,07-04-2020,310,0,0,310,11559,,,11899,17,5.80,31.91,0.000,0,0.00,821,,100.00
11,Prince Edward Island,Île-du-Prince-Édouard,07-04-2020,22,0,0,22,939,,,5983,0,0.00,14.02,0.000,0,0.00,100,,100.00
60,Yukon,Yukon,07-04-2020,7,0,0,7,787,,,19264,0,0.00,17.13,0.000,0,0.00,12,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,07-04-2020,5,0,0,5,1230,,,27439,0,0.00,11.15,0.000,0,0.00,13,,100.00
62,Nunavut,Nunavut,07-04-2020,0,0,0,0,234,,,6034,0,0.00,0.00,0.000,0,,5,,
99,Repatriated travellers,Voyageurs rapatriés,07-04-2020,13,0,0,13,76,,,,0,0.00,,,0,0.00,0,,100.00
1,Canada,Canada,07-04-2020,17883,14,380,17897,348105,,,9261,1230,7.38,47.61,1.011,57,2.12,11299,,97.88
59,British Columbia,Colombie-Britannique,08-04-2020,1336,0,48,1336,44269,838,62.72,8729,45,3.49,26.34,0.946,5,3.59,1012,55,33.68
48,Alberta,Alberta,08-04-2020,1423,0,29,1423,66783,,,15278,50,3.64,32.55,0.663,3,2.04,1518,,97.96
47,Saskatchewan,Saskatchewan,08-04-2020,271,0,3,271,15059,,,12822,11,4.23,23.07,0.255,0,1.11,856,,98.89
46,Manitoba,Manitoba,08-04-2020,206,15,3,221,14569,,,10638,4,1.84,16.14,0.219,0,1.36,579,,98.64
35,Ontario,Ontario,08-04-2020,5276,0,174,5276,85703,,,5884,550,11.64,36.22,1.195,21,3.30,3648,,96.70
24,Quebec,Québec,08-04-2020,10031,0,175,10031,109270,,,12878,691,7.40,118.22,2.062,25,1.74,4744,,98.26
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,08-04-2020,232,0,2,232,4135,,,7928,4,1.75,44.48,0.383,0,0.86,177,,99.14
13,New Brunswick,Nouveau-Brunswick,08-04-2020,108,0,0,108,6477,,,8338,3,2.86,13.90,0.000,0,0.00,375,,100.00
12,Nova Scotia,Nouvelle-Écosse,08-04-2020,342,0,1,342,12072,,,12427,32,10.32,35.21,0.103,1,0.29,513,,99.71
11,Prince Edward Island,Île-du-Prince-Édouard,08-04-2020,24,0,0,24,1347,,,8583,2,9.09,15.29,0.000,0,0.00,408,,100.00
60,Yukon,Yukon,08-04-2020,7,0,0,7,794,,,19435,0,0.00,17.13,0.000,0,0.00,7,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,08-04-2020,5,0,0,5,1251,,,27908,0,0.00,11.15,0.000,0,0.00,21,,100.00
62,Nunavut,Nunavut,08-04-2020,0,0,0,0,240,,,6189,0,0.00,0.00,0.000,0,,6,,
99,Repatriated travellers,Voyageurs rapatriés,08-04-2020,13,0,0,13,76,,,,0,0.00,,,0,0.00,0,,100.00
1,Canada,Canada,08-04-2020,19274,15,435,19289,361969,,,9630,1392,7.78,51.32,1.157,55,2.26,13864,,97.74
59,British Columbia,Colombie-Britannique,09-04-2020,1370,0,50,1370,45156,858,62.63,8904,34,2.54,27.01,0.986,2,3.65,887,20,33.72
48,Alberta,Alberta,09-04-2020,1451,0,32,1451,68116,,,15582,28,1.97,33.19,0.732,3,2.21,1333,,97.79
47,Saskatchewan,Saskatchewan,09-04-2020,278,0,3,278,16059,,,13673,7,2.58,23.67,0.255,0,1.08,1000,,98.92
46,Manitoba,Manitoba,09-04-2020,207,17,3,224,14569,,,10638,3,1.36,16.36,0.219,0,1.34,0,,98.66
35,Ontario,Ontario,09-04-2020,5759,0,200,5759,89906,,,6172,483,9.15,39.54,1.373,26,3.47,4203,,96.53
24,Quebec,Québec,09-04-2020,10912,0,216,10912,113365,,,13361,881,8.78,128.60,2.546,41,1.98,4095,,98.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,09-04-2020,236,0,3,236,4384,,,8406,4,1.72,45.25,0.575,1,1.27,249,,98.73
13,New Brunswick,Nouveau-Brunswick,09-04-2020,111,0,0,111,6949,,,8945,3,2.78,14.29,0.000,0,0.00,472,,100.00
12,Nova Scotia,Nouvelle-Écosse,09-04-2020,373,0,2,373,13045,,,13429,31,9.06,38.40,0.206,1,0.54,973,,99.46
11,Prince Edward Island,Île-du-Prince-Édouard,09-04-2020,25,0,0,25,1435,,,9143,1,4.17,15.93,0.000,0,0.00,88,,100.00
60,Yukon,Yukon,09-04-2020,8,0,0,8,806,,,19729,1,14.29,19.58,0.000,0,0.00,12,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,09-04-2020,5,0,0,5,1265,,,28220,0,0.00,11.15,0.000,0,0.00,14,,100.00
62,Nunavut,Nunavut,09-04-2020,0,0,0,0,247,,,6369,0,0.00,0.00,0.000,0,,7,,
99,Repatriated travellers,Voyageurs rapatriés,09-04-2020,13,0,0,13,76,,,,0,0.00,,,0,0.00,0,,100.00
1,Canada,Canada,09-04-2020,20748,17,509,20765,375302,,,9984,1476,7.65,55.24,1.354,74,2.45,13333,,97.55
59,British Columbia,Colombie-Britannique,10-04-2020,1410,0,55,1410,46236,879,62.34,9117,40,2.92,27.80,1.085,5,3.90,1080,21,33.76
48,Alberta,Alberta,10-04-2020,1500,0,39,1500,70080,,,16032,49,3.38,34.31,0.892,7,2.60,1964,,97.40
47,Saskatchewan,Saskatchewan,10-04-2020,285,0,3,285,16952,,,14434,7,2.52,24.27,0.255,0,1.05,893,,98.95
46,Manitoba,Manitoba,10-04-2020,215,15,4,230,16075,,,11738,6,2.68,16.79,0.292,1,1.74,1506,,98.26
35,Ontario,Ontario,10-04-2020,6237,0,222,6237,94271,,,6472,478,8.30,42.82,1.524,22,3.56,4365,,96.44
24,Quebec,Québec,10-04-2020,11677,0,241,11677,118217,,,13933,765,7.01,137.62,2.840,25,2.06,4852,,97.94
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10-04-2020,239,0,3,239,4520,,,8667,3,1.27,45.83,0.575,0,1.26,136,,98.74
13,New Brunswick,Nouveau-Brunswick,10-04-2020,112,0,0,112,7299,,,9396,1,0.90,14.42,0.000,0,0.00,350,,100.00
12,Nova Scotia,Nouvelle-Écosse,10-04-2020,407,0,2,407,13881,,,14290,34,9.12,41.90,0.206,0,0.49,836,,99.51
11,Prince Edward Island,Île-du-Prince-Édouard,10-04-2020,25,0,0,25,1435,,,9143,0,0.00,15.93,0.000,0,0.00,0,,100.00
60,Yukon,Yukon,10-04-2020,8,0,0,8,806,,,19729,0,0.00,19.58,0.000,0,0.00,0,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,10-04-2020,5,0,0,5,1342,,,29938,0,0.00,11.15,0.000,0,0.00,77,,100.00
62,Nunavut,Nunavut,10-04-2020,0,0,0,0,261,,,6730,0,0.00,0.00,0.000,0,,14,,
99,Repatriated travellers,Voyageurs rapatriés,10-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,10-04-2020,22133,15,569,22148,391375,,,10412,1383,6.66,58.92,1.514,60,2.57,16073,,97.43
59,British Columbia,Colombie-Britannique,11-04-2020,1445,0,58,1445,46236,905,62.63,9117,35,2.48,28.49,1.144,3,4.01,0,26,33.36
48,Alberta,Alberta,11-04-2020,1569,0,40,1569,72779,,,16649,69,4.60,35.89,0.915,1,2.55,2699,,97.45
47,Saskatchewan,Saskatchewan,11-04-2020,289,0,4,289,17716,,,15084,4,1.40,24.61,0.341,1,1.38,764,,98.62
46,Manitoba,Manitoba,11-04-2020,226,17,4,243,16220,,,11844,13,5.65,17.74,0.292,0,1.65,145,,98.35
35,Ontario,Ontario,11-04-2020,6648,0,253,6648,97838,,,6717,411,6.59,45.64,1.737,31,3.81,3567,,96.19
24,Quebec,Québec,11-04-2020,12292,0,289,12292,123115,,,14510,615,5.27,144.87,3.406,48,2.35,4898,,97.65
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11-04-2020,241,0,3,241,4713,,,9037,2,0.84,46.21,0.575,0,1.24,193,,98.76
13,New Brunswick,Nouveau-Brunswick,11-04-2020,112,0,0,112,7500,,,9655,0,0.00,14.42,0.000,0,0.00,201,,100.00
12,Nova Scotia,Nouvelle-Écosse,11-04-2020,428,0,2,428,14511,,,14938,21,5.16,44.06,0.206,0,0.47,630,,99.53
11,Prince Edward Island,Île-du-Prince-Édouard,11-04-2020,25,0,0,25,1577,,,10048,0,0.00,15.93,0.000,0,0.00,142,,100.00
60,Yukon,Yukon,11-04-2020,8,0,0,8,815,,,19949,0,0.00,19.58,0.000,0,0.00,9,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,11-04-2020,5,0,0,5,1370,,,30563,0,0.00,11.15,0.000,0,0.00,28,,100.00
62,Nunavut,Nunavut,11-04-2020,0,0,0,0,261,,,6730,0,0.00,0.00,0.000,0,,0,,
99,Repatriated travellers,Voyageurs rapatriés,11-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,11-04-2020,23301,17,653,23318,404651,,,10765,1170,5.28,62.03,1.737,84,2.80,13276,,97.20
59,British Columbia,Colombie-Britannique,12-04-2020,1445,0,58,1445,48360,905,62.63,9536,0,0.00,28.49,1.144,0,4.01,2124,0,33.36
48,Alberta,Alberta,12-04-2020,1651,0,44,1651,74709,,,17091,82,5.23,37.77,1.007,4,2.67,1930,,97.33
47,Saskatchewan,Saskatchewan,12-04-2020,296,2,4,298,18499,,,15751,9,3.11,25.37,0.341,0,1.34,783,,98.66
46,Manitoba,Manitoba,12-04-2020,226,16,4,242,17066,,,12462,-1,-0.41,17.67,0.292,0,1.65,846,,98.35
35,Ontario,Ontario,12-04-2020,7049,0,274,7049,104784,,,7193,401,6.03,48.39,1.881,21,3.89,6946,,96.11
24,Quebec,Québec,12-04-2020,12846,0,328,12846,126771,,,14941,554,4.51,151.40,3.866,39,2.55,3656,,97.45
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-04-2020,242,0,3,242,4812,,,9226,1,0.41,46.40,0.575,0,1.24,99,,98.76
13,New Brunswick,Nouveau-Brunswick,12-04-2020,114,0,0,114,7760,,,9989,2,1.79,14.68,0.000,0,0.00,260,,100.00
12,Nova Scotia,Nouvelle-Écosse,12-04-2020,445,0,2,445,15329,,,15780,17,3.97,45.81,0.206,0,0.45,818,,99.55
11,Prince Edward Island,Île-du-Prince-Édouard,12-04-2020,25,0,0,25,1645,,,10481,0,0.00,15.93,0.000,0,0.00,68,,100.00
60,Yukon,Yukon,12-04-2020,8,0,0,8,815,,,19949,0,0.00,19.58,0.000,0,0.00,0,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,12-04-2020,5,0,0,5,1386,,,30920,0,0.00,11.15,0.000,0,0.00,16,,100.00
62,Nunavut,Nunavut,12-04-2020,0,0,0,0,264,,,6808,0,0.00,0.00,0.000,0,,3,,
99,Repatriated travellers,Voyageurs rapatriés,12-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,12-04-2020,24365,18,717,24383,422200,,,11232,1065,4.57,64.87,1.907,64,2.94,17549,,97.06
59,British Columbia,Colombie-Britannique,13-04-2020,1490,0,69,1490,49370,926,62.15,9735,45,3.11,29.38,1.361,11,4.63,1010,21,33.22
48,Alberta,Alberta,13-04-2020,1732,0,46,1732,77007,,,17616,81,4.91,39.62,1.052,2,2.66,2298,,97.34
47,Saskatchewan,Saskatchewan,13-04-2020,300,0,4,300,18995,,,16173,2,0.67,25.54,0.341,0,1.33,496,,98.67
46,Manitoba,Manitoba,13-04-2020,229,17,4,246,17119,,,12501,4,1.65,17.96,0.292,0,1.63,53,,98.37
35,Ontario,Ontario,13-04-2020,7470,0,291,7470,109764,,,7535,421,5.97,51.28,1.998,17,3.90,4980,,96.10
24,Quebec,Québec,13-04-2020,13557,0,360,13557,131570,,,15506,711,5.53,159.78,4.243,32,2.66,4799,,97.34
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13-04-2020,244,0,3,244,4897,,,9389,2,0.83,46.78,0.575,0,1.23,85,,98.77
13,New Brunswick,Nouveau-Brunswick,13-04-2020,116,0,0,116,8004,,,10303,2,1.75,14.93,0.000,0,0.00,244,,100.00
12,Nova Scotia,Nouvelle-Écosse,13-04-2020,474,0,3,474,16548,,,17035,29,6.52,48.80,0.309,1,0.63,1219,,99.37
11,Prince Edward Island,Île-du-Prince-Édouard,13-04-2020,25,0,0,25,1715,,,10927,0,0.00,15.93,0.000,0,0.00,70,,100.00
60,Yukon,Yukon,13-04-2020,8,0,0,8,832,,,20365,0,0.00,19.58,0.000,0,0.00,17,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,13-04-2020,5,0,0,5,1390,,,31009,0,0.00,11.15,0.000,0,0.00,4,,100.00
62,Nunavut,Nunavut,13-04-2020,0,0,0,0,264,,,6808,0,0.00,0.00,0.000,0,,0,,
99,Repatriated travellers,Voyageurs rapatriés,13-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,13-04-2020,25663,17,780,25680,437475,,,11638,1297,5.32,68.32,2.075,63,3.04,15275,,96.96
59,British Columbia,Colombie-Britannique,14-04-2020,1517,0,72,1517,50134,942,62.10,9886,27,1.81,29.91,1.420,3,4.75,764,16,33.16
48,Alberta,Alberta,14-04-2020,1870,0,48,1870,79695,,,18231,138,7.97,42.78,1.098,2,2.57,2688,,97.43
47,Saskatchewan,Saskatchewan,14-04-2020,301,0,4,301,19442,,,16554,1,0.33,25.63,0.341,0,1.33,447,,98.67
46,Manitoba,Manitoba,14-04-2020,229,17,4,246,17789,,,12990,0,0.00,17.96,0.292,0,1.63,670,,98.37
35,Ontario,Ontario,14-04-2020,7953,0,334,7953,115189,,,7908,483,6.47,54.60,2.293,43,4.20,5425,,95.80
24,Quebec,Québec,14-04-2020,14248,0,435,14248,137451,,,16199,691,5.10,167.92,5.127,75,3.05,5881,,96.95
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-04-2020,244,0,3,244,5370,,,10296,0,0.00,46.78,0.575,0,1.23,473,,98.77
13,New Brunswick,Nouveau-Brunswick,14-04-2020,116,0,0,116,8229,,,10593,0,0.00,14.93,0.000,0,0.00,225,,100.00
12,Nova Scotia,Nouvelle-Écosse,14-04-2020,517,0,3,517,17477,,,17992,43,9.07,53.22,0.309,0,0.58,929,,99.42
11,Prince Edward Island,Île-du-Prince-Édouard,14-04-2020,25,0,0,25,1715,,,10927,0,0.00,15.93,0.000,0,0.00,0,,100.00
60,Yukon,Yukon,14-04-2020,8,0,0,8,835,,,20439,0,0.00,19.58,0.000,0,0.00,3,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,14-04-2020,5,0,0,5,1393,,,31076,0,0.00,11.15,0.000,0,0.00,3,,100.00
62,Nunavut,Nunavut,14-04-2020,0,0,0,0,264,,,6808,0,0.00,0.00,0.000,0,,0,,
99,Repatriated travellers,Voyageurs rapatriés,14-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,14-04-2020,27046,17,903,27063,454983,,,12104,1383,5.39,72.00,2.402,123,3.34,17508,,96.66
59,British Columbia,Colombie-Britannique,15-04-2020,1561,0,75,1561,50438,955,61.18,9946,44,2.90,30.78,1.479,3,4.80,304,13,34.02
48,Alberta,Alberta,15-04-2020,1996,0,48,1996,79695,,,18231,126,6.74,45.66,1.098,0,2.40,0,,97.60
47,Saskatchewan,Saskatchewan,15-04-2020,304,0,4,304,20013,,,17040,3,1.00,25.88,0.341,0,1.32,571,,98.68
46,Manitoba,Manitoba,15-04-2020,231,17,5,246,17789,,,12990,0,0.00,17.96,0.365,1,2.03,0,,97.97
35,Ontario,Ontario,15-04-2020,8447,0,385,8447,120182,,,8251,494,6.21,57.99,2.643,51,4.56,4993,,95.44
24,Quebec,Québec,15-04-2020,14860,0,487,14860,143174,,,16874,612,4.30,175.13,5.740,52,3.28,5723,,96.72
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15-04-2020,247,0,3,247,5157,,,9888,3,1.23,47.36,0.575,0,1.21,-213,,98.79
13,New Brunswick,Nouveau-Brunswick,15-04-2020,117,0,0,117,8674,,,11166,1,0.86,15.06,0.000,0,0.00,445,,100.00
12,Nova Scotia,Nouvelle-Écosse,15-04-2020,549,0,3,549,18245,,,18782,32,6.19,56.52,0.309,0,0.55,768,,99.45
11,Prince Edward Island,Île-du-Prince-Édouard,15-04-2020,26,0,0,26,1863,,,11870,1,4.00,16.57,0.000,0,0.00,148,,100.00
60,Yukon,Yukon,15-04-2020,8,0,0,8,841,,,20585,0,0.00,19.58,0.000,0,0.00,6,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,15-04-2020,5,0,0,5,1401,,,31254,0,0.00,11.15,0.000,0,0.00,8,,100.00
62,Nunavut,Nunavut,15-04-2020,0,0,0,0,264,,,6808,0,0.00,0.00,0.000,0,,0,,
99,Repatriated travellers,Voyageurs rapatriés,15-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,15-04-2020,28364,17,1010,28381,467736,,,12443,1318,4.87,75.50,2.687,107,3.56,12753,,96.44
59,British Columbia,Colombie-Britannique,16-04-2020,1561,0,75,1561,51297,955,61.18,10115,0,0.00,30.78,1.479,0,4.80,859,0,34.02
48,Alberta,Alberta,16-04-2020,2158,0,50,2158,85502,,,19560,162,8.12,49.37,1.144,2,2.32,5807,,97.68
47,Saskatchewan,Saskatchewan,16-04-2020,305,0,4,305,20631,,,17566,1,0.33,25.97,0.341,0,1.31,618,,98.69
46,Manitoba,Manitoba,16-04-2020,239,11,5,250,18318,,,13376,4,1.63,18.26,0.365,0,2.00,529,,98.00
35,Ontario,Ontario,16-04-2020,8961,0,423,8961,125309,,,8603,514,6.09,61.52,2.904,38,4.72,5127,,95.28
24,Quebec,Québec,16-04-2020,15857,0,630,15857,148571,,,17510,997,6.71,186.88,7.425,143,3.97,5397,,96.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16-04-2020,252,0,3,252,5305,,,10172,5,2.02,48.32,0.575,0,1.19,148,,98.81
13,New Brunswick,Nouveau-Brunswick,16-04-2020,117,0,0,117,8945,,,11515,0,0.00,15.06,0.000,0,0.00,271,,100.00
12,Nova Scotia,Nouvelle-Écosse,16-04-2020,579,0,3,579,19239,,,19806,30,5.46,59.61,0.309,0,0.52,994,,99.48
11,Prince Edward Island,Île-du-Prince-Édouard,16-04-2020,26,0,0,26,1946,,,12399,0,0.00,16.57,0.000,0,0.00,83,,100.00
60,Yukon,Yukon,16-04-2020,8,0,0,8,849,,,20781,0,0.00,19.58,0.000,0,0.00,8,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,16-04-2020,5,0,0,5,1438,,,32080,0,0.00,11.15,0.000,0,0.00,37,,100.00
62,Nunavut,Nunavut,16-04-2020,0,0,0,0,275,,,7091,0,0.00,0.00,0.000,0,,11,,
99,Repatriated travellers,Voyageurs rapatriés,16-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,16-04-2020,30081,11,1193,30092,487625,,,12972,1711,6.03,80.05,3.174,183,3.96,19889,,96.04
59,British Columbia,Colombie-Britannique,17-04-2020,1575,0,77,1575,52378,955,60.63,10328,14,0.90,31.06,1.518,2,4.89,1081,0,34.48
48,Alberta,Alberta,17-04-2020,2397,0,50,2397,89144,,,20393,239,11.08,54.83,1.144,0,2.09,3642,,97.91
47,Saskatchewan,Saskatchewan,17-04-2020,306,1,4,307,21212,,,18061,2,0.66,26.14,0.341,0,1.30,581,,98.70
46,Manitoba,Manitoba,17-04-2020,239,11,5,250,18814,,,13738,0,0.00,18.26,0.365,0,2.00,496,,98.00
35,Ontario,Ontario,17-04-2020,9525,0,478,9525,132133,,,9071,564,6.29,65.39,3.281,55,5.02,6824,,94.98
24,Quebec,Québec,17-04-2020,16798,0,688,16798,153722,,,18117,941,5.93,197.97,8.108,58,4.10,5151,,95.90
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-04-2020,256,0,3,256,5584,,,10707,4,1.59,49.09,0.575,0,1.17,279,,98.83
13,New Brunswick,Nouveau-Brunswick,17-04-2020,117,0,0,117,9684,,,12466,0,0.00,15.06,0.000,0,0.00,739,,100.00
12,Nova Scotia,Nouvelle-Écosse,17-04-2020,606,0,4,606,20432,,,21034,27,4.66,62.38,0.412,1,0.66,1193,,99.34
