reg;cl_age90;jour;hosp;rea;rad;dc
"44";"89";"2020-06-12";428;7;2468;1406
"44";"90";"2020-06-12";186;0;1001;684
"52";"0";"2020-06-12";266;13;1926;460
"52";"09";"2020-06-12";0;0;7;0
"52";"19";"2020-06-12";1;0;12;0
"52";"29";"2020-06-12";2;1;55;0
"52";"39";"2020-06-12";1;0;105;0
"52";"49";"2020-06-12";8;2;176;4
"52";"59";"2020-06-12";17;3;235;13
"52";"69";"2020-06-12";29;2;327;47
"52";"79";"2020-06-12";62;3;361;84
"52";"89";"2020-06-12";83;1;443;187
"52";"90";"2020-06-12";63;1;205;125
"53";"0";"2020-06-12";150;11;1208;256
"53";"09";"2020-06-12";0;0;11;0
"53";"19";"2020-06-12";1;0;6;0
"53";"29";"2020-06-12";1;0;34;0
"53";"39";"2020-06-12";1;0;73;0
"53";"49";"2020-06-12";5;0;113;2
"53";"59";"2020-06-12";16;1;160;8
"53";"69";"2020-06-12";24;7;187;28
"53";"79";"2020-06-12";40;3;260;53
"53";"89";"2020-06-12";42;0;247;95
"53";"90";"2020-06-12";19;0;113;70
"75";"0";"2020-06-12";175;18;2077;408
"75";"09";"2020-06-12";0;0;13;0
"75";"19";"2020-06-12";1;0;15;0
"75";"29";"2020-06-12";1;0;66;2
"75";"39";"2020-06-12";3;0;121;2
"75";"49";"2020-06-12";5;2;161;2
"75";"59";"2020-06-12";6;1;319;13
"75";"69";"2020-06-12";33;7;383;40
"75";"79";"2020-06-12";44;5;354;92
"75";"89";"2020-06-12";46;2;416;156
"75";"90";"2020-06-12";32;1;219;101
"76";"0";"2020-06-12";138;19;2798;506
"76";"09";"2020-06-12";0;0;22;0
"76";"19";"2020-06-12";1;0;19;0
"76";"29";"2020-06-12";1;0;97;1
"76";"39";"2020-06-12";0;0;154;1
"76";"49";"2020-06-12";4;1;270;3
"76";"59";"2020-06-12";18;2;429;17
"76";"69";"2020-06-12";23;8;491;59
"76";"79";"2020-06-12";34;3;565;104
"76";"89";"2020-06-12";43;5;477;195
"76";"90";"2020-06-12";14;0;272;126
"84";"0";"2020-06-12";766;45;7450;1717
"84";"09";"2020-06-12";0;0;44;0
"84";"19";"2020-06-12";3;0;48;0
"84";"29";"2020-06-12";2;0;233;1
"84";"39";"2020-06-12";8;0;369;4
"84";"49";"2020-06-12";25;2;534;12
"84";"59";"2020-06-12";61;4;949;46
"84";"69";"2020-06-12";126;14;1195;132
"84";"79";"2020-06-12";215;23;1462;352
"84";"89";"2020-06-12";204;2;1670;710
"84";"90";"2020-06-12";121;0;860;439
"93";"0";"2020-06-12";720;58;5141;923
"93";"09";"2020-06-12";0;0;28;0
"93";"19";"2020-06-12";0;0;44;0
"93";"29";"2020-06-12";5;1;298;1
"93";"39";"2020-06-12";6;0;391;1
"93";"49";"2020-06-12";20;5;524;4
"93";"59";"2020-06-12";50;13;834;35
"93";"69";"2020-06-12";113;17;893;76
"93";"79";"2020-06-12";175;11;862;193
"93";"89";"2020-06-12";209;10;814;381
"93";"90";"2020-06-12";141;1;428;228
"94";"0";"2020-06-12";22;3;236;59
"94";"09";"2020-06-12";0;0;6;0
"94";"19";"2020-06-12";0;0;1;0
"94";"29";"2020-06-12";0;0;14;0
"94";"39";"2020-06-12";0;0;18;0
"94";"49";"2020-06-12";1;0;22;1
"94";"59";"2020-06-12";1;0;36;1
"94";"69";"2020-06-12";5;2;35;3
"94";"79";"2020-06-12";8;1;46;16
"94";"89";"2020-06-12";4;0;40;25
"94";"90";"2020-06-12";3;0;18;13
"01";"0";"2020-06-13";12;0;74;16
"01";"09";"2020-06-13";0;0;0;0
"01";"19";"2020-06-13";0;0;2;0
"01";"29";"2020-06-13";0;0;1;0
"01";"39";"2020-06-13";0;0;4;0
"01";"49";"2020-06-13";1;0;5;0
"01";"59";"2020-06-13";1;0;18;1
"01";"69";"2020-06-13";4;0;18;3
"01";"79";"2020-06-13";3;0;12;7
"01";"89";"2020-06-13";3;0;13;5
"01";"90";"2020-06-13";0;0;0;0
"02";"0";"2020-06-13";8;0;89;14
"02";"09";"2020-06-13";0;0;0;0
"02";"19";"2020-06-13";0;0;0;0
"02";"29";"2020-06-13";0;0;3;0
"02";"39";"2020-06-13";0;0;4;0
"02";"49";"2020-06-13";0;0;12;0
"02";"59";"2020-06-13";5;0;20;1
"02";"69";"2020-06-13";1;0;24;2
"02";"79";"2020-06-13";2;0;18;4
"02";"89";"2020-06-13";0;0;7;5
"02";"90";"2020-06-13";0;0;1;2
"03";"0";"2020-06-13";55;7;146;2
"03";"09";"2020-06-13";3;0;2;0
"03";"19";"2020-06-13";0;0;6;0
"03";"29";"2020-06-13";5;1;24;0
"03";"39";"2020-06-13";10;3;29;0
"03";"49";"2020-06-13";12;1;34;0
"03";"59";"2020-06-13";6;0;17;0
"03";"69";"2020-06-13";6;1;21;0
"03";"79";"2020-06-13";6;0;7;1
"03";"89";"2020-06-13";7;1;4;0
"03";"90";"2020-06-13";0;0;0;1
"04";"0";"2020-06-13";22;2;125;1
"04";"09";"2020-06-13";0;0;1;0
"04";"19";"2020-06-13";2;0;5;0
"04";"29";"2020-06-13";3;0;19;0
"04";"39";"2020-06-13";1;0;13;0
"04";"49";"2020-06-13";4;0;13;0
"04";"59";"2020-06-13";4;2;24;0
"04";"69";"2020-06-13";7;0;24;0
"04";"79";"2020-06-13";1;0;18;0
"04";"89";"2020-06-13";0;0;8;1
"04";"90";"2020-06-13";0;0;0;0
"06";"0";"2020-06-13";46;16;296;24
"06";"09";"2020-06-13";3;2;3;0
"06";"19";"2020-06-13";0;0;15;0
"06";"29";"2020-06-13";5;0;47;0
"06";"39";"2020-06-13";10;3;42;0
"06";"49";"2020-06-13";3;1;46;4
"06";"59";"2020-06-13";9;4;52;4
"06";"69";"2020-06-13";8;3;49;6
"06";"79";"2020-06-13";3;1;20;5
"06";"89";"2020-06-13";4;1;16;4
"06";"90";"2020-06-13";0;0;0;1
"11";"0";"2020-06-13";4891;418;26327;7325
"11";"09";"2020-06-13";19;3;285;2
"11";"19";"2020-06-13";17;4;170;3
"11";"29";"2020-06-13";66;11;786;12
"11";"39";"2020-06-13";127;18;1792;50
"11";"49";"2020-06-13";246;27;2888;138
"11";"59";"2020-06-13";553;95;4435;522
"11";"69";"2020-06-13";839;118;4957;1056
"11";"79";"2020-06-13";1075;112;4444;1704
"11";"89";"2020-06-13";1197;24;4226;2327
"11";"90";"2020-06-13";703;4;2100;1454
"24";"0";"2020-06-13";507;30;1850;528
"24";"09";"2020-06-13";0;0;26;0
"24";"19";"2020-06-13";0;0;15;0
"24";"29";"2020-06-13";2;0;38;1
"24";"39";"2020-06-13";8;1;79;2
"24";"49";"2020-06-13";7;1;149;3
"24";"59";"2020-06-13";29;5;224;14
"24";"69";"2020-06-13";74;7;322;39
"24";"79";"2020-06-13";123;15;335;91
"24";"89";"2020-06-13";164;1;433;205
"24";"90";"2020-06-13";98;0;221;171
"27";"0";"2020-06-13";226;20;3734;1032
"27";"09";"2020-06-13";0;0;23;0
"27";"19";"2020-06-13";0;0;28;0
"27";"29";"2020-06-13";0;0;84;0
"27";"39";"2020-06-13";1;0;160;4
"27";"49";"2020-06-13";3;0;278;5
"27";"59";"2020-06-13";23;3;423;27
"27";"69";"2020-06-13";34;3;619;86
"27";"79";"2020-06-13";56;10;793;211
"27";"89";"2020-06-13";76;3;917;458
"27";"90";"2020-06-13";32;0;404;239
"28";"0";"2020-06-13";271;13;1556;425
"28";"09";"2020-06-13";0;0;3;0
"28";"19";"2020-06-13";0;0;8;0
"28";"29";"2020-06-13";1;0;46;0
"28";"39";"2020-06-13";4;0;93;2
"28";"49";"2020-06-13";9;2;138;10
"28";"59";"2020-06-13";15;3;238;16
"28";"69";"2020-06-13";42;4;284;57
"28";"79";"2020-06-13";59;4;310;95
"28";"89";"2020-06-13";88;0;305;165
"28";"90";"2020-06-13";52;0;125;80
"32";"0";"2020-06-13";1181;88;6056;1793
"32";"09";"2020-06-13";1;0;47;0
"32";"19";"2020-06-13";4;1;33;0
"32";"29";"2020-06-13";10;3;209;1
"32";"39";"2020-06-13";19;1;397;4
"32";"49";"2020-06-13";40;9;619;11
"32";"59";"2020-06-13";83;10;919;74
"32";"69";"2020-06-13";179;30;1027;234
"32";"79";"2020-06-13";263;27;1113;387
"32";"89";"2020-06-13";402;4;1168;708
"32";"90";"2020-06-13";174;1;502;367
"44";"0";"2020-06-13";1432;86;11665;3504
"44";"09";"2020-06-13";7;0;152;1
"44";"19";"2020-06-13";5;1;70;0
"44";"29";"2020-06-13";9;0;291;2
"44";"39";"2020-06-13";25;3;516;16
"44";"49";"2020-06-13";43;2;818;37
"44";"59";"2020-06-13";122;16;1590;99
"44";"69";"2020-06-13";253;28;2237;379
"44";"79";"2020-06-13";351;28;2431;863
"44";"89";"2020-06-13";419;8;2478;1408
"44";"90";"2020-06-13";181;0;1007;684
"52";"0";"2020-06-13";267;14;1930;460
"52";"09";"2020-06-13";0;0;7;0
"52";"19";"2020-06-13";1;0;12;0
"52";"29";"2020-06-13";2;1;55;0
"52";"39";"2020-06-13";0;0;106;0
"52";"49";"2020-06-13";8;2;176;4
"52";"59";"2020-06-13";16;3;237;13
"52";"69";"2020-06-13";30;3;327;47
"52";"79";"2020-06-13";63;4;361;84
"52";"89";"2020-06-13";84;1;444;187
"52";"90";"2020-06-13";63;0;205;125
"53";"0";"2020-06-13";140;11;1219;256
"53";"09";"2020-06-13";0;0;11;0
"53";"19";"2020-06-13";1;0;6;0
"53";"29";"2020-06-13";1;0;34;0
"53";"39";"2020-06-13";1;0;73;0
"53";"49";"2020-06-13";5;0;113;2
"53";"59";"2020-06-13";15;1;161;8
"53";"69";"2020-06-13";23;6;188;28
"53";"79";"2020-06-13";37;4;263;53
"53";"89";"2020-06-13";38;0;252;95
"53";"90";"2020-06-13";18;0;114;70
"75";"0";"2020-06-13";169;18;2082;408
"75";"09";"2020-06-13";0;0;13;0
"75";"19";"2020-06-13";1;0;15;0
"75";"29";"2020-06-13";1;0;66;2
"75";"39";"2020-06-13";3;0;121;2
"75";"49";"2020-06-13";4;2;161;2
"75";"59";"2020-06-13";6;1;319;13
"75";"69";"2020-06-13";33;7;383;40
"75";"79";"2020-06-13";42;5;356;92
"75";"89";"2020-06-13";45;2;417;156
"75";"90";"2020-06-13";30;1;221;101
"76";"0";"2020-06-13";139;18;2799;506
"76";"09";"2020-06-13";0;0;22;0
"76";"19";"2020-06-13";1;0;19;0
"76";"29";"2020-06-13";1;0;97;1
"76";"39";"2020-06-13";0;0;154;1
"76";"49";"2020-06-13";4;1;270;3
"76";"59";"2020-06-13";19;2;429;17
"76";"69";"2020-06-13";24;8;490;59
"76";"79";"2020-06-13";33;2;567;104
"76";"89";"2020-06-13";43;5;477;195
"76";"90";"2020-06-13";14;0;272;126
"84";"0";"2020-06-13";757;41;7463;1718
"84";"09";"2020-06-13";0;0;44;0
"84";"19";"2020-06-13";3;0;48;0
"84";"29";"2020-06-13";2;0;233;1
"84";"39";"2020-06-13";8;0;370;4
"84";"49";"2020-06-13";25;2;534;12
"84";"59";"2020-06-13";61;4;949;46
"84";"69";"2020-06-13";125;13;1197;132
"84";"79";"2020-06-13";212;21;1465;353
"84";"89";"2020-06-13";201;1;1674;710
"84";"90";"2020-06-13";119;0;863;439
"93";"0";"2020-06-13";723;58;5147;923
"93";"09";"2020-06-13";0;0;28;0
"93";"19";"2020-06-13";0;0;44;0
"93";"29";"2020-06-13";5;1;298;1
"93";"39";"2020-06-13";6;0;391;1
"93";"49";"2020-06-13";19;5;525;4
"93";"59";"2020-06-13";49;13;836;35
"93";"69";"2020-06-13";117;17;894;76
"93";"79";"2020-06-13";175;11;863;193
"93";"89";"2020-06-13";210;10;814;381
"93";"90";"2020-06-13";141;1;429;228
"94";"0";"2020-06-13";18;3;240;59
"94";"09";"2020-06-13";0;0;6;0
"94";"19";"2020-06-13";0;0;1;0
"94";"29";"2020-06-13";0;0;14;0
"94";"39";"2020-06-13";0;0;18;0
"94";"49";"2020-06-13";1;0;22;1
"94";"59";"2020-06-13";1;0;36;1
"94";"69";"2020-06-13";4;2;36;3
"94";"79";"2020-06-13";7;1;47;16
"94";"89";"2020-06-13";2;0;42;25
"94";"90";"2020-06-13";3;0;18;13
"01";"0";"2020-06-14";12;0;74;16
"01";"09";"2020-06-14";0;0;0;0
"01";"19";"2020-06-14";0;0;2;0
"01";"29";"2020-06-14";0;0;1;0
"01";"39";"2020-06-14";0;0;4;0
"01";"49";"2020-06-14";1;0;5;0
"01";"59";"2020-06-14";1;0;18;1
"01";"69";"2020-06-14";4;0;18;3
"01";"79";"2020-06-14";3;0;12;7
"01";"89";"2020-06-14";3;0;13;5
"01";"90";"2020-06-14";0;0;0;0
"02";"0";"2020-06-14";8;0;89;14
"02";"09";"2020-06-14";0;0;0;0
"02";"19";"2020-06-14";0;0;0;0
"02";"29";"2020-06-14";0;0;3;0
"02";"39";"2020-06-14";0;0;4;0
"02";"49";"2020-06-14";0;0;12;0
"02";"59";"2020-06-14";5;0;20;1
"02";"69";"2020-06-14";1;0;24;2
"02";"79";"2020-06-14";2;0;18;4
"02";"89";"2020-06-14";0;0;7;5
"02";"90";"2020-06-14";0;0;1;2
"03";"0";"2020-06-14";60;8;155;3
"03";"09";"2020-06-14";1;0;4;0
"03";"19";"2020-06-14";0;0;6;0
"03";"29";"2020-06-14";8;1;24;0
"03";"39";"2020-06-14";15;3;29;0
"03";"49";"2020-06-14";9;1;36;0
"03";"59";"2020-06-14";5;0;18;0
"03";"69";"2020-06-14";9;2;23;0
"03";"79";"2020-06-14";6;0;8;1
"03";"89";"2020-06-14";7;1;5;1
"03";"90";"2020-06-14";0;0;0;1
"04";"0";"2020-06-14";22;2;125;1
"04";"09";"2020-06-14";0;0;1;0
"04";"19";"2020-06-14";2;0;5;0
"04";"29";"2020-06-14";3;0;19;0
"04";"39";"2020-06-14";1;0;13;0
"04";"49";"2020-06-14";4;0;13;0
"04";"59";"2020-06-14";4;2;24;0
"04";"69";"2020-06-14";7;0;24;0
"04";"79";"2020-06-14";1;0;18;0
"04";"89";"2020-06-14";0;0;8;1
"04";"90";"2020-06-14";0;0;0;0
"06";"0";"2020-06-14";45;13;298;24
"06";"09";"2020-06-14";3;2;3;0
"06";"19";"2020-06-14";0;0;15;0
"06";"29";"2020-06-14";4;0;48;0
"06";"39";"2020-06-14";10;3;43;0
"06";"49";"2020-06-14";3;1;46;4
"06";"59";"2020-06-14";9;3;52;4
"06";"69";"2020-06-14";8;3;49;6
"06";"79";"2020-06-14";3;1;20;5
"06";"89";"2020-06-14";4;0;16;4
"06";"90";"2020-06-14";0;0;0;1
"11";"0";"2020-06-14";4876;415;26343;7328
"11";"09";"2020-06-14";19;3;285;2
"11";"19";"2020-06-14";16;4;171;3
"11";"29";"2020-06-14";66;11;786;12
"11";"39";"2020-06-14";127;18;1792;50
"11";"49";"2020-06-14";245;27;2890;138
"11";"59";"2020-06-14";548;91;4440;522
"11";"69";"2020-06-14";837;118;4961;1056
"11";"79";"2020-06-14";1073;113;4446;1705
"11";"89";"2020-06-14";1194;24;4228;2328
"11";"90";"2020-06-14";702;4;2100;1455
"24";"0";"2020-06-14";506;30;1851;528
"24";"09";"2020-06-14";0;0;26;0
"24";"19";"2020-06-14";0;0;15;0
"24";"29";"2020-06-14";2;0;38;1
"24";"39";"2020-06-14";8;1;79;2
"24";"49";"2020-06-14";7;1;149;3
"24";"59";"2020-06-14";29;5;224;14
"24";"69";"2020-06-14";74;7;322;39
"24";"79";"2020-06-14";122;15;336;91
"24";"89";"2020-06-14";164;1;433;205
"24";"90";"2020-06-14";98;0;221;171
"27";"0";"2020-06-14";221;20;3739;1032
"27";"09";"2020-06-14";0;0;23;0
"27";"19";"2020-06-14";0;0;28;0
"27";"29";"2020-06-14";0;0;84;0
"27";"39";"2020-06-14";1;0;160;4
"27";"49";"2020-06-14";3;0;278;5
"27";"59";"2020-06-14";23;3;423;27
"27";"69";"2020-06-14";33;3;620;86
"27";"79";"2020-06-14";55;10;794;211
"27";"89";"2020-06-14";74;3;919;458
"27";"90";"2020-06-14";31;0;405;239
"28";"0";"2020-06-14";270;13;1557;425
"28";"09";"2020-06-14";0;0;3;0
"28";"19";"2020-06-14";0;0;8;0
"28";"29";"2020-06-14";1;0;46;0
"28";"39";"2020-06-14";4;0;93;2
"28";"49";"2020-06-14";9;2;138;10
"28";"59";"2020-06-14";15;3;238;16
"28";"69";"2020-06-14";42;4;284;57
"28";"79";"2020-06-14";58;4;311;95
"28";"89";"2020-06-14";88;0;305;165
"28";"90";"2020-06-14";52;0;125;80
"32";"0";"2020-06-14";1180;88;6058;1794
"32";"09";"2020-06-14";1;0;47;0
"32";"19";"2020-06-14";4;1;33;0
"32";"29";"2020-06-14";10;3;209;1
"32";"39";"2020-06-14";19;1;397;4
"32";"49";"2020-06-14";40;9;619;11
"32";"59";"2020-06-14";83;10;919;74
"32";"69";"2020-06-14";178;30;1028;234
"32";"79";"2020-06-14";264;27;1113;387
"32";"89";"2020-06-14";400;4;1169;709
"32";"90";"2020-06-14";175;1;502;367
"44";"0";"2020-06-14";1432;89;11667;3506
"44";"09";"2020-06-14";7;0;152;1
"44";"19";"2020-06-14";5;1;70;0
"44";"29";"2020-06-14";9;0;291;2
"44";"39";"2020-06-14";25;3;516;16
"44";"49";"2020-06-14";43;2;818;37
"44";"59";"2020-06-14";125;19;1590;99
"44";"69";"2020-06-14";252;28;2238;379
"44";"79";"2020-06-14";352;28;2431;863
"44";"89";"2020-06-14";419;8;2478;1408
"44";"90";"2020-06-14";178;0;1008;686
"52";"0";"2020-06-14";267;14;1931;461
"52";"09";"2020-06-14";0;0;7;0
"52";"19";"2020-06-14";1;0;12;0
"52";"29";"2020-06-14";2;1;55;0
"52";"39";"2020-06-14";0;0;106;0
"52";"49";"2020-06-14";8;2;176;4
"52";"59";"2020-06-14";16;3;237;13
"52";"69";"2020-06-14";30;3;327;47
"52";"79";"2020-06-14";62;4;362;84
"52";"89";"2020-06-14";85;1;444;187
"52";"90";"2020-06-14";63;0;205;126
"53";"0";"2020-06-14";138;11;1220;257
"53";"09";"2020-06-14";0;0;11;0
"53";"19";"2020-06-14";1;0;6;0
"53";"29";"2020-06-14";1;0;34;0
"53";"39";"2020-06-14";1;0;73;0
"53";"49";"2020-06-14";5;0;113;2
"53";"59";"2020-06-14";15;1;161;8
"53";"69";"2020-06-14";23;6;188;28
"53";"79";"2020-06-14";36;4;263;54
"53";"89";"2020-06-14";37;0;253;95
"53";"90";"2020-06-14";18;0;114;70
"75";"0";"2020-06-14";166;18;2086;408
"75";"09";"2020-06-14";0;0;13;0
"75";"19";"2020-06-14";1;0;15;0
"75";"29";"2020-06-14";1;0;66;2
"75";"39";"2020-06-14";3;0;121;2
"75";"49";"2020-06-14";4;2;161;2
"75";"59";"2020-06-14";6;1;319;13
"75";"69";"2020-06-14";33;7;383;40
"75";"79";"2020-06-14";41;5;357;92
"75";"89";"2020-06-14";44;2;419;156
"75";"90";"2020-06-14";29;1;222;101
"76";"0";"2020-06-14";138;18;2802;506
"76";"09";"2020-06-14";0;0;22;0
"76";"19";"2020-06-14";1;0;20;0
"76";"29";"2020-06-14";1;0;97;1
"76";"39";"2020-06-14";0;0;154;1
"76";"49";"2020-06-14";4;1;270;3
"76";"59";"2020-06-14";20;2;429;17
"76";"69";"2020-06-14";23;8;491;59
"76";"79";"2020-06-14";33;2;567;104
"76";"89";"2020-06-14";42;5;478;195
"76";"90";"2020-06-14";14;0;272;126
"84";"0";"2020-06-14";755;41;7465;1718
"84";"09";"2020-06-14";0;0;44;0
"84";"19";"2020-06-14";3;0;48;0
"84";"29";"2020-06-14";1;0;234;1
"84";"39";"2020-06-14";8;0;370;4
"84";"49";"2020-06-14";25;2;534;12
"84";"59";"2020-06-14";61;4;949;46
"84";"69";"2020-06-14";125;13;1197;132
"84";"79";"2020-06-14";211;21;1466;353
"84";"89";"2020-06-14";201;1;1674;710
"84";"90";"2020-06-14";119;0;863;439
"93";"0";"2020-06-14";722;58;5149;923
"93";"09";"2020-06-14";0;0;28;0
"93";"19";"2020-06-14";0;0;44;0
"93";"29";"2020-06-14";5;1;298;1
"93";"39";"2020-06-14";6;0;391;1
"93";"49";"2020-06-14";18;5;526;4
"93";"59";"2020-06-14";49;13;836;35
"93";"69";"2020-06-14";116;17;895;76
"93";"79";"2020-06-14";175;11;863;193
"93";"89";"2020-06-14";211;10;814;381
"93";"90";"2020-06-14";141;1;429;228
"94";"0";"2020-06-14";18;3;240;59
"94";"09";"2020-06-14";0;0;6;0
"94";"19";"2020-06-14";0;0;1;0
"94";"29";"2020-06-14";0;0;14;0
"94";"39";"2020-06-14";0;0;18;0
"94";"49";"2020-06-14";1;0;22;1
"94";"59";"2020-06-14";1;0;36;1
"94";"69";"2020-06-14";4;2;36;3
"94";"79";"2020-06-14";7;1;47;16
"94";"89";"2020-06-14";2;0;42;25
"94";"90";"2020-06-14";3;0;18;13
"01";"0";"2020-06-15";9;0;77;16
"01";"09";"2020-06-15";0;0;0;0
"01";"19";"2020-06-15";0;0;2;0
"01";"29";"2020-06-15";0;0;1;0
"01";"39";"2020-06-15";0;0;4;0
"01";"49";"2020-06-15";1;0;5;0
"01";"59";"2020-06-15";1;0;18;1
"01";"69";"2020-06-15";3;0;19;3
"01";"79";"2020-06-15";2;0;13;7
"01";"89";"2020-06-15";2;0;14;5
"01";"90";"2020-06-15";0;0;0;0
"02";"0";"2020-06-15";9;1;89;14
"02";"09";"2020-06-15";0;0;0;0
"02";"19";"2020-06-15";0;0;0;0
"02";"29";"2020-06-15";0;0;3;0
"02";"39";"2020-06-15";0;0;4;0
"02";"49";"2020-06-15";0;0;12;0
"02";"59";"2020-06-15";5;0;20;1
"02";"69";"2020-06-15";2;1;24;2
"02";"79";"2020-06-15";2;0;18;4
"02";"89";"2020-06-15";0;0;7;5
"02";"90";"2020-06-15";0;0;1;2
"03";"0";"2020-06-15";74;11;157;3
"03";"09";"2020-06-15";2;0;4;0
"03";"19";"2020-06-15";0;0;6;0
"03";"29";"2020-06-15";8;1;26;0
"03";"39";"2020-06-15";19;4;29;0
"03";"49";"2020-06-15";11;1;36;0
"03";"59";"2020-06-15";6;0;18;0
"03";"69";"2020-06-15";13;4;23;0
"03";"79";"2020-06-15";8;0;8;1
"03";"89";"2020-06-15";7;1;5;1
"03";"90";"2020-06-15";0;0;0;1
"04";"0";"2020-06-15";25;3;125;1
"04";"09";"2020-06-15";0;0;1;0
"04";"19";"2020-06-15";2;0;5;0
"04";"29";"2020-06-15";4;0;19;0
"04";"39";"2020-06-15";1;0;13;0
"04";"49";"2020-06-15";6;1;13;0
"04";"59";"2020-06-15";4;2;24;0
"04";"69";"2020-06-15";7;0;24;0
"04";"79";"2020-06-15";1;0;18;0
"04";"89";"2020-06-15";0;0;8;1
"04";"90";"2020-06-15";0;0;0;0
"06";"0";"2020-06-15";41;11;305;24
"06";"09";"2020-06-15";3;2;3;0
"06";"19";"2020-06-15";0;0;15;0
"06";"29";"2020-06-15";3;0;49;0
"06";"39";"2020-06-15";10;2;44;0
"06";"49";"2020-06-15";2;0;46;4
"06";"59";"2020-06-15";7;3;54;4
"06";"69";"2020-06-15";8;3;51;7
"06";"79";"2020-06-15";3;1;20;5
"06";"89";"2020-06-15";4;0;16;4
"06";"90";"2020-06-15";0;0;1;0
"11";"0";"2020-06-15";4819;398;26421;7339
"11";"09";"2020-06-15";19;3;285;2
"11";"19";"2020-06-15";16;4;171;3
"11";"29";"2020-06-15";66;10;787;12
"11";"39";"2020-06-15";125;17;1794;50
"11";"49";"2020-06-15";244;25;2893;138
"11";"59";"2020-06-15";541;87;4448;523
"11";"69";"2020-06-15";828;115;4973;1058
"11";"79";"2020-06-15";1073;108;4455;1708
"11";"89";"2020-06-15";1175;23;4251;2330
"11";"90";"2020-06-15";684;4;2119;1458
"24";"0";"2020-06-15";508;30;1852;528
"24";"09";"2020-06-15";0;0;27;0
"24";"19";"2020-06-15";0;0;15;0
"24";"29";"2020-06-15";2;0;38;1
"24";"39";"2020-06-15";8;1;79;2
"24";"49";"2020-06-15";8;1;149;3
"24";"59";"2020-06-15";29;5;224;14
"24";"69";"2020-06-15";74;7;322;39
"24";"79";"2020-06-15";122;15;336;91
"24";"89";"2020-06-15";165;1;433;205
"24";"90";"2020-06-15";98;0;221;171
"27";"0";"2020-06-15";223;19;3741;1032
"27";"09";"2020-06-15";0;0;23;0
"27";"19";"2020-06-15";0;0;28;0
"27";"29";"2020-06-15";0;0;84;0
"27";"39";"2020-06-15";1;0;160;4
"27";"49";"2020-06-15";4;0;278;5
"27";"59";"2020-06-15";23;3;424;27
"27";"69";"2020-06-15";34;3;620;86
"27";"79";"2020-06-15";56;10;794;211
"27";"89";"2020-06-15";73;2;920;458
"27";"90";"2020-06-15";31;0;405;239
"28";"0";"2020-06-15";270;13;1558;425
"28";"09";"2020-06-15";0;0;3;0
"28";"19";"2020-06-15";0;0;8;0
"28";"29";"2020-06-15";1;0;46;0
"28";"39";"2020-06-15";4;0;93;2
"28";"49";"2020-06-15";9;2;138;10
"28";"59";"2020-06-15";16;3;238;16
"28";"69";"2020-06-15";42;4;284;57
"28";"79";"2020-06-15";58;4;311;95
"28";"89";"2020-06-15";88;0;305;165
"28";"90";"2020-06-15";51;0;126;80
"32";"0";"2020-06-15";1171;88;6072;1797
"32";"09";"2020-06-15";2;0;47;0
"32";"19";"2020-06-15";4;1;33;0
"32";"29";"2020-06-15";9;3;210;1
"32";"39";"2020-06-15";20;2;396;4
"32";"49";"2020-06-15";42;9;620;11
"32";"59";"2020-06-15";83;10;919;74
"32";"69";"2020-06-15";176;30;1029;235
"32";"79";"2020-06-15";259;26;1119;388
"32";"89";"2020-06-15";397;4;1174;709
"32";"90";"2020-06-15";173;1;503;368
"44";"0";"2020-06-15";1412;87;11692;3513
"44";"09";"2020-06-15";8;0;152;1
"44";"19";"2020-06-15";6;1;70;0
"44";"29";"2020-06-15";11;0;292;2
"44";"39";"2020-06-15";24;3;517;16
"44";"49";"2020-06-15";43;2;819;37
"44";"59";"2020-06-15";122;18;1593;99
"44";"69";"2020-06-15";242;28;2247;382
"44";"79";"2020-06-15";347;28;2435;864
"44";"89";"2020-06-15";415;7;2483;1410
"44";"90";"2020-06-15";177;0;1009;687
"52";"0";"2020-06-15";265;13;1935;461
"52";"09";"2020-06-15";0;0;7;0
"52";"19";"2020-06-15";1;0;12;0
"52";"29";"2020-06-15";2;1;55;0
"52";"39";"2020-06-15";0;0;106;0
"52";"49";"2020-06-15";7;2;177;4
"52";"59";"2020-06-15";17;3;237;13
"52";"69";"2020-06-15";30;3;327;47
"52";"79";"2020-06-15";61;4;363;84
"52";"89";"2020-06-15";84;0;446;187
"52";"90";"2020-06-15";63;0;205;126
"53";"0";"2020-06-15";139;10;1221;257
"53";"09";"2020-06-15";0;0;11;0
"53";"19";"2020-06-15";1;0;6;0
"53";"29";"2020-06-15";1;0;34;0
"53";"39";"2020-06-15";2;0;73;0
"53";"49";"2020-06-15";5;0;113;1
"53";"59";"2020-06-15";15;1;161;8
"53";"69";"2020-06-15";23;6;188;28
"53";"79";"2020-06-15";35;3;263;54
"53";"89";"2020-06-15";39;0;253;95
"53";"90";"2020-06-15";17;0;115;71
"75";"0";"2020-06-15";163;18;2090;410
"75";"09";"2020-06-15";0;0;13;0
"75";"19";"2020-06-15";1;0;15;0
"75";"29";"2020-06-15";1;0;66;2
"75";"39";"2020-06-15";3;0;121;2
"75";"49";"2020-06-15";4;2;163;2
"75";"59";"2020-06-15";6;1;319;13
"75";"69";"2020-06-15";33;7;383;40
"75";"79";"2020-06-15";41;5;358;92
"75";"89";"2020-06-15";43;2;420;156
