Date,Country,AreaCode,Area,TotalCases
2020-04-10,Northern Ireland,N09000006,Fermanagh and Omagh,52
2020-04-10,Northern Ireland,N09000007,Lisburn and Castlereagh,181
2020-04-10,Northern Ireland,N09000008,Mid and East Antrim,102
2020-04-10,Northern Ireland,N09000009,Mid Ulster,73
2020-04-10,Northern Ireland,N09000010,"Newry, Mourne and Down",102
2020-04-10,Northern Ireland,,Unknown,22
2020-04-10,Scotland,S08000015,Ayrshire and Arran,364
2020-04-10,Scotland,S08000016,Borders,177
2020-04-10,Scotland,S08000017,Dumfries and Galloway,164
2020-04-10,Scotland,S08000029,Fife,333
2020-04-10,Scotland,S08000019,Forth Valley,302
2020-04-10,Scotland,S08000020,Grampian,251
2020-04-10,Scotland,S08000031,Greater Glasgow and Clyde,1314
2020-04-10,Scotland,S08000022,Highland,144
2020-04-10,Scotland,S08000032,Lanarkshire,662
2020-04-10,Scotland,S08000024,Lothian,799
2020-04-10,Scotland,S08000025,Orkney,NaN
2020-04-10,Scotland,S08000026,Shetland,43
2020-04-10,Scotland,S08000030,Tayside,712
2020-04-10,Scotland,S08000028,Western Isles,NaN
2020-04-10,Wales,W11000028,Aneurin Bevan,1512
2020-04-10,Wales,W11000023,Betsi Cadwaladr,475
2020-04-10,Wales,W11000029,Cardiff and Vale,1368
2020-04-10,Wales,W11000030,Cwm Taf,909
2020-04-10,Wales,W11000025,Hywel Dda,406
2020-04-10,Wales,,Outside Wales,48
2020-04-10,Wales,W11000024,Powys,92
2020-04-10,Wales,W11000031,Swansea Bay,805
2020-04-10,Wales,,Unknown,49
2020-04-11,England,E09000002,Barking and Dagenham,322
2020-04-11,England,E09000003,Barnet,974
2020-04-11,England,E08000016,Barnsley,359
2020-04-11,England,E06000022,Bath and North East Somerset,134
2020-04-11,England,E06000055,Bedford,240
2020-04-11,England,E09000004,Bexley,434
2020-04-11,England,E08000025,Birmingham,1899
2020-04-11,England,E06000008,Blackburn with Darwen,168
2020-04-11,England,E06000009,Blackpool,164
2020-04-11,England,E08000001,Bolton,419
2020-04-11,England,E06000058,"Bournemouth, Christchurch and Poole",233
2020-04-11,England,E06000036,Bracknell Forest,122
2020-04-11,England,E08000032,Bradford,430
2020-04-11,England,E09000005,Brent,1040
2020-04-11,England,E06000043,Brighton and Hove,233
2020-04-11,England,E06000023,"Bristol, City of",350
2020-04-11,England,E09000006,Bromley,779
2020-04-11,England,E10000002,Buckinghamshire,518
2020-04-11,England,E08000002,Bury,315
2020-04-11,England,E08000033,Calderdale,145
2020-04-11,England,E10000003,Cambridgeshire,439
2020-04-11,England,E09000007,Camden,440
2020-04-11,England,E06000056,Central Bedfordshire,303
2020-04-11,England,E06000049,Cheshire East,438
2020-04-11,England,E06000050,Cheshire West and Chester,440
2020-04-11,England,E06000052,Cornwall and Isles of Scilly,300
2020-04-11,England,E06000047,County Durham,697
2020-04-11,England,E08000026,Coventry,418
2020-04-11,England,E09000008,Croydon,1010
2020-04-11,England,E10000006,Cumbria,1257
2020-04-11,England,E06000005,Darlington,134
2020-04-11,England,E06000015,Derby,366
2020-04-11,England,E10000007,Derbyshire,760
2020-04-11,England,E10000008,Devon,388
2020-04-11,England,E08000017,Doncaster,239
2020-04-11,England,E06000059,Dorset,205
2020-04-11,England,E08000027,Dudley,461
2020-04-11,England,E09000009,Ealing,770
2020-04-11,England,E06000011,East Riding of Yorkshire,227
2020-04-11,England,E10000011,East Sussex,349
2020-04-11,England,E09000010,Enfield,573
2020-04-11,England,E10000012,Essex,1600
2020-04-11,England,E08000037,Gateshead,452
2020-04-11,England,E10000013,Gloucestershire,694
2020-04-11,England,E09000011,Greenwich,478
2020-04-11,England,E09000012,Hackney,504
2020-04-11,England,E06000006,Halton,211
2020-04-11,England,E09000013,Hammersmith and Fulham,393
2020-04-11,England,E10000014,Hampshire,1685
2020-04-11,England,E09000014,Haringey,434
2020-04-11,England,E09000015,Harrow,673
2020-04-11,England,E06000001,Hartlepool,82
2020-04-11,England,E09000016,Havering,463
2020-04-11,England,E06000019,"Herefordshire, County of",108
2020-04-11,England,E10000015,Hertfordshire,1546
2020-04-11,England,E09000017,Hillingdon,528
2020-04-11,England,E09000018,Hounslow,491
2020-04-11,England,E06000046,Isle of Wight,53
2020-04-11,England,E09000019,Islington,333
2020-04-11,England,E09000020,Kensington and Chelsea,374
2020-04-11,England,E10000016,Kent,1724
2020-04-11,England,E06000010,"Kingston upon Hull, City of",137
2020-04-11,England,E09000021,Kingston upon Thames,301
2020-04-11,England,E08000034,Kirklees,337
2020-04-11,England,E08000011,Knowsley,318
2020-04-11,England,E09000022,Lambeth,930
2020-04-11,England,E10000017,Lancashire,1638
2020-04-11,England,E08000035,Leeds,668
2020-04-11,England,E06000016,Leicester,388
2020-04-11,England,E10000018,Leicestershire,546
2020-04-11,England,E09000023,Lewisham,695
2020-04-11,England,E10000019,Lincolnshire,477
2020-04-11,England,E08000012,Liverpool,939
2020-04-11,England,E06000032,Luton,396
2020-04-11,England,E08000003,Manchester,725
2020-04-11,England,E06000035,Medway,401
2020-04-11,England,E09000024,Merton,509
2020-04-11,England,E06000002,Middlesbrough,288
2020-04-11,England,E06000042,Milton Keynes,312
2020-04-11,England,E08000021,Newcastle upon Tyne,590
2020-04-11,England,E09000025,Newham,769
2020-04-11,England,E10000020,Norfolk,694
2020-04-11,England,E06000012,North East Lincolnshire,78
2020-04-11,England,E06000013,North Lincolnshire,120
2020-04-11,England,E06000024,North Somerset,125
2020-04-11,England,E08000022,North Tyneside,313
2020-04-11,England,E10000023,North Yorkshire,481
2020-04-11,England,E10000021,Northamptonshire,742
2020-04-11,England,E06000057,Northumberland,420
2020-04-11,England,E06000018,Nottingham,306
2020-04-11,England,E10000024,Nottinghamshire,687
2020-04-11,England,E08000004,Oldham,468
2020-04-11,England,E10000025,Oxfordshire,945
2020-04-11,England,E06000031,Peterborough,111
2020-04-11,England,E06000026,Plymouth,143
2020-04-11,England,E06000044,Portsmouth,183
2020-04-11,England,E06000038,Reading,206
2020-04-11,England,E09000026,Redbridge,511
2020-04-11,England,E06000003,Redcar and Cleveland,174
2020-04-11,England,E09000027,Richmond upon Thames,285
2020-04-11,England,E08000005,Rochdale,333
2020-04-11,England,E08000018,Rotherham,361
2020-04-11,England,E08000006,Salford,435
2020-04-11,England,E08000028,Sandwell,578
2020-04-11,England,E08000014,Sefton,504
2020-04-11,England,E08000019,Sheffield,1357
2020-04-11,England,E06000051,Shropshire,245
2020-04-11,England,E06000039,Slough,242
2020-04-11,England,E08000029,Solihull,361
2020-04-11,England,E10000027,Somerset,223
2020-04-11,England,E06000025,South Gloucestershire,216
2020-04-11,England,E08000023,South Tyneside,230
2020-04-11,England,E06000045,Southampton,263
2020-04-11,England,E06000033,Southend-on-Sea,220
2020-04-11,England,E09000028,Southwark,976
2020-04-11,England,E08000013,St. Helens,389
2020-04-11,England,E10000028,Staffordshire,954
2020-04-11,England,E08000007,Stockport,502
2020-04-11,England,E06000004,Stockton-on-Tees,212
2020-04-11,England,E06000021,Stoke-on-Trent,201
2020-04-11,England,E10000029,Suffolk,502
2020-04-11,England,E08000024,Sunderland,677
2020-04-11,England,E10000030,Surrey,1615
2020-04-11,England,E09000029,Sutton,452
2020-04-11,England,E06000030,Swindon,186
2020-04-11,England,E08000008,Tameside,288
2020-04-11,England,E06000020,Telford and Wrekin,133
2020-04-11,England,E06000034,Thurrock,199
2020-04-11,England,E06000027,Torbay,99
2020-04-11,England,E09000030,Tower Hamlets,489
2020-04-11,England,E08000009,Trafford,392
2020-04-11,England,E08000036,Wakefield,316
2020-04-11,England,E08000030,Walsall,574
2020-04-11,England,E09000031,Waltham Forest,541
2020-04-11,England,E09000032,Wandsworth,756
2020-04-11,England,E06000007,Warrington,351
2020-04-11,England,E10000031,Warwickshire,695
2020-04-11,England,E06000037,West Berkshire,167
2020-04-11,England,E10000032,West Sussex,660
2020-04-11,England,E09000033,Westminster,500
2020-04-11,England,E08000010,Wigan,401
2020-04-11,England,E06000054,Wiltshire,250
2020-04-11,England,E06000040,Windsor and Maidenhead,157
2020-04-11,England,E08000015,Wirral,588
2020-04-11,England,E06000041,Wokingham,183
2020-04-11,England,E08000031,Wolverhampton,460
2020-04-11,England,E10000034,Worcestershire,690
2020-04-11,England,E06000014,York,129
2020-04-11,Scotland,S08000015,Ayrshire and Arran,376
2020-04-11,Scotland,S08000016,Borders,189
2020-04-11,Scotland,S08000017,Dumfries and Galloway,179
2020-04-11,Scotland,S08000029,Fife,356
2020-04-11,Scotland,S08000019,Forth Valley,324
2020-04-11,Scotland,S08000020,Grampian,261
2020-04-11,Scotland,S08000031,Greater Glasgow and Clyde,1387
2020-04-11,Scotland,S08000022,Highland,148
2020-04-11,Scotland,S08000032,Lanarkshire,707
2020-04-11,Scotland,S08000024,Lothian,856
2020-04-11,Scotland,S08000025,Orkney,5
2020-04-11,Scotland,S08000026,Shetland,43
2020-04-11,Scotland,S08000030,Tayside,753
2020-04-11,Scotland,S08000028,Western Isles,6
2020-04-11,Wales,W11000028,Aneurin Bevan,1552
2020-04-11,Wales,W11000023,Betsi Cadwaladr,515
2020-04-11,Wales,W11000029,Cardiff and Vale,1420
2020-04-11,Wales,W11000030,Cwm Taf,959
2020-04-11,Wales,W11000025,Hywel Dda,434
2020-04-11,Wales,,Outside Wales,51
2020-04-11,Wales,W11000024,Powys,95
2020-04-11,Wales,W11000031,Swansea Bay,836
2020-04-11,Wales,,Unknown,49
2020-04-12,England,E09000002,Barking and Dagenham,337
2020-04-12,England,E09000003,Barnet,991
2020-04-12,England,E08000016,Barnsley,380
2020-04-12,England,E06000022,Bath and North East Somerset,136
2020-04-12,England,E06000055,Bedford,250
2020-04-12,England,E09000004,Bexley,440
2020-04-12,England,E08000025,Birmingham,1949
2020-04-12,England,E06000008,Blackburn with Darwen,180
2020-04-12,England,E06000009,Blackpool,175
2020-04-12,England,E08000001,Bolton,444
2020-04-12,England,E06000058,"Bournemouth, Christchurch and Poole",255
2020-04-12,England,E06000036,Bracknell Forest,129
2020-04-12,England,E08000032,Bradford,452
2020-04-12,England,E09000005,Brent,1066
2020-04-12,England,E06000043,Brighton and Hove,244
2020-04-12,England,E06000023,"Bristol, City of",364
2020-04-12,England,E09000006,Bromley,790
2020-04-12,England,E10000002,Buckinghamshire,525
2020-04-12,England,E08000002,Bury,331
2020-04-12,England,E08000033,Calderdale,153
2020-04-12,England,E10000003,Cambridgeshire,452
2020-04-12,England,E09000007,Camden,448
2020-04-12,England,E06000056,Central Bedfordshire,321
2020-04-12,England,E06000049,Cheshire East,457
2020-04-12,England,E06000050,Cheshire West and Chester,467
2020-04-12,England,E06000052,Cornwall and Isles of Scilly,320
2020-04-12,England,E06000047,County Durham,726
2020-04-12,England,E08000026,Coventry,439
2020-04-12,England,E09000008,Croydon,1036
2020-04-12,England,E10000006,Cumbria,1291
2020-04-12,England,E06000005,Darlington,149
2020-04-12,England,E06000015,Derby,375
2020-04-12,England,E10000007,Derbyshire,781
2020-04-12,England,E10000008,Devon,419
2020-04-12,England,E08000017,Doncaster,247
2020-04-12,England,E06000059,Dorset,210
2020-04-12,England,E08000027,Dudley,473
2020-04-12,England,E09000009,Ealing,791
2020-04-12,England,E06000011,East Riding of Yorkshire,243
2020-04-12,England,E10000011,East Sussex,361
2020-04-12,England,E09000010,Enfield,595
2020-04-12,England,E10000012,Essex,1646
2020-04-12,England,E08000037,Gateshead,472
2020-04-12,England,E10000013,Gloucestershire,732
2020-04-12,England,E09000011,Greenwich,492
2020-04-12,England,E09000012,Hackney,515
2020-04-12,England,E06000006,Halton,215
2020-04-12,England,E09000013,Hammersmith and Fulham,400
2020-04-12,England,E10000014,Hampshire,1756
2020-04-12,England,E09000014,Haringey,446
2020-04-12,England,E09000015,Harrow,686
2020-04-12,England,E06000001,Hartlepool,88
2020-04-12,England,E09000016,Havering,482
2020-04-12,England,E06000019,"Herefordshire, County of",117
2020-04-12,England,E10000015,Hertfordshire,1596
2020-04-12,England,E09000017,Hillingdon,539
2020-04-12,England,E09000018,Hounslow,501
2020-04-12,England,E06000046,Isle of Wight,55
2020-04-12,England,E09000019,Islington,340
2020-04-12,England,E09000020,Kensington and Chelsea,377
2020-04-12,England,E10000016,Kent,1841
2020-04-12,England,E06000010,"Kingston upon Hull, City of",147
2020-04-12,England,E09000021,Kingston upon Thames,310
2020-04-12,England,E08000034,Kirklees,343
2020-04-12,England,E08000011,Knowsley,326
2020-04-12,England,E09000022,Lambeth,946
2020-04-12,England,E10000017,Lancashire,1701
2020-04-12,England,E08000035,Leeds,706
2020-04-12,England,E06000016,Leicester,410
2020-04-12,England,E10000018,Leicestershire,558
2020-04-12,England,E09000023,Lewisham,707
2020-04-12,England,E10000019,Lincolnshire,501
2020-04-12,England,E08000012,Liverpool,974
2020-04-12,England,E06000032,Luton,419
2020-04-12,England,E08000003,Manchester,762
2020-04-12,England,E06000035,Medway,414
2020-04-12,England,E09000024,Merton,518
2020-04-12,England,E06000002,Middlesbrough,302
2020-04-12,England,E06000042,Milton Keynes,318
2020-04-12,England,E08000021,Newcastle upon Tyne,607
2020-04-12,England,E09000025,Newham,783
2020-04-12,England,E10000020,Norfolk,734
2020-04-12,England,E06000012,North East Lincolnshire,80
2020-04-12,England,E06000013,North Lincolnshire,128
2020-04-12,England,E06000024,North Somerset,126
2020-04-12,England,E08000022,North Tyneside,320
2020-04-12,England,E10000023,North Yorkshire,508
2020-04-12,England,E10000021,Northamptonshire,761
2020-04-12,England,E06000057,Northumberland,457
2020-04-12,England,E06000018,Nottingham,317
2020-04-12,England,E10000024,Nottinghamshire,715
2020-04-12,England,E08000004,Oldham,490
2020-04-12,England,E10000025,Oxfordshire,984
2020-04-12,England,E06000031,Peterborough,113
2020-04-12,England,E06000026,Plymouth,150
2020-04-12,England,E06000044,Portsmouth,190
2020-04-12,England,E06000038,Reading,231
2020-04-12,England,E09000026,Redbridge,535
2020-04-12,England,E06000003,Redcar and Cleveland,182
2020-04-12,England,E09000027,Richmond upon Thames,292
2020-04-12,England,E08000005,Rochdale,349
2020-04-12,England,E08000018,Rotherham,387
2020-04-12,England,E06000017,Rutland,11
2020-04-12,England,E08000006,Salford,456
2020-04-12,England,E08000028,Sandwell,596
2020-04-12,England,E08000014,Sefton,525
2020-04-12,England,E08000019,Sheffield,1391
2020-04-12,England,E06000051,Shropshire,261
2020-04-12,England,E06000039,Slough,251
2020-04-12,England,E08000029,Solihull,368
2020-04-12,England,E10000027,Somerset,234
2020-04-12,England,E06000025,South Gloucestershire,220
2020-04-12,England,E08000023,South Tyneside,239
2020-04-12,England,E06000045,Southampton,273
2020-04-12,England,E06000033,Southend-on-Sea,228
2020-04-12,England,E09000028,Southwark,987
2020-04-12,England,E08000013,St. Helens,404
2020-04-12,England,E10000028,Staffordshire,989
2020-04-12,England,E08000007,Stockport,516
2020-04-12,England,E06000004,Stockton-on-Tees,222
2020-04-12,England,E06000021,Stoke-on-Trent,211
2020-04-12,England,E10000029,Suffolk,529
2020-04-12,England,E08000024,Sunderland,706
2020-04-12,England,E10000030,Surrey,1669
2020-04-12,England,E09000029,Sutton,457
2020-04-12,England,E06000030,Swindon,196
2020-04-12,England,E08000008,Tameside,306
2020-04-12,England,E06000020,Telford and Wrekin,136
2020-04-12,England,E06000034,Thurrock,204
2020-04-12,England,E06000027,Torbay,101
2020-04-12,England,E09000030,Tower Hamlets,503
2020-04-12,England,E08000009,Trafford,404
2020-04-12,England,E08000036,Wakefield,334
2020-04-12,England,E08000030,Walsall,587
2020-04-12,England,E09000031,Waltham Forest,559
2020-04-12,England,E09000032,Wandsworth,762
2020-04-12,England,E06000007,Warrington,358
2020-04-12,England,E10000031,Warwickshire,717
2020-04-12,England,E06000037,West Berkshire,174
2020-04-12,England,E10000032,West Sussex,689
2020-04-12,England,E09000033,Westminster,508
2020-04-12,England,E08000010,Wigan,424
2020-04-12,England,E06000054,Wiltshire,261
2020-04-12,England,E06000040,Windsor and Maidenhead,163
2020-04-12,England,E08000015,Wirral,615
2020-04-12,England,E06000041,Wokingham,194
2020-04-12,England,E08000031,Wolverhampton,469
2020-04-12,England,E10000034,Worcestershire,712
2020-04-12,England,E06000014,York,134
2020-04-12,Scotland,S08000015,Ayrshire and Arran,390
2020-04-12,Scotland,S08000016,Borders,199
2020-04-12,Scotland,S08000017,Dumfries and Galloway,186
2020-04-12,Scotland,S08000029,Fife,379
2020-04-12,Scotland,S08000019,Forth Valley,337
2020-04-12,Scotland,S08000020,Grampian,291
2020-04-12,Scotland,S08000031,Greater Glasgow and Clyde,1449
2020-04-12,Scotland,S08000022,Highland,151
2020-04-12,Scotland,S08000032,Lanarkshire,758
2020-04-12,Scotland,S08000024,Lothian,915
2020-04-12,Scotland,S08000025,Orkney,5
2020-04-12,Scotland,S08000026,Shetland,43
2020-04-12,Scotland,S08000030,Tayside,803
2020-04-12,Scotland,S08000028,Western Isles,6
2020-04-12,Wales,W11000028,Aneurin Bevan,1577
2020-04-12,Wales,W11000023,Betsi Cadwaladr,558
2020-04-12,Wales,W11000029,Cardiff and Vale,1476
2020-04-12,Wales,W11000030,Cwm Taf,1004
2020-04-12,Wales,W11000025,Hywel Dda,448
2020-04-12,Wales,,Outside Wales,52
2020-04-12,Wales,W11000024,Powys,97
2020-04-12,Wales,W11000031,Swansea Bay,894
2020-04-12,Wales,,Unknown,52
2020-04-13,England,E09000002,Barking and Dagenham,354
2020-04-13,England,E09000003,Barnet,1013
2020-04-13,England,E08000016,Barnsley,412
2020-04-13,England,E06000022,Bath and North East Somerset,142
2020-04-13,England,E06000055,Bedford,266
2020-04-13,England,E09000004,Bexley,450
2020-04-13,England,E08000025,Birmingham,1994
2020-04-13,England,E06000008,Blackburn with Darwen,191
2020-04-13,England,E06000009,Blackpool,189
2020-04-13,England,E08000001,Bolton,479
2020-04-13,England,E06000058,"Bournemouth, Christchurch and Poole",269
2020-04-13,England,E06000036,Bracknell Forest,144
2020-04-13,England,E08000032,Bradford,465
2020-04-13,England,E09000005,Brent,1091
2020-04-13,England,E06000043,Brighton and Hove,253
2020-04-13,England,E06000023,"Bristol, City of",380
2020-04-13,England,E09000006,Bromley,821
2020-04-13,England,E10000002,Buckinghamshire,546
2020-04-13,England,E08000002,Bury,352
2020-04-13,England,E08000033,Calderdale,159
2020-04-13,England,E10000003,Cambridgeshire,465
2020-04-13,England,E09000007,Camden,461
2020-04-13,England,E06000056,Central Bedfordshire,330
2020-04-13,England,E06000049,Cheshire East,488
2020-04-13,England,E06000050,Cheshire West and Chester,482
2020-04-13,England,E06000052,Cornwall and Isles of Scilly,341
2020-04-13,England,E06000047,County Durham,771
2020-04-13,England,E08000026,Coventry,457
2020-04-13,England,E09000008,Croydon,1062
2020-04-13,England,E10000006,Cumbria,1343
2020-04-13,England,E06000005,Darlington,154
2020-04-13,England,E06000015,Derby,379
2020-04-13,England,E10000007,Derbyshire,810
2020-04-13,England,E10000008,Devon,443
2020-04-13,England,E08000017,Doncaster,257
2020-04-13,England,E06000059,Dorset,214
2020-04-13,England,E08000027,Dudley,489
2020-04-13,England,E09000009,Ealing,825
2020-04-13,England,E06000011,East Riding of Yorkshire,260
2020-04-13,England,E10000011,East Sussex,374
2020-04-13,England,E09000010,Enfield,609
2020-04-13,England,E10000012,Essex,1727
2020-04-13,England,E08000037,Gateshead,492
2020-04-13,England,E10000013,Gloucestershire,772
2020-04-13,England,E09000011,Greenwich,503
2020-04-13,England,E09000012,Hackney,523
2020-04-13,England,E06000006,Halton,223
2020-04-13,England,E09000013,Hammersmith and Fulham,409
2020-04-13,England,E10000014,Hampshire,1835
2020-04-13,England,E09000014,Haringey,460
2020-04-13,England,E09000015,Harrow,709
2020-04-13,England,E06000001,Hartlepool,92
2020-04-13,England,E09000016,Havering,499
2020-04-13,England,E06000019,"Herefordshire, County of",124
2020-04-13,England,E10000015,Hertfordshire,1652
2020-04-13,England,E09000017,Hillingdon,556
2020-04-13,England,E09000018,Hounslow,510
2020-04-13,England,E06000046,Isle of Wight,56
2020-04-13,England,E09000019,Islington,346
2020-04-13,England,E09000020,Kensington and Chelsea,384
2020-04-13,England,E10000016,Kent,1958
2020-04-13,England,E06000010,"Kingston upon Hull, City of",162
2020-04-13,England,E09000021,Kingston upon Thames,321
2020-04-13,England,E08000034,Kirklees,362
2020-04-13,England,E08000011,Knowsley,344
2020-04-13,England,E09000022,Lambeth,962
2020-04-13,England,E10000017,Lancashire,1783
2020-04-13,England,E08000035,Leeds,734
2020-04-13,England,E06000016,Leicester,419
2020-04-13,England,E10000018,Leicestershire,571
2020-04-13,England,E09000023,Lewisham,735
2020-04-13,England,E10000019,Lincolnshire,523
2020-04-13,England,E08000012,Liverpool,1011
2020-04-13,England,E06000032,Luton,434
2020-04-13,England,E08000003,Manchester,802
2020-04-13,England,E06000035,Medway,425
2020-04-13,England,E09000024,Merton,538
2020-04-13,England,E06000002,Middlesbrough,321
2020-04-13,England,E06000042,Milton Keynes,333
2020-04-13,England,E08000021,Newcastle upon Tyne,627
2020-04-13,England,E09000025,Newham,803
2020-04-13,England,E10000020,Norfolk,788
2020-04-13,England,E06000012,North East Lincolnshire,84
2020-04-13,England,E06000013,North Lincolnshire,135
2020-04-13,England,E06000024,North Somerset,131
2020-04-13,England,E08000022,North Tyneside,334
2020-04-13,England,E10000023,North Yorkshire,533
2020-04-13,England,E10000021,Northamptonshire,779
2020-04-13,England,E06000057,Northumberland,488
2020-04-13,England,E06000018,Nottingham,330
2020-04-13,England,E10000024,Nottinghamshire,742
2020-04-13,England,E08000004,Oldham,506
2020-04-13,England,E10000025,Oxfordshire,1037
2020-04-13,England,E06000031,Peterborough,120
2020-04-13,England,E06000026,Plymouth,162
2020-04-13,England,E06000044,Portsmouth,194
2020-04-13,England,E06000038,Reading,258
2020-04-13,England,E09000026,Redbridge,554
2020-04-13,England,E06000003,Redcar and Cleveland,196
2020-04-13,England,E09000027,Richmond upon Thames,297
2020-04-13,England,E08000005,Rochdale,369
2020-04-13,England,E08000018,Rotherham,422
2020-04-13,England,E06000017,Rutland,12
2020-04-13,England,E08000006,Salford,474
2020-04-13,England,E08000028,Sandwell,629
2020-04-13,England,E08000014,Sefton,557
2020-04-13,England,E08000019,Sheffield,1462
2020-04-13,England,E06000051,Shropshire,278
2020-04-13,England,E06000039,Slough,265
2020-04-13,England,E08000029,Solihull,378
2020-04-13,England,E10000027,Somerset,248
2020-04-13,England,E06000025,South Gloucestershire,222
2020-04-13,England,E08000023,South Tyneside,255
2020-04-13,England,E06000045,Southampton,284
2020-04-13,England,E06000033,Southend-on-Sea,238
2020-04-13,England,E09000028,Southwark,1009
2020-04-13,England,E08000013,St. Helens,413
2020-04-13,England,E10000028,Staffordshire,1029
2020-04-13,England,E08000007,Stockport,554
2020-04-13,England,E06000004,Stockton-on-Tees,231
2020-04-13,England,E06000021,Stoke-on-Trent,226
2020-04-13,England,E10000029,Suffolk,547
2020-04-13,England,E08000024,Sunderland,740
2020-04-13,England,E10000030,Surrey,1763
2020-04-13,England,E09000029,Sutton,511
2020-04-13,England,E06000030,Swindon,211
2020-04-13,England,E08000008,Tameside,326
2020-04-13,England,E06000020,Telford and Wrekin,139
2020-04-13,England,E06000034,Thurrock,212
2020-04-13,England,E06000027,Torbay,104
2020-04-13,England,E09000030,Tower Hamlets,517
2020-04-13,England,E08000009,Trafford,415
2020-04-13,England,E08000036,Wakefield,349
2020-04-13,England,E08000030,Walsall,609
2020-04-13,England,E09000031,Waltham Forest,578
2020-04-13,England,E09000032,Wandsworth,776
2020-04-13,England,E06000007,Warrington,375
2020-04-13,England,E10000031,Warwickshire,745
2020-04-13,England,E06000037,West Berkshire,186
2020-04-13,England,E10000032,West Sussex,720
2020-04-13,England,E09000033,Westminster,518
2020-04-13,England,E08000010,Wigan,449
2020-04-13,England,E06000054,Wiltshire,278
2020-04-13,England,E06000040,Windsor and Maidenhead,165
2020-04-13,England,E08000015,Wirral,650
2020-04-13,England,E06000041,Wokingham,211
2020-04-13,England,E08000031,Wolverhampton,497
2020-04-13,England,E10000034,Worcestershire,738
2020-04-13,England,E06000014,York,146
2020-04-13,Scotland,S08000015,Ayrshire and Arran,390
2020-04-13,Scotland,S08000016,Borders,204
2020-04-13,Scotland,S08000017,Dumfries and Galloway,192
2020-04-13,Scotland,S08000029,Fife,383
2020-04-13,Scotland,S08000019,Forth Valley,352
2020-04-13,Scotland,S08000020,Grampian,313
2020-04-13,Scotland,S08000031,Greater Glasgow and Clyde,1486
2020-04-13,Scotland,S08000022,Highland,163
2020-04-13,Scotland,S08000032,Lanarkshire,784
2020-04-13,Scotland,S08000024,Lothian,932
2020-04-13,Scotland,S08000025,Orkney,5
2020-04-13,Scotland,S08000026,Shetland,45
2020-04-13,Scotland,S08000030,Tayside,812
2020-04-13,Scotland,S08000028,Western Isles,6
2020-04-13,Wales,W11000028,Aneurin Bevan,1608
2020-04-13,Wales,W11000023,Betsi Cadwaladr,610
2020-04-13,Wales,W11000029,Cardiff and Vale,1534
2020-04-13,Wales,W11000030,Cwm Taf,1046
2020-04-13,Wales,W11000025,Hywel Dda,470
2020-04-13,Wales,,Outside Wales,55
2020-04-13,Wales,W11000024,Powys,107
2020-04-13,Wales,W11000031,Swansea Bay,945
2020-04-13,Wales,,Unknown,55
2020-04-14,England,E09000002,Barking and Dagenham,367
2020-04-14,England,E09000003,Barnet,1033
2020-04-14,England,E08000016,Barnsley,439
2020-04-14,England,E06000022,Bath and North East Somerset,151
2020-04-14,England,E06000055,Bedford,286
2020-04-14,England,E09000004,Bexley,473
2020-04-14,England,E08000025,Birmingham,2076
2020-04-14,England,E06000008,Blackburn with Darwen,207
2020-04-14,England,E06000009,Blackpool,197
2020-04-14,England,E08000001,Bolton,510
2020-04-14,England,E06000058,"Bournemouth, Christchurch and Poole",287
2020-04-14,England,E06000036,Bracknell Forest,154
2020-04-14,England,E08000032,Bradford,482
2020-04-14,England,E09000005,Brent,1125
2020-04-14,England,E06000043,Brighton and Hove,266
2020-04-14,England,E06000023,"Bristol, City of",397
2020-04-14,England,E09000006,Bromley,841
2020-04-14,England,E10000002,Buckinghamshire,567
2020-04-14,England,E08000002,Bury,363
2020-04-14,England,E08000033,Calderdale,167
2020-04-14,England,E10000003,Cambridgeshire,485
2020-04-14,England,E09000007,Camden,470
2020-04-14,England,E06000056,Central Bedfordshire,346
2020-04-14,England,E06000049,Cheshire East,516
2020-04-14,England,E06000050,Cheshire West and Chester,504
2020-04-14,England,E06000052,Cornwall and Isles of Scilly,351
2020-04-14,England,E06000047,County Durham,810
2020-04-14,England,E08000026,Coventry,470
2020-04-14,England,E09000008,Croydon,1110
2020-04-14,England,E10000006,Cumbria,1395
2020-04-14,England,E06000005,Darlington,161
2020-04-14,England,E06000015,Derby,384
2020-04-14,England,E10000007,Derbyshire,841
2020-04-14,England,E10000008,Devon,468
2020-04-14,England,E08000017,Doncaster,260
2020-04-14,England,E06000059,Dorset,222
2020-04-14,England,E08000027,Dudley,499
2020-04-14,England,E09000009,Ealing,851
2020-04-14,England,E06000011,East Riding of Yorkshire,287
2020-04-14,England,E10000011,East Sussex,387
2020-04-14,England,E09000010,Enfield,644
2020-04-14,England,E10000012,Essex,1777
2020-04-14,England,E08000037,Gateshead,517
2020-04-14,England,E10000013,Gloucestershire,799
2020-04-14,England,E09000011,Greenwich,532
2020-04-14,England,E09000012,Hackney,530
2020-04-14,England,E06000006,Halton,233
2020-04-14,England,E09000013,Hammersmith and Fulham,418
2020-04-14,England,E10000014,Hampshire,1899
2020-04-14,England,E09000014,Haringey,470
2020-04-14,England,E09000015,Harrow,724
2020-04-14,England,E06000001,Hartlepool,100
2020-04-14,England,E09000016,Havering,513
2020-04-14,England,E06000019,"Herefordshire, County of",129
