CCAA,FECHA,CASOS,PCR+,TestAc+,Hospitalizados,UCI,Fallecidos
AS,1/5/2020,,2311,686,1052,120,270
IB,1/5/2020,,1900,82,1093,166,197
CN,1/5/2020,,2212,0,918,175,140
CB,1/5/2020,,2201,376,1009,79,193
CM,1/5/2020,,15967,5056,8645,601,2534
CL,1/5/2020,,17165,3834,8054,531,1788
CT,1/5/2020,,49850,1027,27049,2811,5137
CE,1/5/2020,,101,51,10,4,4
VC,1/5/2020,,10411,2103,5153,695,1258
EX,1/5/2020,,2824,866,1592,108,458
GA,1/5/2020,,8804,848,2769,313,563
MD,1/5/2020,,63892,4609,40457,3404,8292
ML,1/5/2020,,115,11,44,3,2
MC,1/5/2020,,1491,475,639,110,132
NC,1/5/2020,,4888,1523,1979,132,460
PV,1/5/2020,,12887,3232,6659,551,1321
RI,1/5/2020,,3947,1292,1439,88,334
AN,2/5/2020,,12139,2112,5961,736,1256
AR,2/5/2020,,5164,1044,2519,260,761
AS,2/5/2020,,2313,706,1055,120,270
IB,2/5/2020,,1906,82,1098,166,197
CN,2/5/2020,,2221,0,919,175,140
CB,2/5/2020,,2205,384,1010,79,195
CM,2/5/2020,,16017,5273,8676,604,2565
CL,2/5/2020,,17283,3946,8085,533,1800
CT,2/5/2020,,50234,1027,27257,2844,5185
CE,2/5/2020,,101,51,10,4,4
VC,2/5/2020,,10436,2250,5181,698,1264
EX,2/5/2020,,2844,868,1603,108,460
GA,2/5/2020,,8837,848,2774,315,569
MD,2/5/2020,,64009,4609,40597,3421,8332
ML,2/5/2020,,117,12,44,3,2
MC,2/5/2020,,1492,482,641,110,134
NC,2/5/2020,,4902,1525,1986,133,462
PV,2/5/2020,,12938,3259,6692,553,1329
RI,2/5/2020,,3952,1295,1446,88,335
AN,3/5/2020,,12156,2155,5973,738,1263
AR,3/5/2020,,5188,1051,2526,260,762
AS,3/5/2020,,2315,716,1057,120,274
IB,3/5/2020,,1906,83,1101,166,197
CN,3/5/2020,,2225,0,919,175,141
CB,3/5/2020,,2206,390,1011,79,197
CM,3/5/2020,,16050,5461,8698,606,2590
CL,3/5/2020,,17334,4045,8123,534,1818
CT,3/5/2020,,50366,1027,27321,2847,5220
CE,3/5/2020,,101,51,10,4,4
VC,3/5/2020,,10436,2383,5204,700,1269
EX,3/5/2020,,2849,873,1618,108,460
GA,3/5/2020,,8859,848,2782,315,575
MD,3/5/2020,,64121,4609,40741,3431,8376
ML,3/5/2020,,119,12,44,3,2
MC,3/5/2020,,1492,482,645,110,134
NC,3/5/2020,,4918,1529,1990,133,466
PV,3/5/2020,,12952,3294,6719,554,1341
RI,3/5/2020,,3961,1297,1449,88,335
AN,4/5/2020,,12167,2184,5983,738,1267
AR,4/5/2020,,5207,1075,2539,260,770
AS,4/5/2020,,2316,743,1061,120,275
IB,4/5/2020,,1908,87,1109,167,198
CN,4/5/2020,,2231,0,920,176,142
CB,4/5/2020,,2207,400,1015,79,198
CM,4/5/2020,,16080,5576,8725,609,2616
CL,4/5/2020,,17429,4290,8153,537,1832
CT,4/5/2020,,50771,1027,27745,2856,5270
CE,4/5/2020,,101,54,10,4,4
VC,4/5/2020,,10500,2383,5214,701,1279
EX,4/5/2020,,2852,876,1629,108,462
GA,4/5/2020,,8881,902,2792,317,579
MD,4/5/2020,,64452,4689,40851,3442,8420
ML,4/5/2020,,119,12,44,3,2
MC,4/5/2020,,1496,555,650,111,136
NC,4/5/2020,,4936,1625,1995,134,471
PV,4/5/2020,,12965,3461,6736,556,1353
RI,4/5/2020,,3967,1303,1452,90,336
AN,5/5/2020,,12190,2403,6012,740,1281
AR,5/5/2020,,5231,1151,2552,260,788
AS,5/5/2020,,2322,768,1068,120,278
IB,5/5/2020,,1919,92,1121,167,199
CN,5/5/2020,,2231,0,920,176,143
CB,5/5/2020,,2213,413,1018,79,199
CM,5/5/2020,,16144,6022,8765,612,2647
CL,5/5/2020,,17520,4636,8246,538,1847
CT,5/5/2020,,50924,1166,28085,2871,5345
CE,5/5/2020,,109,55,10,4,4
VC,5/5/2020,,10537,2527,5225,701,1291
EX,5/5/2020,,2865,881,1650,108,463
GA,5/5/2020,,8901,1095,2811,319,588
MD,5/5/2020,,64781,4689,41031,3465,8466
ML,5/5/2020,,119,12,44,3,2
MC,5/5/2020,,1498,635,650,111,136
NC,5/5/2020,,4966,1804,2005,135,476
PV,5/5/2020,,13008,3671,6781,559,1364
RI,5/5/2020,,3980,1342,1458,91,337
AN,6/5/2020,,12222,2602,6027,742,1294
AR,6/5/2020,,5258,1258,2564,262,800
AS,6/5/2020,,2330,773,1072,121,279
IB,6/5/2020,,1927,94,1125,167,201
CN,6/5/2020,,2235,0,921,176,144
CB,6/5/2020,,2220,422,1020,79,200
CM,6/5/2020,,16184,6383,8796,613,2677
CL,6/5/2020,,17625,4912,8300,541,1864
CT,6/5/2020,,51190,1315,28248,2891,5394
CE,6/5/2020,,109,56,10,4,4
VC,6/5/2020,,10592,2719,5252,704,1303
EX,6/5/2020,,2877,931,1664,108,467
GA,6/5/2020,,8919,1158,2833,320,591
MD,6/5/2020,,65055,4792,41159,3485,8504
ML,6/5/2020,,119,13,44,3,2
MC,6/5/2020,,1501,691,652,111,137
NC,6/5/2020,,4983,2027,2015,135,480
PV,6/5/2020,,13041,3918,6797,561,1383
RI,6/5/2020,,3986,1344,1463,91,338
AN,7/5/2020,,12239,2763,6038,742,1301
AR,7/5/2020,,5274,1301,2578,263,815
AS,7/5/2020,,2338,821,1076,121,280
IB,7/5/2020,,1933,94,1125,167,202
CN,7/5/2020,,2240,,927,176,148
CB,7/5/2020,,2232,433,1022,79,201
CM,7/5/2020,,16237,6671,8828,617,2713
CL,7/5/2020,,17716,5210,8357,543,1876
CT,7/5/2020,,51733,1476,28608,2949,5471
CE,7/5/2020,,109,59,11,4,4
VC,7/5/2020,,10619,2888,5287,706,1309
EX,7/5/2020,,2900,953,1678,109,472
GA,7/5/2020,,8952,1269,2852,321,592
MD,7/5/2020,,65292,4792,41304,3493,8552
ML,7/5/2020,,119,13,44,3,2
MC,7/5/2020,,1504,748,659,113,137
NC,7/5/2020,,5006,2221,2015,135,484
PV,7/5/2020,,13101,4185,6818,566,1390
RI,7/5/2020,,3992,1363,1469,91,342
AN,8/5/2020,,12250,2930,6069,745,1317
AR,8/5/2020,,5291,1365,2583,263,823
AS,8/5/2020,,2344,841,1077,121,280
IB,8/5/2020,,1942,98,1125,168,207
CN,8/5/2020,,2250,0,935,178,148
CB,8/5/2020,,2241,440,1023,79,201
CM,8/5/2020,,16278,7015,8867,621,2738
CL,8/5/2020,,17822,5630,8394,546,1885
CT,8/5/2020,,51935,1643,28687,2950,5507
CE,8/5/2020,,110,59,11,4,4
VC,8/5/2020,,10661,3015,5317,709,1315
EX,8/5/2020,,2907,979,1695,109,477
GA,8/5/2020,,8964,1358,2876,323,595
MD,8/5/2020,,65513,4852,41436,3508,8598
ML,8/5/2020,,119,13,44,3,2
MC,8/5/2020,,1506,757,662,113,138
NC,8/5/2020,,5039,2403,2021,135,487
PV,8/5/2020,,13111,4442,6865,568,1403
RI,8/5/2020,,4000,1365,1473,91,344
AN,9/5/2020,,12267,3088,6080,745,1320
AR,9/5/2020,,5316,1386,2588,263,824
AS,9/5/2020,,2346,854,1080,121,283
IB,9/5/2020,,1948,105,1125,168,209
CN,9/5/2020,,2258,0,935,178,148
CB,9/5/2020,,2244,440,1027,79,201
CM,9/5/2020,,16343,7319,8895,623,2759
CL,9/5/2020,,17952,5869,8468,546,1897
CT,9/5/2020,,52162,1643,28784,2951,5532
CE,9/5/2020,,110,59,11,4,4
VC,9/5/2020,,10713,3127,5354,716,1323
EX,9/5/2020,,2912,991,1711,109,480
GA,9/5/2020,,8981,1389,2886,325,596
MD,9/5/2020,,65598,4875,41559,3520,8644
ML,9/5/2020,,119,13,44,3,2
MC,9/5/2020,,1508,821,662,113,139
NC,9/5/2020,,5052,2403,2023,135,488
PV,9/5/2020,,13156,4521,6902,571,1418
RI,9/5/2020,,4008,1370,1474,91,346
AN,10/5/2020,,12285,3137,6092,745,1322
AR,10/5/2020,,5336,1395,2595,263,825
AS,10/5/2020,,2350,866,1080,121,288
IB,10/5/2020,,1951,105,1125,168,209
CN,10/5/2020,,2260,0,936,178,149
CB,10/5/2020,,2245,440,1027,79,201
CM,10/5/2020,,16387,7482,8918,624,2786
CL,10/5/2020,,17995,5996,8482,547,1905
CT,10/5/2020,,54807,1643,28820,2952,5555
CE,10/5/2020,,110,59,11,4,4
VC,10/5/2020,,10729,3152,5355,716,1330
EX,10/5/2020,,2918,1001,1725,109,483
GA,10/5/2020,,8999,1389,2902,326,597
MD,10/5/2020,,65650,4877,41650,3529,8683
ML,10/5/2020,,119,13,44,3,2
MC,10/5/2020,,1517,815,665,113,139
NC,10/5/2020,,5065,2421,2029,135,490
PV,10/5/2020,,13167,4542,6922,573,1423
RI,10/5/2020,,4008,1374,1475,91,346
AN,11/5/2020,,12293,3229,6101,745,1326
AR,11/5/2020,,5359,1438,2606,264,828
AS,11/5/2020,,2352,875,1080,121,290
IB,11/5/2020,,1951,105,1126,169,210
CN,11/5/2020,,2268,0,937,178,151
CB,11/5/2020,,2246,445,1027,79,203
CM,11/5/2020,,16431,7620,8940,629,2811
CL,11/5/2020,,18048,6122,8493,547,1914
CT,11/5/2020,,55144,1643,29138,2952,5621
CE,11/5/2020,,114,59,11,4,4
VC,11/5/2020,,10740,3197,5360,717,1336
EX,11/5/2020,,2919,1001,1737,109,487
GA,11/5/2020,,9003,1446,2905,326,598
MD,11/5/2020,,65839,4877,41735,3543,8720
ML,11/5/2020,,119,13,44,3,2
MC,11/5/2020,,1517,816,665,112,139
NC,11/5/2020,,5081,2556,2039,135,493
PV,11/5/2020,,13176,4664,6929,574,1429
RI,11/5/2020,,4008,1384,1478,91,347
AN,12/5/2020,,12317,3312,6114,750,1332
AR,12/5/2020,,5372,1484,2614,265,829
AS,12/5/2020,,2356,896,1080,121,292
IB,12/5/2020,,1955,106,1131,171,215
CN,12/5/2020,,2271,0,937,178,151
CB,12/5/2020,,2256,477,1029,79,205
CM,12/5/2020,,16453,7732,8963,632,2835
CL,12/5/2020,,18105,6157,8517,547,1919
CT,12/5/2020,,55287,1643,29267,2953,5692
CE,12/5/2020,,114,59,11,4,4
VC,12/5/2020,,10760,3285,5370,717,1341
EX,12/5/2020,,2919,1001,1754,109,489
GA,12/5/2020,,9014,1481,2909,327,599
MD,12/5/2020,,66058,4958,41856,3555,8760
ML,12/5/2020,,119,13,44,3,2
MC,12/5/2020,,1525,873,666,112,142
NC,12/5/2020,,5094,2658,2042,135,494
PV,12/5/2020,,13214,4881,6955,575,1442
RI,12/5/2020,,4009,1388,1481,91,348
AN,13/5/2020,,12359,3464,6128,751,1336
AR,13/5/2020,,5389,1554,2625,265,836
AS,13/5/2020,,2357,910,1084,121,293
IB,13/5/2020,,1956,106,1131,171,216
CN,13/5/2020,,2275,0,937,178,151
CB,13/5/2020,,2256,483,1030,79,205
CM,13/5/2020,,16470,7861,8980,634,2852
CL,13/5/2020,,18173,6206,8560,548,1925
CT,13/5/2020,,55313,1643,29305,2954,5823
CE,13/5/2020,,116,59,11,4,4
VC,13/5/2020,,10784,3370,5389,717,1349
EX,13/5/2020,,2923,1001,1761,109,492
GA,13/5/2020,,9030,1515,2915,327,603
MD,13/5/2020,,66262,4958,41962,3564,8779
ML,13/5/2020,,119,13,44,3,2
MC,13/5/2020,,1532,905,672,112,142
NC,13/5/2020,,5105,2786,2045,135,498
PV,13/5/2020,,13219,4881,6994,577,1454
RI,13/5/2020,,4014,1391,1484,91,348
AN,14/5/2020,,12401,3667,6146,754,1344
AR,14/5/2020,,5432,1583,2637,266,837
AS,14/5/2020,,2364,936,1087,121,298
IB,14/5/2020,,1965,106,1134,169,216
CN,14/5/2020,,2280,0,938,178,151
CB,14/5/2020,,2263,498,1031,79,206
CM,14/5/2020,,16513,8014,9001,635,2870
CL,14/5/2020,,18272,6226,8595,548,1930
CT,14/5/2020,,55562,1643,29339,2955,5882
CE,14/5/2020,,116,59,11,4,4
VC,14/5/2020,,10813,3579,5415,721,1358
EX,14/5/2020,,2933,1001,1772,109,494
GA,14/5/2020,,9036,1569,2921,332,603
MD,14/5/2020,,66469,5093,42057,3574,8809
ML,14/5/2020,,119,13,44,3,2
MC,14/5/2020,,1534,943,675,112,143
NC,14/5/2020,,5116,2966,2045,136,500
PV,14/5/2020,,13257,4881,7009,578,1454
RI,14/5/2020,,4016,1393,1488,91,348
AN,15/5/2020,,12420,3843,6161,758,1355
AR,15/5/2020,,5456,1669,2648,266,838
AS,15/5/2020,,2366,961,1087,121,299
IB,15/5/2020,,1982,105,1134,169,216
CN,15/5/2020,,2284,0,939,178,151
CB,15/5/2020,,2265,505,1032,79,206
CM,15/5/2020,,16587,8189,9027,636,2883
CL,15/5/2020,,18369,6226,8649,549,1940
CT,15/5/2020,,55685,1643,29339,2956,5915
CE,15/5/2020,,116,59,11,4,4
VC,15/5/2020,,10850,3686,5435,722,1365
EX,15/5/2020,,2944,1001,1772,109,497
GA,15/5/2020,,9041,1893,2923,332,604
MD,15/5/2020,,66573,5293,42157,3577,8826
ML,15/5/2020,,119,13,44,3,2
MC,15/5/2020,,1542,1004,676,112,144
NC,15/5/2020,,5137,3098,2045,136,501
PV,15/5/2020,,13291,5216,7011,578,1455
RI,15/5/2020,,4020,1393,1490,91,348
AN,16/5/2020,,12450,3982,6174,760,1358
AR,16/5/2020,,5478,1699,2655,266,838
AS,16/5/2020,,2366,978,1087,121,299
IB,16/5/2020,,1991,105,1136,169,218
CN,16/5/2020,,2289,0,939,178,151
CB,16/5/2020,,2268,505,1033,79,207
CM,16/5/2020,,16618,8290,9054,637,2893
CL,16/5/2020,,18470,6226,8690,550,1946
CT,16/5/2020,,55824,1643,29400,2957,5944
CE,16/5/2020,,116,59,11,4,4
VC,16/5/2020,,10893,3787,5454,723,1366
EX,16/5/2020,,2947,1001,1775,110,500
GA,16/5/2020,,9051,1909,2926,332,606
MD,16/5/2020,,66597,5293,42227,3584,8847
ML,16/5/2020,,121,13,44,3,2
MC,16/5/2020,,1551,1015,676,112,144
NC,16/5/2020,,5148,3145,2045,136,503
PV,16/5/2020,,13407,5326,7015,578,1459
RI,16/5/2020,,4024,1393,1496,91,349
AN,17/5/2020,,12458,3999,6178,761,1358
AR,17/5/2020,,5503,1698,2659,267,838
AS,17/5/2020,,2370,985,1088,121,301
IB,17/5/2020,,1993,105,1136,169,218
CN,17/5/2020,,2294,0,942,178,153
CB,17/5/2020,,2271,503,1035,79,207
CM,17/5/2020,,16648,8366,9066,637,2898
CL,17/5/2020,,18512,6234,8717,551,1953
CT,17/5/2020,,55921,1643,29421,2957,5956
CE,17/5/2020,,116,59,11,4,4
VC,17/5/2020,,10914,3810,5469,725,1370
EX,17/5/2020,,2948,1001,1775,110,500
GA,17/5/2020,,9056,1926,2934,332,607
MD,17/5/2020,,66625,5293,42283,3594,8863
ML,17/5/2020,,121,13,44,3,2
MC,17/5/2020,,1556,1039,678,112,145
NC,17/5/2020,,5178,3157,2045,136,503
PV,17/5/2020,,13422,5358,7016,578,1466
RI,17/5/2020,,4024,1393,1496,91,351
AN,18/5/2020,,12489,3999,6182,760,1367
AR,18/5/2020,,5520,1751,2667,267,843
AS,18/5/2020,,2373,985,1088,119,303
IB,18/5/2020,,2005,106,1139,169,219
CN,18/5/2020,,2294,0,942,178,155
CB,18/5/2020,,2273,509,1035,79,208
CM,18/5/2020,,16677,8397,9082,638,2900
CL,18/5/2020,,18549,6285,8729,551,1960
CT,18/5/2020,,55825,1643,29459,2960,5981
CE,18/5/2020,,117,59,11,4,4
VC,18/5/2020,,10927,3810,5738,727,1376
EX,18/5/2020,,3038,1001,1779,110,504
GA,18/5/2020,,9058,1966,2935,332,607
MD,18/5/2020,,66748,5293,42350,3600,8894
ML,18/5/2020,,121,13,44,3,2
MC,18/5/2020,,1558,1039,679,112,145
NC,18/5/2020,,5131,3157,2045,136,503
PV,18/5/2020,,13409,5358,7021,578,1470
RI,18/5/2020,,4027,1395,1498,91,352
AN,19/5/2020,,12502,3999,6196,764,1371
AR,19/5/2020,,5551,1751,2667,267,843
AS,19/5/2020,,2374,985,1089,119,304
IB,19/5/2020,,2018,106,1144,169,221
CN,19/5/2020,,2300,0,943,179,155
CB,19/5/2020,,2277,510,1036,79,209
CM,19/5/2020,,16739,8546,9122,639,2913
CL,19/5/2020,,18586,6290,8734,555,1960
CT,19/5/2020,,55888,1643,29497,2969,6021
CE,19/5/2020,,119,59,11,4,4
VC,19/5/2020,,10949,3810,5742,727,1378
EX,19/5/2020,,3040,1001,1780,110,504
GA,19/5/2020,,9067,2014,2939,334,607
MD,19/5/2020,,66860,5293,42422,3610,8912
ML,19/5/2020,,121,13,44,3,2
MC,19/5/2020,,1560,1039,679,112,148
NC,19/5/2020,,5136,3157,2048,136,503
PV,19/5/2020,,13435,5358,7024,578,1480
RI,19/5/2020,,4033,1395,1499,91,353
"NOTA 1: Los datos publicados reflejan el número de casos, confirmados por PCR, hospitalizados, admitidos en UCI y fallecidos acumulados cada día. La diferencia entre dos días consecutivos no necesariamente corresponde al número de episodios que se han producido en un día determinado, debido a que pueden haberse asignado con posterioridad a fechas anteriores. Esta serie está en revisión diaria por las CCAA y el Ministerio de Sanidad. Cualquier inferencia que se haga sobre las diferencias de un día a otro son únicamente la responsabilidad del usuario.",,,,,,,
NOTA 2: Los datos de estas comunidades son datos de prevalencia (personas ingresadas a fecha de hoy). No reflejan el total de personas que han sido hospitalizadas o ingresadas en UCI  a lo largo del periodo de notificación(CL(UCIs*)-GA(UCIS**)-CM***-MD****),,,,,,,
* Desde el día 17/04/2020 las cifras de UCIs de CL son casos acumulados. Previamente se refieren a personas ingresadas ese día.,,,,,,,
** Desde el día 28/04/2020 las cifras  UCIs de GA  son casos acumulados. Previamente se refieren a personas ingresadas ese día. Se actualizará la serie cuando esté disponible.,,,,,,,
*** Desde el día 11/04/2020 las cifras de hospitalizados de CM son casos acumulados. Previamente se refieren a personas ingresadas ese día.,,,,,,,
*** Desde el día 12/04/2020 las cifras de UCIs de CM son casos acumulados. Previamente se refieren a personas ingresadas ese día.,,,,,,,
**** Desde el día 26/04/2020 las cifras de Hospitalizados y UCIs de MD son casos acumulados. Previamente se refieren a personas ingresadas ese día. Se actualizará la serie cuando esté disponible.,,,,,,,
NOTA 3: Se excluyen de la serie las notificaciones de personas  con anticuerpos positivos sin síntomas en el momento de realización de la prueba en los que no se puede establecer un momento de contagio ni si han padecido o no la enfermedad.,,,,,,,
NOTA 4: En los datos de PCR+ de Cataluña se incluyen casos pendientes de distribuir en la serie histórica.,,,,,,,
