Date,Key,RetailAndRecreation,GroceryAndPharmacy,Parks,TransitStations,Workplaces,Residential
2020-03-25,MM,-19,-4,-4,-12,-11,7
2020-03-25,MN,-21,-5,-24,-23,-9,8
2020-03-25,MT,-72,-39,-67,-60,-55,27
2020-03-25,MU,-95,-94,-88,-92,-91,40
2020-03-25,MX,-37,-16,-36,-44,-36,16
2020-03-25,MX_AGU,-42,-18,-35,-48,-36,17
2020-03-25,MX_BCN,-36,-14,-36,-45,-28,15
2020-03-25,MX_BCS,-41,-17,-38,-47,-34,15
2020-03-25,MX_CAM,-43,-27,-43,-41,-40,17
2020-03-25,MX_CHH,-39,-12,-36,-43,-30,13
2020-03-25,MX_CHP,-34,-16,-29,-34,-30,12
2020-03-25,MX_CMX,-42,-19,-41,-47,-42,19
2020-03-25,MX_COA,-40,-20,-41,-37,-36,16
2020-03-25,MX_COL,-42,-22,-35,-39,-34,15
2020-03-25,MX_DUR,-37,-18,-35,-33,-36,14
2020-03-25,MX_GRO,-31,-14,-24,-31,-34,10
2020-03-25,MX_GUA,-32,-13,-31,-35,-27,13
2020-03-25,MX_HID,-29,-16,-28,-48,-39,15
2020-03-25,MX_JAL,-45,-25,-41,-52,-45,19
2020-03-25,MX_MEX,-28,-10,-26,-41,-35,15
2020-03-25,MX_MIC,-30,-14,-22,-30,-29,11
2020-03-25,MX_MOR,-25,-10,-28,-29,-31,13
2020-03-25,MX_NAY,-38,-21,-42,-32,-37,14
2020-03-25,MX_NLE,-40,-19,-41,-54,-38,18
2020-03-25,MX_OAX,-30,-18,-37,-29,-33,11
2020-03-25,MX_PUE,-35,-16,-29,-33,-38,14
2020-03-25,MX_QUE,-36,-17,-33,-24,-34,16
2020-03-25,MX_ROO,-46,-24,-50,-55,-40,19
2020-03-25,MX_SIN,-35,-17,-31,-44,-36,15
2020-03-25,MX_SLP,-35,-17,-37,-36,-35,15
2020-03-25,MX_SON,-37,-16,-34,-36,-37,15
2020-03-25,MX_TAB,-41,-27,-40,-34,-35,14
2020-03-25,MX_TAM,-35,-18,-42,-40,-34,14
2020-03-25,MX_TLA,-23,-15,-23,-45,-34,13
2020-03-25,MX_VER,-33,-18,-30,-32,-30,11
2020-03-25,MX_YUC,-45,-25,-47,-55,-39,19
2020-03-25,MX_ZAC,-41,-25,-43,-44,-41,15
2020-03-25,MY,-76,-42,-56,-77,-67,37
2020-03-25,MY_01,-77,-46,-61,-81,-64,39
2020-03-25,MY_02,-73,-45,-38,-80,-64,33
2020-03-25,MY_03,-65,-42,-21,-72,-57,27
2020-03-25,MY_04,-76,-43,-69,-71,-66,37
2020-03-25,MY_05,-76,-42,-55,-71,-64,35
2020-03-25,MY_06,-77,-44,-43,-68,-57,29
2020-03-25,MY_07,-77,-45,-79,-71,-70,41
2020-03-25,MY_08,-76,-46,-56,-73,-64,33
2020-03-25,MY_09,-70,-47,-59,-91,-58,26
2020-03-25,MY_10,-76,-38,-65,-79,-73,42
2020-03-25,MY_11,-73,-47,-47,-82,-61,30
2020-03-25,MY_12,-76,-53,-46,-81,-61,30
2020-03-25,MY_13,-77,-48,-42,-83,-63,33
2020-03-25,MY_16,-75,-10,-78,-84,-76,46
2020-03-25,MZ,-16,-5,-15,-15,-2,6
2020-03-25,"NA",-1,13,-17,-25,-15,6
2020-03-25,NE,-14,-5,-16,-22,-14,7
2020-03-25,NG,-18,4,-17,-9,-25,11
2020-03-25,NI,-35,-22,-22,-27,-14,10
2020-03-25,NL,-45,-15,27,-64,-51,18
2020-03-25,NL_DR,-40,-16,39,-61,-46,15
2020-03-25,NL_FL,-40,-12,79,-65,-52,18
2020-03-25,NL_FR,-42,-17,52,-51,-45,15
2020-03-25,NL_GE,-42,-13,34,-61,-48,17
2020-03-25,NL_GR,-48,-20,40,-63,-52,17
2020-03-25,NL_LI,-50,-12,20,-57,-48,17
2020-03-25,NL_NB,-45,-14,26,-67,-48,18
2020-03-25,NL_NH,-50,-17,17,-71,-56,20
2020-03-25,NL_OV,-45,-15,61,-67,-48,17
2020-03-25,NL_UT,-42,-17,22,-74,-58,21
2020-03-25,NL_ZE,-43,-13,23,-54,-43,15
2020-03-25,NL_ZH,-43,-13,25,-63,-52,19
2020-03-25,NO,-45,-13,0,-58,-52,20
2020-03-25,NO_03,-55,-14,3,-67,-67,27
2020-03-25,NO_11,-42,-12,18,-58,-49,20
2020-03-25,NO_15,-45,-11,-9,-47,-44,18
2020-03-25,NO_18,-43,-10,-6,-62,-43,16
2020-03-25,NO_30,-38,-7,26,-62,-53,21
2020-03-25,NO_34,-44,-15,4,-51,-46,17
2020-03-25,NO_38,-39,-11,20,-47,-48,18
2020-03-25,NO_42,-39,-12,18,-38,-49,17
2020-03-25,NO_46,-48,-22,-38,-57,-51,21
2020-03-25,NO_50,-44,-13,-5,-61,-53,20
2020-03-25,NO_54,-48,-14,-19,-59,-46,16
2020-03-25,NP,-76,-66,-52,-70,-74,25
2020-03-25,NZ,-38,4,-52,-61,-49,20
2020-03-25,OM,-51,-28,-43,-61,-33,17
2020-03-25,PA,-82,-54,-71,-77,-72,40
2020-03-25,PE,-83,-60,-74,-85,-76,40
2020-03-25,PE_AMA,-67,-48,-52,-67,-49,
2020-03-25,PE_ANC,-78,-58,-63,-88,-67,32
2020-03-25,PE_APU,-72,-60,-60,-70,-57,
2020-03-25,PE_ARE,-82,-63,-71,-74,-73,38
2020-03-25,PE_AYA,-72,-60,-64,-83,-62,32
2020-03-25,PE_CAJ,-75,-59,-67,-85,-65,32
2020-03-25,PE_CAL,-78,-56,-74,-92,-80,42
2020-03-25,PE_CUS,-85,-64,-66,-84,-70,39
2020-03-25,PE_HUC,-76,-66,-68,-82,-65,31
2020-03-25,PE_HUV,-53,,-45,-69,-53,
2020-03-25,PE_ICA,-75,-52,-71,-88,-64,34
2020-03-25,PE_JUN,-78,-62,-61,-82,-68,36
2020-03-25,PE_LAL,-82,-58,-69,-81,-70,34
2020-03-25,PE_LAM,-81,-66,-69,-88,-69,34
2020-03-25,PE_LIM,-86,-61,-82,-86,-82,44
2020-03-25,PE_LOR,-76,-53,-67,-69,-59,29
2020-03-25,PE_MDD,-70,-63,-63,-65,-57,
2020-03-25,PE_MOQ,-71,-63,-68,-89,-60,
2020-03-25,PE_PAS,-59,-48,-57,,-54,
2020-03-25,PE_PIU,-78,-60,-68,-86,-66,32
2020-03-25,PE_PUN,-77,-64,-61,-77,-64,33
2020-03-25,PE_SAM,-74,-57,-57,-82,-60,30
2020-03-25,PE_TAC,-81,-61,-73,-81,-69,35
2020-03-25,PE_TUM,-70,-59,-68,-84,-62,
2020-03-25,PE_UCA,-69,-24,-51,-81,-55,28
2020-03-25,PG,-21,-14,-11,-44,-17,11
2020-03-25,PH,-76,-51,-46,-81,-72,34
2020-03-25,PK,-68,-52,-38,-57,-62,23
2020-03-25,PK_BA,-57,-50,-21,-34,-44,16
2020-03-25,PK_GB,,,24,,-44,
2020-03-25,PK_KP,-55,-43,-14,-50,-49,15
2020-03-25,PK_PB,-65,-49,-40,-55,-60,22
2020-03-25,PK_SD,-81,-63,-67,-68,-72,27
2020-03-25,PL,-58,-30,-41,-62,-44,20
2020-03-25,PL_04,-53,-28,-32,-57,-40,18
2020-03-25,PL_06,-62,-33,-50,-64,-49,20
2020-03-25,PL_08,-52,-27,-23,-52,-40,18
2020-03-25,PL_10,-55,-29,-36,-57,-45,20
2020-03-25,PL_12,-66,-36,-72,-70,-52,24
2020-03-25,PL_14,-60,-31,-38,-69,-56,26
2020-03-25,PL_16,-54,-26,-32,-57,-41,18
2020-03-25,PL_18,-62,-34,-47,-64,-48,21
2020-03-25,PL_20,-57,-30,-13,-53,-35,17
2020-03-25,PL_22,-58,-29,-33,-63,-46,20
2020-03-25,PL_24,-58,-29,-45,-57,-45,20
2020-03-25,PL_26,-58,-27,-38,-53,-45,19
2020-03-25,PL_28,-53,-29,-11,-57,-40,16
2020-03-25,PL_30,-55,-26,-27,-62,-44,20
2020-03-25,PL_32,-55,-30,-38,-53,-41,18
2020-03-25,PR,-69,-39,-61,-72,-60,28
2020-03-25,PT,-74,-42,-59,-74,-63,32
2020-03-25,PT_20,-73,-42,-56,-81,-63,27
2020-03-25,PT_30,-80,-51,-75,-66,-69,35
2020-03-25,PY,-72,-53,-65,-77,-62,33
2020-03-25,QA,-50,-22,-41,-49,-29,21
2020-03-25,RE,-91,-77,-91,-83,-63,
2020-03-25,RO,-71,-48,-57,-66,-53,22
2020-03-25,RS,-72,-39,-63,-74,-61,24
2020-03-25,RW,-57,-57,-12,-72,-64,28
2020-03-25,SA,-54,-19,-51,-73,-44,21
2020-03-25,SE,-19,1,25,-36,-28,11
2020-03-25,SE_110,-28,-3,2,-45,-41,16
2020-03-25,SE_121,-21,3,25,-39,-31,13
2020-03-25,SE_122,-15,3,,-39,-27,10
2020-03-25,SE_123,-11,-3,63,-34,-26,10
2020-03-25,SE_124,-16,-2,,-30,-22,8
2020-03-25,SE_125,-13,2,,-37,-24,10
2020-03-25,SE_211,-13,0,20,-25,-19,8
2020-03-25,SE_212,-13,2,,-29,-21,8
2020-03-25,SE_213,-2,3,,-24,-21,7
2020-03-25,SE_214,-1,5,,-24,-14,7
2020-03-25,SE_221,-4,4,,-24,-21,8
2020-03-25,SE_224,-16,1,48,-38,-26,11
2020-03-25,SE_231,-7,-1,54,-25,-22,9
2020-03-25,SE_232,-18,0,29,-36,-26,11
2020-03-25,SE_311,-16,1,-1,-28,-19,9
2020-03-25,SE_312,-20,-1,-5,-25,-21,8
2020-03-25,SE_313,-15,1,17,-28,-22,8
2020-03-25,SE_321,-14,4,,-26,-18,8
2020-03-25,SE_331,-16,1,16,-30,-22,9
2020-03-25,SE_332,-17,-2,3,-32,-19,8
2020-03-25,SG,-16,-1,-13,-25,-15,14
2020-03-25,SI,-79,-45,-63,-70,-58,28
2020-03-25,SK,-70,-28,-36,-65,-51,23
2020-03-25,SN,-42,-28,-25,-47,-34,17
2020-03-25,SV,-77,-52,-67,-70,-68,34
2020-03-25,TG,-28,-15,-10,-31,-19,17
2020-03-25,TH,-35,-8,-34,-42,-24,12
2020-03-25,TJ,-20,-13,-17,-24,-26,4
2020-03-25,TR,-58,-22,-38,-55,-43,19
2020-03-25,TT,-36,-8,-34,-53,-37,18
2020-03-25,TW,-14,2,0,-17,12,2
2020-03-25,TZ,-9,1,-5,-4,-13,4
2020-03-25,UG,-29,-16,-13,-31,-19,12
2020-03-25,US,-40,-15,-7,-47,-46,19
2020-03-25,US_AK,-40,-15,6,-42,-41,18
2020-03-25,US_AL,-28,-4,36,-15,-36,13
2020-03-25,US_AR,-25,-5,108,-18,-35,12
2020-03-25,US_AZ,-33,-11,-7,-32,-41,15
2020-03-25,US_CA,-42,-19,-30,-52,-51,22
2020-03-25,US_CO,-35,-8,32,-50,-49,19
2020-03-25,US_CT,-46,-19,-21,-51,-49,22
2020-03-25,US_DC,-61,-31,-68,-75,-67,28
2020-03-25,US_DE,-47,-29,-44,-50,-46,21
2020-03-25,US_FL,-38,-13,-33,-48,-40,17
2020-03-25,US_GA,-33,-8,19,-39,-42,17
2020-03-25,US_HI,-50,-30,-65,-56,-46,22
2020-03-25,US_IA,-39,-3,48,-15,-35,16
2020-03-25,US_ID,-27,7,10,-19,-38,14
2020-03-25,US_IL,-43,-13,29,-50,-50,21
2020-03-25,US_IN,-45,-20,61,-23,-45,19
2020-03-25,US_KS,-34,-4,117,-12,-39,15
2020-03-25,US_KY,-33,-5,69,-23,-40,15
2020-03-25,US_LA,-39,-13,-6,-35,-43,17
2020-03-25,US_MA,-52,-25,-21,-70,-57,26
2020-03-25,US_MD,-44,-25,-43,-58,-52,24
2020-03-25,US_ME,-40,-10,13,-42,-41,17
2020-03-25,US_MI,-53,-22,66,-46,-58,23
2020-03-25,US_MN,-37,-8,-11,-53,-43,20
2020-03-25,US_MO,-33,-6,47,-24,-41,14
2020-03-25,US_MS,-24,-5,26,-13,-34,13
2020-03-25,US_MT,-37,-9,8,-24,-36,14
2020-03-25,US_NC,-28,-1,5,-39,-36,15
2020-03-25,US_ND,-39,-9,2,-22,-31,16
2020-03-25,US_NE,-30,-5,77,-13,-34,14
2020-03-25,US_NH,-38,-9,-5,-36,-43,20
2020-03-25,US_NJ,-51,-27,-32,-65,-57,27
2020-03-25,US_NM,-41,-12,-6,-23,-44,18
2020-03-25,US_NV,-41,-15,-42,-51,-51,20
2020-03-25,US_NY,-56,-23,-38,-66,-57,26
2020-03-25,US_OH,-43,-18,101,-27,-48,19
2020-03-25,US_OK,-21,4,73,-9,-34,12
2020-03-25,US_OR,-45,-17,3,-43,-48,18
2020-03-25,US_PA,-49,-23,-29,-55,-52,22
2020-03-25,US_RI,-43,-19,-4,-59,-46,21
2020-03-25,US_SC,-30,-5,-2,-21,-34,14
2020-03-25,US_SD,-35,-3,-11,-23,-30,16
2020-03-25,US_TN,-33,-6,34,-26,-38,15
2020-03-25,US_TX,-39,-13,-6,-37,-44,20
2020-03-25,US_UT,-34,-5,1,-40,-43,18
2020-03-25,US_VA,-39,-17,-28,-49,-46,21
2020-03-25,US_VT,-39,-11,-12,-43,-47,20
2020-03-25,US_WA,-44,-16,7,-54,-52,21
2020-03-25,US_WI,-52,-25,43,-37,-44,20
2020-03-25,US_WV,-46,-25,-15,-27,-42,16
2020-03-25,US_WY,-35,-6,0,-12,-35,14
2020-03-25,UY,-62,-37,-71,-57,-40,20
2020-03-25,VE,-64,-40,-53,-65,-59,24
2020-03-25,VN,-29,-17,-21,-31,3,8
2020-03-25,YE,-14,-7,-7,-24,-10,4
2020-03-25,ZA,9,34,-13,-19,-24,7
2020-03-25,ZM,-5,0,-8,-10,-5,5
2020-03-25,ZW,-18,3,-16,-25,-20,15
2020-03-26,AE,-55,-13,-54,-67,-40,25
2020-03-26,AF,-18,0,-4,-23,-10,7
2020-03-26,AG,-25,-8,-25,-31,-31,17
2020-03-26,AO,-10,23,-9,-25,-27,11
2020-03-26,AR,-83,-52,-84,-77,-68,30
2020-03-26,AR_A,-81,-60,-80,-73,-62,27
2020-03-26,AR_C,-83,-49,-86,-75,-71,31
2020-03-26,AR_D,-83,-59,-86,-88,-63,28
2020-03-26,AR_E,-80,-55,-86,-83,-59,25
2020-03-26,AR_F,-68,-45,-79,-82,-52,22
2020-03-26,AR_G,-76,-55,-75,-88,-62,26
2020-03-26,AR_H,-77,-54,-79,-89,-62,25
2020-03-26,AR_J,-74,-45,-76,-82,-55,27
2020-03-26,AR_K,-69,-43,-73,-75,-53,25
2020-03-26,AR_L,-80,-52,-79,-76,-60,27
2020-03-26,AR_M,-78,-50,-78,-70,-62,30
2020-03-26,AR_N,-76,-58,-79,-89,-57,25
2020-03-26,AR_P,-75,-52,-76,-68,-53,21
2020-03-26,AR_Q,-84,-57,-87,-77,-68,34
2020-03-26,AR_R,-85,-60,-87,-93,-62,30
2020-03-26,AR_S,-82,-52,-82,-70,-67,28
2020-03-26,AR_T,-80,-54,-76,-81,-64,26
2020-03-26,AR_U,-81,-53,-87,-88,-64,30
2020-03-26,AR_V,-83,-59,-85,-86,-71,32
2020-03-26,AR_W,-78,-59,-81,-84,-58,24
2020-03-26,AR_X,-83,-55,-83,-86,-67,30
2020-03-26,AR_Y,-80,-58,-81,-89,-61,27
2020-03-26,AR_Z,-80,-51,-85,-92,-62,30
2020-03-26,AT,-81,-31,-59,-72,-62,27
2020-03-26,AT_11,-74,-29,-6,-52,-62,26
2020-03-26,AT_12,-76,-22,-12,-72,-61,27
2020-03-26,AT_13,-81,-29,-49,-74,-69,29
2020-03-26,AT_21,-82,-35,-73,-69,-59,26
2020-03-26,AT_22,-81,-34,-65,-71,-61,28
2020-03-26,AT_31,-80,-28,-51,-70,-58,27
2020-03-26,AT_32,-86,-41,-78,-77,-61,28
2020-03-26,AT_33,-88,-46,-80,-77,-62,29
2020-03-26,AT_34,-79,-31,-64,-74,-55,26
2020-03-26,AU,-34,2,-23,-53,-27,16
2020-03-26,AU_ACT,-32,9,8,-48,-28,17
2020-03-26,AU_NSW,-37,3,-33,-55,-32,18
2020-03-26,AU_NT,-21,5,-11,-31,-1,9
2020-03-26,AU_QLD,-28,7,-17,-46,-21,12
2020-03-26,AU_SA,-29,10,-18,-42,-17,12
2020-03-26,AU_TAS,-34,-10,-35,-43,-9,11
2020-03-26,AU_VIC,-39,-5,-23,-63,-35,19
2020-03-26,AU_WA,-30,5,-26,-45,-18,13
2020-03-26,AW,-57,-15,-54,-61,-55,27
2020-03-26,BA,-73,-41,-40,-67,-55,22
2020-03-26,BB,-27,-6,-29,-43,-34,15
2020-03-26,BD,-73,-51,-31,-70,-66,27
2020-03-26,BE,-77,-25,-25,-72,-66,29
2020-03-26,BF,-28,-18,-20,-40,-22,19
2020-03-26,BG,-62,-32,-48,-61,-49,22
2020-03-26,BH,-42,-16,-49,-40,-24,18
2020-03-26,BJ,-12,3,10,-5,-3,3
2020-03-26,BO,-88,-76,-82,-86,-81,41
2020-03-26,BR,-69,-29,-54,-62,-50,22
2020-03-26,BR_AC,-63,-25,-48,-58,-43,17
2020-03-26,BR_AL,-69,-35,-57,-65,-49,17
2020-03-26,BR_AM,-60,-26,-50,-45,-39,16
2020-03-26,BR_AP,-71,-31,-51,-53,-53,18
2020-03-26,BR_BA,-70,-41,-60,-68,-50,20
2020-03-26,BR_CE,-73,-32,-60,-69,-59,20
2020-03-26,BR_DF,-69,-28,-56,-62,-58,27
2020-03-26,BR_ES,-66,-31,-60,-68,-47,21
2020-03-26,BR_GO,-67,-27,-36,-53,-51,24
2020-03-26,BR_MA,-64,-26,-46,-64,-45,15
2020-03-26,BR_MG,-62,-27,-44,-56,-45,21
2020-03-26,BR_MS,-65,-29,-51,-68,-39,18
2020-03-26,BR_MT,-63,-29,-44,-61,-42,18
2020-03-26,BR_PA,-55,-22,-43,-52,-37,15
2020-03-26,BR_PB,-73,-33,-56,-61,-53,19
2020-03-26,BR_PE,-71,-34,-56,-59,-51,18
2020-03-26,BR_PI,-75,-43,-40,-76,-56,22
2020-03-26,BR_PR,-68,-29,-49,-62,-48,22
2020-03-26,BR_RJ,-70,-29,-62,-65,-54,24
2020-03-26,BR_RN,-66,-33,-60,-59,-46,19
2020-03-26,BR_RO,-61,-33,-36,-63,-39,17
2020-03-26,BR_RR,-66,-28,-39,-66,-43,18
2020-03-26,BR_RS,-73,-35,-58,-64,-57,26
2020-03-26,BR_SC,-77,-44,-74,-79,-60,25
2020-03-26,BR_SE,-71,-44,-58,-75,-54,20
2020-03-26,BR_SP,-67,-23,-51,-62,-51,24
2020-03-26,BR_TO,-65,-34,-34,-69,-41,19
2020-03-26,BS,-65,-29,-43,-76,-64,33
2020-03-26,BW,12,29,1,2,-9,7
2020-03-26,BY,-3,8,29,-3,-4,2
2020-03-26,BZ,-54,-37,-38,-62,-49,20
2020-03-26,CA,-54,-21,-18,-68,-59,25
2020-03-26,CA_AB,-47,-12,-24,-68,-51,22
2020-03-26,CA_BC,-54,-22,-18,-64,-57,23
2020-03-26,CA_MB,-43,-7,-18,-60,-43,20
2020-03-26,CA_NB,-49,-20,-12,-54,-55,21
2020-03-26,CA_NL,-51,-26,6,-56,-58,18
2020-03-26,CA_NS,-58,-30,-47,-69,-59,22
2020-03-26,CA_NT,-51,-23,,-55,-48,
2020-03-26,CA_NU,-18,,,,-38,
2020-03-26,CA_ON,-55,-22,-10,-68,-61,26
2020-03-26,CA_PE,-57,-26,,,-56,22
2020-03-26,CA_QC,-61,-22,-32,-73,-65,28
2020-03-26,CA_SK,-50,-13,13,-54,-49,20
2020-03-26,CA_YT,-39,-11,,,-48,
2020-03-26,CH,-70,-18,-23,-61,-50,24
2020-03-26,CH_AG,-60,-8,24,-51,-41,22
2020-03-26,CH_AI,,,,,-36,
2020-03-26,CH_AR,-59,6,,-49,-36,
2020-03-26,CH_BE,-68,-20,-8,-58,-44,22
2020-03-26,CH_BL,-63,-9,,-49,-45,22
2020-03-26,CH_FR,-71,-20,3,-60,-53,26
2020-03-26,CH_GE,-79,-30,-47,-81,-72,34
2020-03-26,CH_GL,-63,-19,,-30,-30,
2020-03-26,CH_GR,-79,-28,-52,-67,-42,18
2020-03-26,CH_JU,-77,-25,,-55,-58,
2020-03-26,CH_LU,-64,-14,-25,-56,-40,21
2020-03-26,CH_NE,-71,-23,,-62,-62,27
2020-03-26,CH_NW,-54,-2,,-56,-38,
2020-03-26,CH_OW,-61,-7,,-54,-35,
2020-03-26,CH_SG,-64,-11,-2,-47,-36,20
2020-03-26,CH_SH,-63,4,,-54,-40,
2020-03-26,CH_SO,-64,-7,,-55,-39,20
2020-03-26,CH_SZ,-51,-13,,-48,-39,21
2020-03-26,CH_TG,-64,-7,-15,-52,-34,18
2020-03-26,CH_TI,-84,-38,-51,-69,-63,29
2020-03-26,CH_UR,-63,-23,,-58,-33,
2020-03-26,CH_VD,-73,-25,-19,-69,-65,31
2020-03-26,CH_VS,-74,-28,-45,-62,-51,24
2020-03-26,CH_ZG,-63,-11,,-63,-51,26
2020-03-26,CH_ZH,-69,-11,-20,-65,-55,27
2020-03-26,CI,-24,-8,-15,-24,-21,16
2020-03-26,CL,-61,-32,-59,-54,-44,25
2020-03-26,CL_AI,-64,-35,-58,-80,-34,19
2020-03-26,CL_AN,-57,-38,-60,-51,-37,23
2020-03-26,CL_AP,-61,-29,-70,-55,-37,22
2020-03-26,CL_AR,-71,-48,-66,-65,-49,28
2020-03-26,CL_AT,-55,-36,-44,-64,-30,22
2020-03-26,CL_BI,-69,-42,-64,-59,-50,28
2020-03-26,CL_CO,-71,-49,-75,-60,-44,24
2020-03-26,CL_LI,-56,-32,-55,-50,-33,22
2020-03-26,CL_LL,-65,-41,-60,-56,-39,24
2020-03-26,CL_LR,-69,-47,-72,-63,-42,25
2020-03-26,CL_MA,-68,-44,-62,-73,-42,24
2020-03-26,CL_ML,-57,-37,-55,-53,-32,22
2020-03-26,CL_NB,-69,-50,-53,-82,-61,
2020-03-26,CL_RM,-56,-14,-46,-54,-46,26
2020-03-26,CL_TA,-67,-38,-70,-55,-44,26
2020-03-26,CL_VS,-66,-43,-68,-56,-43,24
2020-03-26,CM,-20,-13,-16,-16,-14,9
2020-03-26,CO,-82,-61,-74,-80,-75,35
2020-03-26,CO_05,-85,-62,-74,-84,-78,36
2020-03-26,CO_08,-83,-65,-79,-86,-76,31
2020-03-26,CO_11,-83,-59,-75,-81,-80,42
2020-03-26,CO_13,-83,-66,-82,-86,-73,29
2020-03-26,CO_15,-78,-60,-69,-78,-69,31
2020-03-26,CO_17,-82,-61,-71,-88,-74,32
2020-03-26,CO_18,-74,-56,-67,,-62,27
2020-03-26,CO_19,-82,-66,-71,-79,-69,29
2020-03-26,CO_20,-83,-65,-73,-83,-68,28
2020-03-26,CO_23,-79,-64,-60,-74,-68,26
2020-03-26,CO_25,-74,-58,-68,-68,-70,38
2020-03-26,CO_27,-68,-48,-48,-72,-56,
2020-03-26,CO_41,-81,-63,-72,,-70,30
2020-03-26,CO_44,-80,-57,-69,-76,-64,27
2020-03-26,CO_47,-81,-66,-80,-86,-68,27
2020-03-26,CO_50,-80,-60,-65,-61,-67,33
2020-03-26,CO_52,-83,-68,-69,-69,-70,30
2020-03-26,CO_54,-84,-61,-73,-84,-73,30
2020-03-26,CO_63,-87,-65,-82,,-76,32
2020-03-26,CO_66,-84,-61,-80,-84,-76,34
2020-03-26,CO_68,-82,-60,-74,-83,-74,33
2020-03-26,CO_70,-81,-64,-68,,-66,27
2020-03-26,CO_73,-83,-63,-66,-84,-71,30
2020-03-26,CO_76,-81,-60,-77,-78,-73,32
2020-03-26,CO_81,-79,-69,-69,-61,-60,
2020-03-26,CO_85,-82,-66,-69,-74,-68,36
2020-03-26,CO_86,-75,-68,-69,,-58,
2020-03-26,CO_88,-88,-68,-83,-83,-68,
2020-03-26,CO_91,-67,-55,-62,,-49,
2020-03-26,CO_95,-75,-77,-67,,-53,
2020-03-26,CO_99,,,-44,,-38,
2020-03-26,CR,-54,-35,-58,-58,-40,22
2020-03-26,CV,-42,-23,-44,-54,-38,16
2020-03-26,CZ,-65,-20,-24,-60,-46,22
2020-03-26,CZ_10,-73,-29,-55,-69,-58,28
2020-03-26,CZ_20,-57,-13,15,-45,-48,24
2020-03-26,CZ_31,-63,-18,-22,-54,-41,19
2020-03-26,CZ_32,-63,-18,-10,-52,-42,21
2020-03-26,CZ_41,-61,-20,-41,-58,-42,19
2020-03-26,CZ_42,-57,-16,6,-50,-39,18
2020-03-26,CZ_51,-62,-14,-13,-56,-43,20
2020-03-26,CZ_52,-64,-20,-20,-58,-41,20
2020-03-26,CZ_53,-64,-18,-1,-65,-40,20
2020-03-26,CZ_63,-61,-17,5,-49,-40,20
2020-03-26,CZ_64,-66,-22,-14,-55,-46,23
2020-03-26,CZ_71,-64,-22,-10,-65,-42,21
2020-03-26,CZ_72,-65,-20,-7,-60,-39,20
2020-03-26,CZ_80,-63,-18,9,-58,-44,20
2020-03-26,DE,-59,-16,3,-57,-44,18
2020-03-26,DE_BB,-42,-6,19,-46,-38,16
2020-03-26,DE_BE,-62,-13,-16,-59,-53,21
2020-03-26,DE_BW,-61,-19,-13,-60,-45,20
2020-03-26,DE_BY,-69,-21,-33,-65,-47,21
2020-03-26,DE_HB,-56,-14,12,-58,-46,17
2020-03-26,DE_HE,-59,-17,5,-64,-47,19
2020-03-26,DE_HH,-62,-14,27,-62,-52,22
2020-03-26,DE_MV,-51,-15,21,-45,-36,13
2020-03-26,DE_NI,-62,-16,14,-52,-44,17
2020-03-26,DE_NW,-57,-13,27,-57,-44,17
2020-03-26,DE_RP,-56,-17,2,-62,-44,18
2020-03-26,DE_SH,-52,-15,36,-50,-43,17
2020-03-26,DE_SL,-61,-24,8,-64,-48,19
2020-03-26,DE_SN,-56,-18,14,-52,-38,17
2020-03-26,DE_ST,-49,-15,8,-49,-34,14
2020-03-26,DE_TH,-50,-18,7,-47,-37,15
2020-03-26,DK,-36,-17,91,-59,-55,19
2020-03-26,DO,-76,-55,-64,-83,-74,33
2020-03-26,EC,-85,-68,-80,-84,-84,40
2020-03-26,EE,-44,-22,23,-44,-49,19
2020-03-26,EG,-57,-29,-50,-57,-38,18
2020-03-26,ES,-87,-52,-78,-82,-68,30
2020-03-26,ES_AN,-87,-56,-77,-83,-68,28
2020-03-26,ES_AR,-86,-50,-70,-82,-64,28
2020-03-26,ES_AS,-88,-49,-72,-71,-65,28
2020-03-26,ES_CB,-87,-51,-76,-80,-65,29
2020-03-26,ES_CE,-84,-68,-86,,-68,
2020-03-26,ES_CL,-87,-54,-71,-81,-64,27
2020-03-26,ES_CM,-85,-52,-75,-80,-64,28
2020-03-26,ES_CN,-88,-57,-87,-80,-67,27
2020-03-26,ES_CT,-88,-49,-81,-83,-71,35
2020-03-26,ES_EX,-86,-57,-65,-78,-62,24
2020-03-26,ES_GA,-84,-50,-64,-80,-62,29
2020-03-26,ES_IB,-87,-55,-80,-83,-65,32
2020-03-26,ES_MC,-84,-48,-77,-75,-61,28
2020-03-26,ES_MD,-89,-52,-86,-85,-77,37
2020-03-26,ES_ML,-88,-56,-83,,-67,
2020-03-26,ES_NC,-86,-48,-76,-83,-61,29
2020-03-26,ES_PV,-88,-46,-82,-78,-64,31
2020-03-26,ES_RI,-86,-51,-75,-84,-58,27
2020-03-26,ES_VC,-87,-52,-80,-83,-65,29
2020-03-26,FI,-44,-15,52,-55,-47,16
2020-03-26,FJ,-28,-15,-7,-37,-17,16
2020-03-26,FR,-84,-46,-67,-83,-74,34
2020-03-26,FR_ARA,-84,-46,-67,-85,-73,36
2020-03-26,FR_BFC,-83,-48,-57,-75,-70,32
2020-03-26,FR_BRE,-84,-47,-54,-84,-69,32
2020-03-26,FR_COR,-84,-55,-70,-82,-69,29
