key,date,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
US_AL_01095,2020-06-19,0,9,56,,-25,5
US_AL_01097,2020-06-19,-6,3,40,-5,-29,7
US_AL_01099,2020-06-19,-52,13,,,-15,
US_AL_01101,2020-06-19,-15,-1,64,3,-33,11
US_AL_01103,2020-06-19,-1,2,116,18,-26,6
US_AL_01105,2020-06-19,-58,-16,,,-34,
US_AL_01107,2020-06-19,-36,9,,,-18,
US_AL_01109,2020-06-19,0,4,,,-26,0
US_AL_01111,2020-06-19,-45,-7,,,-19,
US_AL_01113,2020-06-19,-3,17,,,-29,8
US_AL_01115,2020-06-19,-1,5,-30,9,-28,7
US_AL_01117,2020-06-19,-6,2,124,,-36,10
US_AL_01119,2020-06-19,-61,-11,,,-29,
US_AL_01121,2020-06-19,-1,6,38,11,-24,5
US_AL_01123,2020-06-19,7,28,,,-19,6
US_AL_01125,2020-06-19,-11,3,19,-4,-31,8
US_AL_01127,2020-06-19,-1,7,,7,-21,6
US_AL_01129,2020-06-19,,-16,,,-23,
US_AL_01131,2020-06-19,-61,-17,,,-26,
US_AL_01133,2020-06-19,-42,-12,,,-21,
US_AR,2020-06-19,-2,9,146,2,-29,5
US_AR_05001,2020-06-19,-14,-19,,,-21,
US_AR_05003,2020-06-19,-32,6,,,-29,
US_AR_05005,2020-06-19,17,2,,,-21,4
US_AR_05007,2020-06-19,-2,11,220,-36,-42,9
US_AR_05009,2020-06-19,9,13,,,-24,5
US_AR_05011,2020-06-19,-40,-7,,,-24,
US_AR_05015,2020-06-19,38,-3,,,-16,-1
US_AR_05017,2020-06-19,-22,4,,,-32,
US_AR_05019,2020-06-19,-2,1,,9,-28,
US_AR_05021,2020-06-19,-10,-2,,,-17,
US_AR_05023,2020-06-19,-8,53,,,-23,
US_AR_05025,2020-06-19,,,,,-25,
US_AR_05027,2020-06-19,0,-14,,,-27,
US_AR_05029,2020-06-19,4,2,,19,-19,
US_AR_05031,2020-06-19,-9,10,-22,-3,-28,5
US_AR_05033,2020-06-19,3,10,,26,-29,6
US_AR_05035,2020-06-19,3,10,,5,-29,6
US_AR_05037,2020-06-19,-55,93,,,-19,
US_AR_05039,2020-06-18,-25,,,,-21,
US_AR_05041,2020-06-19,-22,11,,,-22,
US_AR_05043,2020-06-19,-12,1,,,-33,
US_AR_05045,2020-06-19,-7,1,-9,,-33,6
US_AR_05047,2020-06-19,-10,-3,,15,-22,
US_AR_05049,2020-06-19,,,,,-21,
US_AR_05051,2020-06-19,7,9,162,,-27,5
US_AR_05053,2020-06-19,-6,6,,,-30,
US_AR_05055,2020-06-19,-6,8,,,-26,5
US_AR_05057,2020-06-19,3,-3,,,-25,
US_AR_05059,2020-06-19,-2,-1,,1,-27,3
US_AR_05061,2020-06-19,-36,4,,,-22,
US_AR_05063,2020-06-19,3,20,,,-25,6
US_AR_05065,2020-06-19,-22,8,,,-18,
US_AR_05067,2020-06-19,-12,24,,,-25,
US_AR_05069,2020-06-19,-2,4,,24,-26,6
US_AR_05071,2020-06-19,-6,4,-12,,-21,-2
US_AR_05073,2020-05-25,,,,,-60,
US_AR_05075,2020-06-19,-22,-1,,,-27,
US_AR_05077,2020-05-25,,,,,-57,
US_AR_05079,2020-06-19,-60,-4,,,-25,
US_AR_05081,2020-06-19,-25,-4,,,-28,
US_AR_05083,2020-06-19,-24,9,,,-28,
US_AR_05085,2020-06-19,0,17,,,-31,7
US_AR_05087,2020-06-19,-31,-13,,,-25,
US_AR_05089,2020-06-19,-16,3,,,-22,
US_AR_05091,2020-06-19,4,2,-31,3,-21,4
US_AR_05093,2020-06-19,-5,-4,,5,-24,4
US_AR_05095,2020-06-19,-40,-8,,,-27,
US_AR_05097,2020-06-19,,,,,-18,
US_AR_05099,2020-06-19,-61,,,4,-20,
US_AR_05101,2020-06-18,,,,,-19,
US_AR_05103,2020-06-19,7,-20,,,-22,
US_AR_05105,2020-06-19,,,,,-22,
US_AR_05107,2020-06-19,-5,16,,,-27,
US_AR_05109,2020-06-19,-30,-8,,,-19,
US_AR_05111,2020-06-19,-2,7,,,-21,
US_AR_05113,2020-06-19,-18,31,,,-24,
US_AR_05115,2020-06-19,-8,10,,12,-29,6
US_AR_05117,2020-06-19,,,,,-24,
US_AR_05119,2020-06-19,-10,6,85,-10,-33,8
US_AR_05121,2020-06-19,-16,12,,,-23,
US_AR_05123,2020-06-19,-1,20,,11,-21,
US_AR_05125,2020-06-19,2,10,25,16,-30,8
US_AR_05127,2020-06-19,-53,,,,-19,
US_AR_05129,2020-06-19,,,,,-28,
US_AR_05131,2020-06-19,-5,11,122,-27,-28,5
US_AR_05133,2020-06-19,-35,-8,,,-30,
US_AR_05135,2020-06-19,-27,0,,,-18,
US_AR_05137,2020-06-19,-23,8,,,-24,
US_AR_05139,2020-06-19,-9,8,,,-25,7
US_AR_05141,2020-06-19,-33,,,,-24,
US_AR_05143,2020-06-19,-11,7,167,-12,-36,8
US_AR_05145,2020-06-19,-2,9,24,8,-26,5
US_AR_05147,2020-05-25,,,,,-52,
US_AR_05149,2020-06-19,-27,10,6,,-27,
US_AZ,2020-06-19,-21,-5,-6,-28,-38,11
US_AZ_04001,2020-06-19,-9,26,92,-28,-36,9
US_AZ_04003,2020-06-19,-19,-9,-20,-15,-28,8
US_AZ_04005,2020-06-19,6,30,145,21,-33,8
US_AZ_04007,2020-06-19,-1,31,52,,-17,6
US_AZ_04009,2020-06-19,-5,16,-63,,-27,8
US_AZ_04011,2020-06-19,-65,-13,,,-30,
US_AZ_04012,2020-06-19,-46,-32,-52,-24,-29,
US_AZ_04013,2020-06-19,-22,-7,-21,-34,-41,13
US_AZ_04015,2020-06-19,-5,5,43,5,-18,4
US_AZ_04017,2020-06-19,21,22,126,20,-27,8
US_AZ_04019,2020-06-19,-25,-5,-26,-32,-36,11
US_AZ_04021,2020-06-19,-17,-6,-37,-16,-35,9
US_AZ_04023,2020-06-19,-40,-26,-24,-18,-37,15
US_AZ_04025,2020-06-19,-2,14,41,23,-23,5
US_AZ_04027,2020-06-19,-33,-22,-36,-35,-36,11
US_CA,2020-06-19,-30,-4,9,-38,-40,12
US_CA_06001,2020-06-19,-45,-10,56,-57,-50,19
US_CA_06005,2020-06-19,1,14,-41,,-26,0
US_CA_06007,2020-06-19,-24,4,-2,-34,-28,7
US_CA_06009,2020-06-19,-27,29,133,,-22,5
US_CA_06011,2020-06-19,-19,-6,,-10,-30,
US_CA_06013,2020-06-19,-35,0,19,-49,-43,15
US_CA_06015,2020-06-19,3,19,35,,-24,
US_CA_06017,2020-06-19,-18,11,195,-16,-38,8
US_CA_06019,2020-06-19,-23,3,10,-18,-34,8
US_CA_06021,2020-06-19,-8,17,-36,31,-31,2
US_CA_06023,2020-06-19,-31,-1,73,-48,-29,8
US_CA_06025,2020-06-19,-41,-13,-59,-36,-40,16
US_CA_06027,2020-06-19,6,-37,62,,-32,
US_CA_06029,2020-06-19,-19,0,31,-2,-31,7
US_CA_06031,2020-06-19,-16,1,11,-40,-26,7
US_CA_06033,2020-06-19,-8,9,52,-5,-26,5
US_CA_06035,2020-06-19,-12,27,,,-17,
US_CA_06037,2020-06-19,-31,-8,-4,-38,-39,14
US_CA_06039,2020-06-19,-23,8,53,34,-30,6
US_CA_06041,2020-06-19,-39,-8,37,-31,-46,15
US_CA_06043,2020-06-19,-86,22,113,,-26,
US_CA_06045,2020-06-19,-17,8,76,-3,-27,6
US_CA_06047,2020-06-19,-16,-2,61,-5,-31,7
US_CA_06049,2020-06-19,-59,4,,,-19,
US_CA_06051,2020-06-19,-42,-5,36,-31,-40,
US_CA_06053,2020-06-19,-26,3,29,2,-29,7
US_CA_06055,2020-06-19,-25,-7,92,-9,-35,10
US_CA_06057,2020-06-19,-27,7,137,-28,-30,7
US_CA_06059,2020-06-19,-33,-2,7,-40,-40,15
US_CA_06061,2020-06-19,-23,8,49,33,-40,11
US_CA_06063,2020-06-19,11,-18,,,-5,
US_CA_06065,2020-06-19,-23,-1,-16,-26,-36,10
US_CA_06067,2020-06-19,-28,1,15,-39,-40,12
US_CA_06069,2020-06-19,-15,-5,7,-56,-25,9
US_CA_06071,2020-06-19,-19,-1,9,-16,-33,9
US_CA_06073,2020-06-19,-33,-6,-3,-44,-40,14
US_CA_06075,2020-06-19,-62,-25,-20,-67,-63,25
US_CA_06077,2020-06-19,-21,4,27,-18,-33,9
US_CA_06079,2020-06-19,-25,5,34,-17,-34,9
US_CA_06081,2020-06-19,-37,-4,7,-69,-55,22
US_CA_06083,2020-06-19,-31,-3,17,-31,-35,9
US_CA_06085,2020-06-19,-45,-6,23,-60,-58,23
US_CA_06087,2020-06-19,-28,-6,27,-59,-37,12
US_CA_06089,2020-06-19,-14,6,166,0,-24,3
US_CA_06093,2020-06-19,6,29,104,59,-25,1
US_CA_06095,2020-06-19,-24,-5,12,-20,-33,11
US_CA_06097,2020-06-19,-26,-2,30,-26,-32,10
US_CA_06099,2020-06-19,-17,2,45,-9,-31,7
US_CA_06101,2020-06-19,-9,3,-10,0,-32,6
US_CA_06103,2020-06-19,-22,14,32,7,-29,5
US_CA_06105,2020-06-19,-39,0,,,-21,
US_CA_06107,2020-06-19,-24,4,48,1,-32,6
US_CA_06109,2020-06-19,-8,35,59,,-23,5
US_CA_06111,2020-06-19,-28,-5,4,-21,-35,12
US_CA_06113,2020-06-19,-33,-3,19,-21,-39,13
US_CA_06115,2020-06-19,-5,10,67,-7,-31,7
US_CO,2020-06-19,-16,2,66,-29,-39,9
US_CO_08001,2020-06-19,-11,3,43,-6,-37,10
US_CO_08003,2020-06-19,0,6,,,-31,
US_CO_08005,2020-06-19,-18,-2,68,-22,-41,12
US_CO_08007,2020-06-19,30,-20,,,-17,
US_CO_08011,2020-06-02,,,,,-34,
US_CO_08013,2020-06-19,-27,-9,37,-44,-51,16
US_CO_08014,2020-06-19,-24,-19,14,-27,-51,16
US_CO_08015,2020-06-19,41,-34,-39,,-21,
US_CO_08019,2020-06-19,-31,-53,-14,,-37,
US_CO_08021,2020-06-19,,,,,-21,
US_CO_08029,2020-06-19,10,6,22,,-26,2
US_CO_08031,2020-06-19,-32,-4,19,-53,-45,13
US_CO_08035,2020-06-19,-12,1,90,30,-49,14
US_CO_08037,2020-06-19,-25,6,84,-17,-43,10
US_CO_08039,2020-06-19,-19,-25,,,-38,0
US_CO_08041,2020-06-19,-14,6,55,-22,-38,9
US_CO_08043,2020-06-19,4,24,79,,-17,3
US_CO_08045,2020-06-19,5,3,91,50,-22,3
US_CO_08047,2020-06-19,,,,,-53,
US_CO_08049,2020-06-19,-4,-8,3,-68,-26,
US_CO_08051,2020-06-19,-34,-38,16,,-34,
US_CO_08055,2020-06-18,-50,-10,,,-14,
US_CO_08059,2020-06-19,-17,-6,40,-17,-44,13
US_CO_08061,2020-04-11,,,,-41,,
US_CO_08063,2020-06-19,-34,-20,,53,-14,
US_CO_08065,2020-06-19,-77,-34,,,-33,
US_CO_08067,2020-06-19,2,31,33,-11,-35,7
US_CO_08069,2020-06-19,-11,1,102,-18,-38,11
US_CO_08071,2020-06-19,9,-27,,,-24,
US_CO_08073,2020-06-18,-36,-12,,44,-21,
US_CO_08075,2020-06-19,13,-13,,,-19,
US_CO_08077,2020-06-19,1,17,182,15,-27,3
US_CO_08081,2020-06-19,-27,-24,,,-22,
US_CO_08083,2020-06-19,23,2,,,-22,-1
US_CO_08085,2020-06-19,10,18,,,-25,1
US_CO_08087,2020-06-19,-2,-3,-7,60,-28,6
US_CO_08089,2020-06-19,-5,-17,,,-12,
US_CO_08091,2020-04-16,-28,,,,-50,
US_CO_08093,2020-06-19,-63,-41,60,,-30,
US_CO_08095,2020-05-25,,,,,-57,
US_CO_08097,2020-06-19,-47,-53,,-65,-44,
US_CO_08099,2020-06-19,-18,-4,,14,-18,
US_CO_08101,2020-06-19,-6,13,24,15,-19,4
US_CO_08103,2020-06-17,,,,,-21,
US_CO_08105,2020-06-19,-25,-20,,,-17,
US_CO_08107,2020-06-19,-31,-4,101,-69,-34,-2
US_CO_08109,2020-06-18,,,,,-24,
US_CO_08113,2020-06-19,-80,,,,-38,
US_CO_08117,2020-06-19,-38,-17,13,-25,-44,5
US_CO_08119,2020-06-19,34,25,,,-31,-1
US_CO_08121,2020-06-09,,,,,-46,
US_CO_08123,2020-06-19,-11,1,52,-2,-36,10
US_CO_08125,2020-06-19,-33,-26,,,-21,
US_CT,2020-06-19,-12,0,109,-24,-37,10
US_CT_09001,2020-06-19,-13,-3,129,-34,-40,12
US_CT_09003,2020-06-19,-17,1,82,-27,-39,12
US_CT_09005,2020-06-19,0,0,190,,-32,10
US_CT_09007,2020-06-19,-3,6,314,-13,-37,12
US_CT_09009,2020-06-19,-10,-1,65,-15,-36,11
US_CT_09011,2020-06-19,-15,4,180,-50,-33,10
US_CT_09013,2020-06-19,-13,5,166,-7,-39,12
US_CT_09015,2020-06-19,3,7,97,-6,-32,9
US_DC,2020-06-19,-50,-18,-31,-63,-58,19
US_DE,2020-06-19,-5,3,98,-22,-38,10
US_DE_10001,2020-06-19,-3,0,15,-13,-36,9
US_DE_10003,2020-06-19,-15,-6,34,-28,-43,14
US_DE_10005,2020-06-19,27,28,382,34,-23,7
US_FL,2020-06-19,-21,-7,-13,-39,-34,10
US_FL_12001,2020-06-19,-24,-5,-29,-30,-36,12
US_FL_12003,2020-06-19,-2,13,,-30,-29,-3
US_FL_12005,2020-06-19,24,21,185,5,-22,4
US_FL_12007,2020-06-19,-13,17,,,-27,0
US_FL_12009,2020-06-19,-18,-9,-17,-26,-32,10
US_FL_12011,2020-06-19,-25,-10,-29,-51,-36,15
US_FL_12013,2020-06-19,-49,-14,,,-28,
US_FL_12015,2020-06-19,-23,-11,-29,-17,-25,6
US_FL_12017,2020-06-19,-12,-2,-2,,-23,6
US_FL_12019,2020-06-19,-10,6,6,-64,-34,9
US_FL_12021,2020-06-19,-32,-22,-41,-22,-32,9
US_FL_12023,2020-06-19,-8,13,54,13,-24,6
US_FL_12027,2020-06-19,-29,-16,-40,,-28,7
US_FL_12029,2020-06-19,-34,-6,,,-15,
US_FL_12031,2020-06-19,-13,1,15,-23,-36,10
US_FL_12033,2020-06-19,-1,9,110,-10,-28,6
US_FL_12035,2020-06-19,-14,-5,-6,,-30,9
US_FL_12037,2020-06-19,-83,-23,-9,,-17,
US_FL_12039,2020-06-19,-10,4,,1,-29,9
US_FL_12041,2020-06-19,-40,-12,-30,,-24,
US_FL_12043,2020-06-19,-62,,-67,-18,-21,
US_FL_12045,2020-06-19,-77,26,,,-23,
US_FL_12047,2020-06-19,-33,-3,,21,-24,
US_FL_12049,2020-06-19,-26,-17,-38,,-26,
US_FL_12051,2020-06-19,-20,-30,-54,,-27,10
US_FL_12053,2020-06-19,-9,3,-8,-26,-30,7
US_FL_12055,2020-06-19,-29,-15,-47,-38,-26,6
US_FL_12057,2020-06-19,-19,-8,-8,-45,-38,12
US_FL_12059,2020-06-19,-43,-19,,,-25,
US_FL_12061,2020-06-19,-25,-18,-22,-29,-30,9
US_FL_12063,2020-06-19,0,5,-24,3,-22,6
US_FL_12065,2020-06-19,-55,-12,,-15,-31,
US_FL_12067,2020-06-19,,,,,-26,
US_FL_12069,2020-06-19,-19,-7,-26,-27,-31,9
US_FL_12071,2020-06-19,-26,-11,-26,-51,-30,9
US_FL_12073,2020-06-19,-20,-3,23,-36,-42,13
US_FL_12075,2020-06-19,-4,-4,22,,-20,5
US_FL_12077,2020-06-19,,-14,-53,,-31,
US_FL_12079,2020-06-19,-58,-14,,8,-23,
US_FL_12081,2020-06-19,-20,-8,7,-30,-28,9
US_FL_12083,2020-06-19,-12,-2,-8,-4,-24,7
US_FL_12085,2020-06-19,-29,-20,-30,-23,-32,11
US_FL_12086,2020-06-19,-26,-9,-43,-50,-33,14
US_FL_12087,2020-06-19,-20,-11,-13,-46,-29,5
US_FL_12089,2020-06-19,-4,9,77,-68,-27,7
US_FL_12091,2020-06-19,12,17,167,-1,-23,5
US_FL_12093,2020-06-19,-22,-17,-34,-44,-24,7
US_FL_12095,2020-06-19,-34,-13,-43,-57,-42,14
US_FL_12097,2020-06-19,-21,-8,-37,-30,-39,13
US_FL_12099,2020-06-19,-29,-15,-22,-43,-34,14
US_FL_12101,2020-06-19,-12,-2,-12,-8,-34,9
US_FL_12103,2020-06-19,-19,-4,21,-25,-34,10
US_FL_12105,2020-06-19,-16,-6,-21,-11,-33,10
US_FL_12107,2020-06-19,-8,-6,4,,-25,7
US_FL_12109,2020-06-19,-1,10,11,-1,-36,10
US_FL_12111,2020-06-19,-19,-8,-27,-8,-31,11
US_FL_12113,2020-06-19,11,22,138,-38,-28,6
US_FL_12115,2020-06-19,-24,-11,-15,-30,-27,8
US_FL_12117,2020-06-19,-18,-5,-17,-27,-42,14
US_FL_12119,2020-06-19,-28,-15,-48,4,-23,6
US_FL_12121,2020-06-19,-9,3,27,35,-28,5
US_FL_12123,2020-06-19,2,24,,,-21,
US_FL_12125,2020-06-19,-42,-11,,,-24,
US_FL_12127,2020-06-19,-14,-4,-11,-29,-32,10
US_FL_12129,2020-06-19,11,10,41,,-34,9
US_FL_12131,2020-06-19,30,29,114,15,-20,3
US_FL_12133,2020-06-19,-13,16,,,-24,
US_GA,2020-06-19,-11,1,82,-32,-35,7
US_GA_13001,2020-06-19,-8,8,,,-24,
US_GA_13003,2020-06-19,-55,8,,,-18,
US_GA_13005,2020-06-19,-21,-27,,,-10,
US_GA_13009,2020-06-19,-5,8,,,-27,6
US_GA_13011,2020-06-19,6,,,,-23,
US_GA_13013,2020-06-19,3,7,-57,,-32,6
US_GA_13015,2020-06-19,-3,9,104,0,-29,6
US_GA_13017,2020-06-19,-8,8,,,-15,
US_GA_13019,2020-06-19,-42,-13,,,-20,
US_GA_13021,2020-06-19,-12,1,28,26,-31,7
US_GA_13023,2020-06-19,-46,8,-53,,-29,
US_GA_13025,2020-06-19,-69,-7,,,-26,
US_GA_13027,2020-06-19,-50,-16,,,-18,
US_GA_13029,2020-06-19,-8,-2,-13,1,-32,8
US_GA_13031,2020-06-19,-11,-1,-18,,-29,8
US_GA_13033,2020-06-19,-11,-3,-4,,-21,
US_GA_13035,2020-06-19,3,7,,4,-27,-1
US_GA_13039,2020-06-19,-12,19,28,7,-24,7
US_GA_13043,2020-06-19,-67,-8,,,-19,
US_GA_13045,2020-06-19,-5,3,13,20,-28,6
US_GA_13047,2020-06-19,-4,8,23,14,-30,8
US_GA_13049,2020-06-19,-49,-9,,,-19,
US_GA_13051,2020-06-19,-5,4,32,-22,-30,9
US_GA_13053,2020-06-19,-52,-30,,,-22,
US_GA_13055,2020-06-19,0,4,,,-25,
US_GA_13057,2020-06-19,-4,4,155,,-38,9
US_GA_13059,2020-06-19,-21,-6,12,-63,-40,10
US_GA_13063,2020-06-19,-4,5,76,-72,-35,8
US_GA_13065,2020-06-17,,-2,,,-19,
US_GA_13067,2020-06-19,-17,-2,107,-23,-44,12
US_GA_13069,2020-06-19,-1,17,,,-22,6
US_GA_13071,2020-06-19,-15,13,,,-18,4
US_GA_13073,2020-06-19,1,15,72,9,-34,9
US_GA_13075,2020-06-19,8,-2,,31,-14,
US_GA_13077,2020-06-19,-4,4,-51,48,-31,8
US_GA_13079,2020-06-19,,,,,-25,
US_GA_13081,2020-06-19,7,32,,43,-18,
US_GA_13083,2020-06-19,-52,-23,,-5,-28,
US_GA_13085,2020-06-19,3,12,-48,,-29,0
US_GA_13087,2020-06-19,1,0,,,-25,-3
US_GA_13089,2020-06-19,-18,-2,86,-46,-44,12
US_GA_13091,2020-06-19,-9,-18,,,-25,
US_GA_13093,2020-06-19,-59,-28,,18,-21,
US_GA_13095,2020-06-19,-11,-1,-5,-17,-29,7
US_GA_13097,2020-06-19,-4,4,60,-22,-37,10
US_GA_13099,2020-06-19,-57,-29,,,-23,
US_GA_13103,2020-06-19,-1,-1,,,-30,7
US_GA_13105,2020-06-19,-1,9,,,-20,
US_GA_13107,2020-06-19,-7,5,,,-22,
US_GA_13109,2020-06-19,-38,-6,,,-23,
US_GA_13111,2020-06-19,15,22,97,,-18,
US_GA_13113,2020-06-19,-8,9,87,,-40,11
US_GA_13115,2020-06-19,-7,-4,15,,-26,7
US_GA_13117,2020-06-19,-10,1,145,,-47,13
US_GA_13119,2020-06-19,9,11,-27,-4,-26,
US_GA_13121,2020-06-19,-23,-8,20,-49,-49,13
US_GA_13123,2020-06-19,3,8,,,-17,2
US_GA_13127,2020-06-19,0,8,118,4,-30,7
US_GA_13129,2020-06-19,-3,0,,47,-26,6
US_GA_13131,2020-06-19,-10,-1,,,-30,-1
US_GA_13133,2020-06-19,-41,6,,,-24,
US_GA_13135,2020-06-19,-14,-3,79,-11,-40,10
US_GA_13137,2020-06-19,-3,14,,,-23,4
US_GA_13139,2020-06-19,-6,5,36,0,-29,6
US_GA_13141,2020-06-19,,-17,,,-21,
US_GA_13143,2020-06-19,-5,11,19,4,-26,6
US_GA_13145,2020-06-19,-35,0,-50,,-36,11
US_GA_13147,2020-06-19,6,18,,,-22,
US_GA_13149,2020-06-19,,-15,,,-28,
US_GA_13151,2020-06-19,-2,3,79,-41,-35,10
US_GA_13153,2020-06-19,-4,-3,43,,-33,7
US_GA_13155,2020-06-19,,-14,,,-23,
US_GA_13157,2020-06-19,18,11,,13,-31,6
US_GA_13159,2020-06-19,-47,-13,,,-23,
US_GA_13161,2020-06-19,-41,-18,,,-20,
US_GA_13163,2020-06-19,-42,-13,,,-22,
US_GA_13165,2020-06-19,-42,-17,,,-25,
US_GA_13167,2020-06-19,,-13,,,-20,
US_GA_13169,2020-06-19,-37,-14,,,-32,8
US_GA_13171,2020-06-19,-49,-14,,,-26,
US_GA_13173,2020-06-19,-62,-15,,,-28,
US_GA_13175,2020-06-19,-5,2,,33,-26,6
US_GA_13177,2020-06-19,-2,-24,,,-29,9
US_GA_13179,2020-06-19,-9,-3,26,-11,-23,6
US_GA_13181,2020-06-19,,,,,-19,
US_GA_13183,2020-06-19,,,,,-27,
US_GA_13185,2020-06-19,-8,1,12,18,-25,7
US_GA_13187,2020-06-19,-2,5,,,-29,6
US_GA_13189,2020-06-19,7,-7,,4,-23,
US_GA_13191,2020-06-19,-59,-9,,,-24,
US_GA_13193,2020-06-19,-59,-16,,,-18,
US_GA_13195,2020-06-19,-56,11,,,-31,8
US_GA_13197,2020-06-19,,-9,,,-28,
US_GA_13199,2020-06-19,-45,8,,,-24,
US_GA_13201,2020-06-19,-58,,,,-35,
US_GA_13205,2020-06-19,-34,-5,,,-27,
US_GA_13207,2020-06-19,0,-3,-48,37,-25,-2
US_GA_13209,2020-06-19,,-5,,,-19,
US_GA_13211,2020-06-19,2,-18,,2,-26,
US_GA_13213,2020-06-19,0,3,,,-30,6
US_GA_13215,2020-06-19,-10,0,57,-32,-34,9
US_GA_13217,2020-06-19,-4,11,-1,,-33,8
US_GA_13219,2020-06-19,-8,-13,,,-37,0
US_GA_13221,2020-06-19,,-12,,,-29,
US_GA_13223,2020-06-19,-1,-2,62,,-38,8
US_GA_13225,2020-06-19,-3,21,,13,-30,7
US_GA_13227,2020-06-19,6,7,,,-25,5
US_GA_13229,2020-06-19,-61,-23,,,-26,
US_GA_13231,2020-06-19,-54,-11,,,-25,
US_GA_13233,2020-06-19,-5,1,,,-25,6
US_GA_13235,2020-06-19,-65,19,,,-23,
US_GA_13237,2020-06-19,-7,-9,,-50,-21,
US_GA_13241,2020-06-19,20,34,-35,,-14,
US_GA_13243,2020-06-19,-64,,,,-21,
US_GA_13245,2020-06-19,-10,3,30,-7,-30,8
US_GA_13247,2020-06-19,-5,5,32,,-37,8
US_GA_13249,2020-06-17,,,,,-31,
US_GA_13251,2020-06-19,-67,-21,,,-27,
US_GA_13253,2020-06-19,-31,-16,,,-20,
US_GA_13255,2020-06-19,-5,5,,,-27,5
US_GA_13257,2020-06-19,-5,10,,,-25,1
US_GA_13261,2020-06-19,-4,-6,,,-29,1
US_GA_13263,2020-06-19,,,2,,-26,
US_GA_13267,2020-06-19,-41,-11,,,-19,
US_GA_13269,2020-06-19,,-7,,,-30,
US_GA_13271,2020-06-19,-73,-15,,,-24,
US_GA_13273,2020-06-19,-67,-23,,,-19,
US_GA_13275,2020-06-19,-7,13,,,-24,7
US_GA_13277,2020-06-19,-4,4,,-8,-25,5
US_GA_13279,2020-06-19,-6,6,,,-16,-2
US_GA_13281,2020-06-19,-55,-15,,,-18,
US_GA_13283,2020-06-18,,-17,,,-25,
US_GA_13285,2020-06-19,-2,3,,18,-29,8
US_GA_13287,2020-06-19,-71,8,,-4,-25,
US_GA_13289,2020-06-19,,,,,-27,
US_GA_13291,2020-06-19,14,10,8,,-17,
US_GA_13293,2020-06-19,-1,4,,,-26,-4
US_GA_13295,2020-06-19,3,3,-27,,-26,6
US_GA_13297,2020-06-19,1,10,,,-31,6
US_GA_13299,2020-06-19,-6,1,,,-21,6
US_GA_13301,2020-06-18,,,,,-28,
US_GA_13303,2020-06-19,4,-8,,,-24,
US_GA_13305,2020-06-19,-6,4,,,-16,-2
US_GA_13311,2020-06-19,29,23,149,,-18,5
US_GA_13313,2020-06-19,-6,16,6,-5,-29,7
US_GA_13315,2020-06-19,,-6,,,-27,
US_GA_13317,2020-06-19,-43,-8,,,-20,
US_GA_13319,2020-06-19,,-3,,,-23,
US_GA_13321,2020-06-19,-43,-20,,,-29,
US_HI,2020-06-19,-34,-19,-40,-58,-33,12
US_HI_15001,2020-06-19,-37,-21,-46,-66,-30,11
US_HI_15003,2020-06-19,-30,-14,-33,-54,-33,15
US_HI_15007,2020-06-19,-50,-36,-59,-67,-32,11
US_HI_15009,2020-06-19,-47,-29,-51,-70,-36,13
US_IA,2020-06-19,-1,18,175,4,-29,5
US_IA_19001,2020-06-19,-44,2,,,-23,
US_IA_19005,2020-06-19,-75,-5,,,-15,
US_IA_19007,2020-06-19,-7,52,,,-2,
US_IA_19009,2020-06-19,,,,,-22,
US_IA_19011,2020-06-19,-16,25,,,-16,8
US_IA_19013,2020-06-19,-6,4,-9,-6,-29,8
US_IA_19015,2020-06-19,6,-21,,,-31,7
US_IA_19017,2020-06-19,-12,-12,,,-31,-1
US_IA_19019,2020-06-19,-29,0,,,-11,
US_IA_19021,2020-06-19,-16,-15,,,-29,
US_IA_19023,2020-06-19,,2,,,-26,
US_IA_19025,2020-06-19,,-12,,,-14,
US_IA_19027,2020-06-19,3,13,,,-27,
US_IA_19029,2020-06-19,-2,13,,,-20,
US_IA_19031,2020-06-19,-30,0,,25,-21,
US_IA_19033,2020-06-19,10,37,,24,-19,6
US_IA_19035,2020-06-19,-76,,,,-21,
US_IA_19037,2020-06-19,-25,-18,,,-18,
US_IA_19039,2020-06-19,-27,,,0,-19,
US_IA_19041,2020-06-19,11,7,,,-25,
US_IA_19043,2020-06-19,-59,7,,,-18,
US_IA_19045,2020-06-19,5,35,,,-24,4
US_IA_19047,2020-06-19,-38,,,,-26,
US_IA_19049,2020-06-19,1,-6,,,-42,13
US_IA_19051,2020-06-19,-44,,,,-18,
US_IA_19053,2020-06-18,,,,,-12,
US_IA_19055,2020-06-19,4,19,,,-15,
US_IA_19057,2020-06-19,7,18,,39,-21,5
US_IA_19059,2020-06-19,50,12,44,,-14,
US_IA_19061,2020-06-19,-3,39,35,-18,-35,7
US_IA_19063,2020-06-19,-17,11,,,-24,
US_IA_19065,2020-06-19,9,7,,,-18,
US_IA_19067,2020-06-19,-28,-12,,18,-18,
US_IA_19069,2020-06-19,-39,7,,,-23,
US_IA_19071,2020-06-19,-45,-9,,29,-14,
US_IA_19073,2020-06-19,-45,4,,,-29,
US_IA_19075,2020-06-19,-64,-25,,,-25,
US_IA_19077,2020-06-19,,,,,-23,
